zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,naics_title
53593,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
53593,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54201,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54201,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54234,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54234,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54814,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
54814,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
54827,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
54827,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
55113,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
55113,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
55731,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
55731,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
55790,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
55790,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
56031,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
56031,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
56219,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
56219,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
56655,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
56655,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
56670,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
56670,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
57350,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
57350,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59602,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
59602,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
59715,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
59715,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
59716,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59716,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59718,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59718,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59771,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59771,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59833,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59833,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59840,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59840,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59911,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59911,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
59922,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
59922,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
60077,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
60077,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
60087,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
60087,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
61615,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
61615,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
62237,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
62237,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
62330,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
62330,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
65401,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
65401,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
67037,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
67037,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
68763,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
68763,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70002,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70002,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70031,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70031,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70036,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70036,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70036,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70036,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70037,114112,6,5,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70037,114112,6,5,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70037,114119,1,0,0,1,0,0,0,0,0,0,"Other Marine Fishing"
70037,114119,1,0,0,1,0,0,0,0,0,0,"Other Marine Fishing"
70041,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70041,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70043,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
70043,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
70050,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70050,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70056,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70056,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70058,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70058,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70065,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70065,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70067,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70067,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70072,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70072,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70085,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70085,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70122,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70122,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70130,114119,1,0,0,0,1,0,0,0,0,0,"Other Marine Fishing"
70130,114119,1,0,0,0,1,0,0,0,0,0,"Other Marine Fishing"
70343,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
70343,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
70344,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70344,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70344,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70344,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70344,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
70344,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
70354,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70354,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70357,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70357,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70358,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70358,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70360,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70360,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70360,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70360,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70363,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
70363,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
70363,114112,5,4,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70363,114112,5,4,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70364,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70364,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70364,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
70364,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
70377,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70377,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70392,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70392,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70433,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70433,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70448,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70448,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
70461,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70461,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70510,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70510,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70560,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70560,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70767,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70767,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
70815,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70815,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70817,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
70817,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
71350,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
71350,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
72086,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
72086,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
75949,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
75949,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77064,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77064,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77465,114112,12,11,1,0,0,0,0,0,0,0,"Shellfish Fishing"
77465,114112,12,11,1,0,0,0,0,0,0,0,"Shellfish Fishing"
77514,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
77514,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
77514,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77514,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77539,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
77539,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
77541,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77541,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77584,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77584,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77590,114112,2,0,1,0,1,0,0,0,0,0,"Shellfish Fishing"
77590,114112,2,0,1,0,1,0,0,0,0,0,"Shellfish Fishing"
77598,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77598,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77627,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77627,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77640,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77640,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77651,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77651,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77705,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
77705,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
77705,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77705,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77707,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77707,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77979,114111,6,6,0,0,0,0,0,0,0,0,"Finfish Fishing"
77979,114111,6,6,0,0,0,0,0,0,0,0,"Finfish Fishing"
77979,114112,9,9,0,0,0,0,0,0,0,0,"Shellfish Fishing"
77979,114112,9,9,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78358,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
78358,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
78401,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
78401,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
78418,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
78418,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
78520,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78520,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78521,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78521,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78526,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78526,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78566,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
78566,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
78578,114111,4,4,0,0,0,0,0,0,0,0,"Finfish Fishing"
78578,114111,4,4,0,0,0,0,0,0,0,0,"Finfish Fishing"
78578,114112,20,20,0,0,0,0,0,0,0,0,"Shellfish Fishing"
78578,114112,20,20,0,0,0,0,0,0,0,0,"Shellfish Fishing"
80222,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
80222,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
81303,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
81303,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
82070,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
82070,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
83011,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
83011,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
83254,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83254,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83320,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83320,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83501,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
83501,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
83530,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83530,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83549,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83549,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83651,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83651,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83660,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83660,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83704,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
83704,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
83709,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83709,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83856,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
83856,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
84058,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
84058,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
84058,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
84058,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
84103,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
84103,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
84401,114112,1,0,0,0,0,1,0,0,0,0,"Shellfish Fishing"
84401,114112,1,0,0,0,0,1,0,0,0,0,"Shellfish Fishing"
85255,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
85255,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
85259,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
85259,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
85262,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
85262,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
89103,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
89103,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
89439,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
89439,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
89701,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
89701,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
90010,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90010,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90066,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90066,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90254,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90254,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90265,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90265,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
90292,114111,2,1,0,1,0,0,0,0,0,0,"Finfish Fishing"
90292,114111,2,1,0,1,0,0,0,0,0,0,"Finfish Fishing"
90704,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90704,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90731,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
90731,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
90744,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90744,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90802,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
90802,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
90814,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
90814,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
91321,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
91321,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
91902,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
91902,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
91935,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
91935,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
91977,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
91977,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
92008,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92008,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92064,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92064,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92081,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
92081,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
92083,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92083,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92085,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92085,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92101,114111,7,6,1,0,0,0,0,0,0,0,"Finfish Fishing"
92101,114111,7,6,1,0,0,0,0,0,0,0,"Finfish Fishing"
92106,114111,5,4,1,0,0,0,0,0,0,0,"Finfish Fishing"
92106,114111,5,4,1,0,0,0,0,0,0,0,"Finfish Fishing"
92107,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
92107,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
92109,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
92109,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
92110,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92110,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92111,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92111,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92117,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
92117,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
92120,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92120,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92124,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92124,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92160,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92160,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92624,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92624,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92627,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92627,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92656,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92656,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92661,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92661,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92663,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92663,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92708,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92708,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
92807,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92807,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
92831,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92831,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
92883,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
92883,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
93001,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93001,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93001,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93001,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93003,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93003,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93012,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93012,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93035,114111,2,1,1,0,0,0,0,0,0,0,"Finfish Fishing"
93035,114111,2,1,1,0,0,0,0,0,0,0,"Finfish Fishing"
93035,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93035,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93041,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93041,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93063,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93063,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93101,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
93101,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
93110,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93110,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93402,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93402,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93422,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93422,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93422,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93422,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93424,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
93424,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
93430,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93430,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93442,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93442,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93442,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93442,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
93901,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93901,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93940,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
93940,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94019,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94019,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94037,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94037,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94070,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
94070,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
94133,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94133,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94608,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94608,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94618,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
94618,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
