zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,naics_title
4676,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4676,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4677,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4677,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4679,114112,5,5,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4679,114112,5,5,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4680,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4680,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4681,114112,7,7,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4681,114112,7,7,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4685,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4685,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4685,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4685,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4693,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4693,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4841,114111,3,2,0,0,0,0,1,0,0,0,"Finfish Fishing"
4841,114111,3,2,0,0,0,0,1,0,0,0,"Finfish Fishing"
4841,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4841,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4848,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4848,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4851,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4851,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4851,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4851,114112,6,6,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4852,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4852,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4853,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4853,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4853,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4853,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4854,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4854,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4854,114112,20,20,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4854,114112,20,20,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4855,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4855,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4855,114112,5,5,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4855,114112,5,5,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4858,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
4858,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
4858,114112,7,7,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4858,114112,7,7,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4859,114112,10,10,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4859,114112,10,10,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4860,114112,8,8,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4860,114112,8,8,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4861,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4861,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4862,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4862,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
4862,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4862,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4863,114111,2,1,1,0,0,0,0,0,0,0,"Finfish Fishing"
4863,114111,2,1,1,0,0,0,0,0,0,0,"Finfish Fishing"
4863,114112,26,26,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4863,114112,26,26,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4864,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4864,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4915,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
4915,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
4920,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
4920,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
4963,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4963,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4964,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
4964,114111,1,0,0,1,0,0,0,0,0,0,"Finfish Fishing"
4979,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
4979,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
4981,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
4981,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6238,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
6238,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
6378,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6378,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
6417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
6460,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6460,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6513,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6513,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6825,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6825,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6855,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
6855,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
7605,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7605,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7716,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
7716,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
7719,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7719,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7719,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
7719,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
7722,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7722,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7747,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
7747,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8005,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8005,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8005,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8005,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8006,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
8006,114111,5,5,0,0,0,0,0,0,0,0,"Finfish Fishing"
8006,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8006,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8033,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
8033,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
8050,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8050,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8050,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8050,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8087,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8087,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8087,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8087,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8092,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8092,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8092,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8092,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8109,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8109,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8204,114111,2,1,0,0,0,1,0,0,0,0,"Finfish Fishing"
8204,114111,2,1,0,0,0,1,0,0,0,0,"Finfish Fishing"
8204,114112,4,3,0,1,0,0,0,0,0,0,"Shellfish Fishing"
8204,114112,4,3,0,1,0,0,0,0,0,0,"Shellfish Fishing"
8210,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8210,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8214,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8214,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8215,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8215,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8230,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8230,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8241,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8241,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8243,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8243,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
8260,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8260,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8270,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8270,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8316,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
8316,114111,1,0,0,0,1,0,0,0,0,0,"Finfish Fishing"
8349,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8349,114112,4,4,0,0,0,0,0,0,0,0,"Shellfish Fishing"
8724,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8724,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
8742,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
8742,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
8742,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
8742,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
8753,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
8753,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
10128,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10128,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10304,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10304,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10570,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10570,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10803,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
10803,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11374,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
11374,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
11702,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11702,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11706,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11706,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11709,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
11709,114112,1,0,0,1,0,0,0,0,0,0,"Shellfish Fishing"
11716,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11716,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11757,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11757,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11768,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11768,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11771,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
11771,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
11772,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
11772,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
11793,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11793,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11901,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
11901,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
11901,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11901,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11937,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
11937,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
11942,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11942,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11942,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11942,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11944,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11944,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11946,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
11946,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
11946,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11946,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11949,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11949,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11952,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11952,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
11954,114111,13,13,0,0,0,0,0,0,0,0,"Finfish Fishing"
11954,114111,13,13,0,0,0,0,0,0,0,0,"Finfish Fishing"
11954,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
11954,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
14031,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
14031,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
16148,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
16148,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
16441,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
16441,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
17815,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
17815,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
18632,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
18632,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
19808,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19808,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19939,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
19939,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
19943,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
19943,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
19946,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19946,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19963,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19963,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
19966,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
19966,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
20612,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
20612,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
20674,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
20674,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21153,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21153,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21221,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21221,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21221,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21221,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21613,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21613,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21804,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21804,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21811,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
21811,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
21811,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21811,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21817,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21817,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21817,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21817,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21821,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21821,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21824,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21824,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21824,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21824,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21838,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21838,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21838,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21838,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
21842,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21842,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21874,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
21874,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22030,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22030,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22443,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22443,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22473,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22473,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
22539,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
22539,114111,3,3,0,0,0,0,0,0,0,0,"Finfish Fishing"
22576,114111,2,0,2,0,0,0,0,0,0,0,"Finfish Fishing"
22576,114111,2,0,2,0,0,0,0,0,0,0,"Finfish Fishing"
22576,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
22576,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
22578,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
22578,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23061,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23061,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23061,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23061,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23062,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23062,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23072,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23072,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23092,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23092,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23109,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23109,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23113,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23113,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23316,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23316,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23316,114112,1,0,0,0,0,0,1,0,0,0,"Shellfish Fishing"
23316,114112,1,0,0,0,0,0,1,0,0,0,"Shellfish Fishing"
23322,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23322,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23347,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23347,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23417,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23423,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
23423,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
23430,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23430,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23435,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23435,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23443,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23443,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23451,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23451,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23452,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23452,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23454,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23454,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23455,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23455,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23486,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
23486,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
23503,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
23503,114112,1,0,0,0,1,0,0,0,0,0,"Shellfish Fishing"
23601,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23601,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23607,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23607,114112,3,3,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23662,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23662,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23664,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23664,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23664,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23664,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
23692,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23692,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
23696,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
23696,114111,1,0,1,0,0,0,0,0,0,0,"Finfish Fishing"
23696,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
23696,114112,1,0,1,0,0,0,0,0,0,0,"Shellfish Fishing"
27292,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27292,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27947,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27947,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27948,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
27948,114112,2,2,0,0,0,0,0,0,0,0,"Shellfish Fishing"
27953,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27953,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27954,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
27954,114111,2,2,0,0,0,0,0,0,0,0,"Finfish Fishing"
27981,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
27981,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28512,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
28512,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
28516,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28516,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28529,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
28529,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
28557,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28557,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28560,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28560,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28562,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28562,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
28586,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
28586,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
29412,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
29412,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
29464,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
29464,114112,1,1,0,0,0,0,0,0,0,0,"Shellfish Fishing"
29672,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
29672,114119,1,1,0,0,0,0,0,0,0,0,"Other Marine Fishing"
29901,114111,1,1,0,0,0,0,0,0,0,0,"Finfish Fishing"
