	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann	estimate
8974	13251	13	251	Screven County, Georgia	5313	Activities related to real estate	53	1.5	21.065327695560576	300.1614164904868	yes
8975	13251	13	251	Screven County, Georgia	5322	Consumer goods rental	53	1.0	18.070901033973417	321.6957163958653	yes
8976	13251	13	251	Screven County, Georgia	5413	Architectural, engineering, and related services	54	1.6	61.26336633663372	3844.8990099009884	yes
8977	13251	13	251	Screven County, Georgia	5416	Management, scientific, and technical consulting services	54	1.8	75.57318255250388	2363.22972536347	yes
8978	13251	13	251	Screven County, Georgia	5419	Other professional, scientific, and technical services	54	1.0	15.847286108555656	450.54645814167407	yes
8979	13251	13	251	Screven County, Georgia	5613	Employment services	56	1.0	832.5525407005427	24412.909718796258	yes
8980	13251	13	251	Screven County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
8981	13251	13	251	Screven County, Georgia	5621	Waste collection	56	1.0	23.652173913043487	968.5804347826083	yes
8982	13251	13	251	Screven County, Georgia	6116	Other schools and instruction	61	1.0	21.947643979057617	574.1331338818239	yes
8983	13251	13	251	Screven County, Georgia	6211	Offices of physicians	62	1.0	25.130311614731564	921.4971671388064	yes
8984	13251	13	251	Screven County, Georgia	6212	Offices of dentists	62	1.0	13.868794326240955	423.6418439716213	yes
8985	13251	13	251	Screven County, Georgia	6213	Offices of other health practitioners	62	1.0	46.54168629298151	1328.0320301460317	yes
8986	13251	13	251	Screven County, Georgia	6214	Outpatient care centers	62	1.0	51.9553903345725	2320.154275092936	yes
8987	13251	13	251	Screven County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
8988	13251	13	251	Screven County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
8989	13251	13	251	Screven County, Georgia	6232	Residential intellectual and developmental disability, mental health, and substance abuse facilities	62	1.0	11.553064699205441	257.1938138479	yes
8990	13251	13	251	Screven County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.0	29.460975174138227	518.6292195034815	yes
8991	13251	13	251	Screven County, Georgia	7139	Other amusement and recreation industries	71	1.0	33.82886216466216	666.579093432007	yes
8992	13251	13	251	Screven County, Georgia	7211	Traveler accommodation	72	2.0	175.46613545816717	2992.5896414342624	yes
8993	13251	13	251	Screven County, Georgia	8114	Personal and household goods repair and maintenance	81	1.2	7.840936254980069	111.32420318725107	yes
8994	13251	13	251	Screven County, Georgia	8121	Personal care services	81	1.0	13.828170850994463	86.77600260841007	yes
8995	13251	13	251	Screven County, Georgia	8122	Death care services	81	2.0	30.647828362114062	668.3830455259035	yes
8996	13251	13	251	Screven County, Georgia	8123	Drycleaning and laundry services	81	1.4	24.705368895046778	531.2105299618979	yes
8997	13251	13	251	Screven County, Georgia	8129	Other personal services	81	1.0	15.09535586699642	90.57350920582516	yes
8998	13253	13	253	Seminole County, Georgia	1131	Timber tract operations	11	1.0	2.8419047619047624	141.74476190476193	yes
8999	13253	13	253	Seminole County, Georgia	1133	Logging	11	1.0	12.862194016319135	432.7207615593849	yes
9000	13253	13	253	Seminole County, Georgia	1142	Hunting and trapping	11	1.0	5.276315789473684	116.13157894736841	yes
9001	13253	13	253	Seminole County, Georgia	2211	Electric power generation, transmission and distribution	22	2.0	97.15805946791865	8574.591549295776	yes
9002	13253	13	253	Seminole County, Georgia	2361	Residential building construction	23	1.2	17.102954341987346	330.72300805729924	yes
9003	13253	13	253	Seminole County, Georgia	2382	Building equipment contractors	23	2.0	80.6823238566136	2336.543881334963	yes
9004	13253	13	253	Seminole County, Georgia	2389	Other specialty trade contractors	23	1.0	22.94352159468446	578.2392026578074	yes
9005	13253	13	253	Seminole County, Georgia	3111	Animal food manufacturing	31	1.0	23.597510373443985	1264.5145228215767	yes
9006	13253	13	253	Seminole County, Georgia	3149	Other textile product mills	31	1.0	51.18577244482537	1920.141418470109	yes
9007	13253	13	253	Seminole County, Georgia	3273	Cement and concrete product manufacturing	32	1.8	39.831645569620235	1382.4341772151893	yes
9008	13253	13	253	Seminole County, Georgia	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	1.0	28.959079283887473	770.4066496163681	yes
9009	13253	13	253	Seminole County, Georgia	4233	Lumber and other construction materials merchant wholesalers	42	1.0	15.49920327794218	719.5219667653083	yes
9010	13253	13	253	Seminole County, Georgia	4234	Professional and commercial equipment and supplies merchant wholesalers	42	1.0	46.78491620111731	3561.784916201118	yes
9011	13253	13	253	Seminole County, Georgia	4238	Machinery, equipment, and supplies merchant wholesalers	42	2.0	73.2691397000788	3191.3938437253255	yes
9012	13253	13	253	Seminole County, Georgia	4239	Miscellaneous durable goods merchant wholesalers	42	2.0	42.40748663101606	1573.854545454545	yes
9013	13253	13	253	Seminole County, Georgia	4244	Grocery and related product merchant wholesalers	42	1.6	35.2427353177796	1475.7926307321097	yes
9014	13253	13	253	Seminole County, Georgia	4246	Chemical and allied products merchant wholesalers	42	1.0	22.368324125230206	1341.0607734806645	yes
9015	13253	13	253	Seminole County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	1.0	15.056043429666296	886.7488424077916	yes
9016	13253	13	253	Seminole County, Georgia	4251	Wholesale electronic markets and agents and brokers	42	1.0	27.35177865612651	503.81705251270347	yes
9017	13253	13	253	Seminole County, Georgia	4411	Automobile dealers	44	1.0	26.07174887892375	1061.473094170392	yes
9018	13253	13	253	Seminole County, Georgia	4421	Furniture stores	44	1.0	13.260309278350492	258.02835051546396	yes
9019	13253	13	253	Seminole County, Georgia	4431	Electronics and appliance stores	44	1.0	47.30398322851171	463.9664570230634	yes
9020	13253	13	253	Seminole County, Georgia	4441	Building material and supplies dealers	44	1.6	210.8084629110374	2862.806627580924	yes
9021	13253	13	253	Seminole County, Georgia	4442	Lawn and garden equipment and supplies stores	44	3.0	35.17218902770231	667.5806626833239	yes
9022	13253	13	253	Seminole County, Georgia	4452	Specialty food stores	44	1.0	7.8051773729626	111.743815915628	yes
9023	13253	13	253	Seminole County, Georgia	4453	Beer, wine, and liquor stores	44	1.8	17.349438202247168	139.8674157303354	yes
9024	13253	13	253	Seminole County, Georgia	4483	Jewelry, luggage, and leather goods stores	44	1.0	7.864406779661012	149.21751412429344	yes
9025	13253	13	253	Seminole County, Georgia	4531	Florists	45	1.0	4.639241474231535	48.97079064077075	yes
9026	13253	13	253	Seminole County, Georgia	4539	Other miscellaneous store retailers	45	1.0	17.306583373378153	199.63839500240246	yes
9027	13253	13	253	Seminole County, Georgia	4543	Direct selling establishments	45	1.6	19.155289421157722	445.764471057885	yes
9028	13253	13	253	Seminole County, Georgia	4842	Specialized freight trucking	48	1.3333333333333333	27.243368604145452	942.2582983040991	yes
9029	13253	13	253	Seminole County, Georgia	4859	Other transit and ground passenger transportation	48	1.0	13.464227830516325	269.606853438296	yes
9030	13253	13	253	Seminole County, Georgia	4885	Freight transportation arrangement	48	1.0	16.792739759627132	286.8648516065718	yes
9031	13253	13	253	Seminole County, Georgia	4931	Warehousing and storage	49	2.0	214.05684754521965	8029.812230835487	yes
9032	13253	13	253	Seminole County, Georgia	5111	Newspaper, periodical, book, and directory publishers	51	1.0	16.90997229916898	615.5581717451514	yes
9033	13253	13	253	Seminole County, Georgia	5151	Radio and television broadcasting	51	1.0	9.947780678851174	301.77610966057404	yes
9034	13253	13	253	Seminole County, Georgia	5171	Wired telecommunications carriers	51	1.0	22.4846593863754	1430.5886635465433	yes
9035	13253	13	253	Seminole County, Georgia	5222	Nondepository credit intermediation	52	2.4	86.38002773925048	2997.177253814137	yes
9036	13253	13	253	Seminole County, Georgia	5239	Other financial investment activities	52	1.0	7.630292765545588	442.80667795790663	yes
9037	13253	13	253	Seminole County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
9038	13253	13	253	Seminole County, Georgia	5311	Lessors of real estate	53	1.6	23.627766482718553	134.2550101655501	yes
9039	13253	13	253	Seminole County, Georgia	5312	Offices of real estate agents and brokers	53	1.0	15.219345661450928	308.7721194879113	yes
9040	13253	13	253	Seminole County, Georgia	5313	Activities related to real estate	53	1.0	14.043551797040385	200.10761099365786	yes
9041	13253	13	253	Seminole County, Georgia	5411	Legal services	54	2.0	42.78313253011987	245.84337349397592	yes
9042	13253	13	253	Seminole County, Georgia	5413	Architectural, engineering, and related services	54	1.0	38.28960396039608	2403.0618811881177	yes
9043	13253	13	253	Seminole County, Georgia	5416	Management, scientific, and technical consulting services	54	1.0	41.98510141805771	1312.9054029797057	yes
9044	13253	13	253	Seminole County, Georgia	5417	Scientific research and development services	54	1.0	43.57159487776485	2883.0621653084986	yes
9045	13253	13	253	Seminole County, Georgia	5419	Other professional, scientific, and technical services	54	1.0	15.847286108555656	450.54645814167407	yes
9046	13253	13	253	Seminole County, Georgia	5511	Management of companies and enterprises	55	1.0	60.36865896534475	4546.340532395755	yes
9047	13253	13	253	Seminole County, Georgia	5611	Office administrative services	56	1.0	25.16008037508368	817.5271265907462	yes
9048	13253	13	253	Seminole County, Georgia	5613	Employment services	56	1.0	832.5525407005427	24412.909718796258	yes
9049	13253	13	253	Seminole County, Georgia	5616	Investigation and security services	56	1.0	26.630136986301245	641.4246575342455	yes
9050	13253	13	253	Seminole County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
9051	13253	13	253	Seminole County, Georgia	6214	Outpatient care centers	62	1.0	51.9553903345725	2320.154275092936	yes
9052	13253	13	253	Seminole County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
9053	13253	13	253	Seminole County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
9054	13253	13	253	Seminole County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.0	29.460975174138227	518.6292195034815	yes
9055	13253	13	253	Seminole County, Georgia	6242	Community food and housing, and emergency and other relief services	62	1.0	23.205173951828723	643.9348795718108	yes
9056	13253	13	253	Seminole County, Georgia	7139	Other amusement and recreation industries	71	2.0	67.65772432932432	1333.158186864014	yes
9057	13253	13	253	Seminole County, Georgia	7212	RV (recreational vehicle) parks and recreational camps	72	1.2	12.382191780821914	413.55205479452053	yes
9058	13253	13	253	Seminole County, Georgia	7223	Special food services	72	1.0	40.19918588873811	657.8735413839904	yes
9059	13253	13	253	Seminole County, Georgia	8111	Automotive repair and maintenance	81	1.4	48.23466666666659	659.8759999999977	yes
9060	13253	13	253	Seminole County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	1.0	18.629870129870106	641.5188902007079	yes
9061	13253	13	253	Seminole County, Georgia	8114	Personal and household goods repair and maintenance	81	1.0	6.534113545816725	92.77016932270922	yes
9062	13253	13	253	Seminole County, Georgia	8122	Death care services	81	2.2	33.712611198325476	735.2213500784941	yes
9063	13253	13	253	Seminole County, Georgia	8123	Drycleaning and laundry services	81	1.2	21.17603048146867	455.3233113959126	yes
9064	13253	13	253	Seminole County, Georgia	8134	Civic and social organizations	81	1.0	24.954875100725225	253.07091055600316	yes
9065	13253	13	253	Seminole County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	1.0	10.240452616690208	162.52710985384144	yes
9066	13255	13	255	Spalding County, Georgia	1133	Logging	11	1.4	18.007071622846787	605.8090661831388	yes
9067	13255	13	255	Spalding County, Georgia	2123	Nonmetallic mineral mining and quarrying	21	1.0	32.88463583200425	1951.5194045720361	yes
9068	13255	13	255	Spalding County, Georgia	2372	Land subdivision	23	2.8	20.075266731328803	534.5691561590689	yes
9069	13255	13	255	Spalding County, Georgia	2373	Highway, street, and bridge construction	23	1.4	55.70661427635889	2871.62278978389	yes
9070	13255	13	255	Spalding County, Georgia	2379	Other heavy and civil engineering construction	23	1.0	5.837743530095956	194.30648444315207	yes
9071	13255	13	255	Spalding County, Georgia	3112	Grain and oilseed milling	31	1.0	30.95808383233533	1839.3532934131738	yes
9072	13255	13	255	Spalding County, Georgia	3118	Bakeries and tortilla manufacturing	31	1.0	81.71550497866289	3591.820768136557	yes
9073	13255	13	255	Spalding County, Georgia	3119	Other food manufacturing	31	1.0	98.80752014324081	4427.555953446733	yes
9074	13255	13	255	Spalding County, Georgia	3121	Beverage manufacturing	31	1.25	30.965589887640434	1942.1014747191007	yes
9075	13255	13	255	Spalding County, Georgia	3132	Fabric mills	31	1.0	101.87044534412955	3673.6558704453437	yes
9076	13255	13	255	Spalding County, Georgia	3141	Textile furnishings mills	31	1.2	83.00404858299594	2471.961133603239	yes
9077	13255	13	255	Spalding County, Georgia	3149	Other textile product mills	31	1.0	51.18577244482537	1920.141418470109	yes
9078	13255	13	255	Spalding County, Georgia	3151	Apparel knitting mills	31	1.0	1.4	21.53333333333333	yes
9079	13255	13	255	Spalding County, Georgia	3152	Cut and sew apparel manufacturing	31	1.0	24.228789323164925	585.6167778836988	yes
9080	13255	13	255	Spalding County, Georgia	3161	Leather and hide tanning and finishing	31	1.2	2.8645161290322583	92.24516129032259	yes
9081	13255	13	255	Spalding County, Georgia	3211	Sawmills and wood preservation	32	1.0	40.71147233510472	1804.336355110972	yes
9082	13255	13	255	Spalding County, Georgia	3212	Veneer, plywood, and engineered wood product manufacturing	32	1.0	46.709433962264136	2177.588679245282	yes
9083	13255	13	255	Spalding County, Georgia	3219	Other wood product manufacturing	32	2.0	72.54448225571218	2289.0384054448227	yes
9084	13255	13	255	Spalding County, Georgia	3222	Converted paper product manufacturing	32	2.4	221.47434146341465	11881.90595121951	yes
9085	13255	13	255	Spalding County, Georgia	3241	Petroleum and coal products manufacturing	32	2.0	26.37583892617449	1386.0738255033555	yes
9086	13255	13	255	Spalding County, Georgia	3251	Basic chemical manufacturing	32	1.2	52.011851851851844	3632.1481481481474	yes
9087	13255	13	255	Spalding County, Georgia	3252	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	32	1.0	61.77628635346755	2743.5704697986566	yes
9088	13255	13	255	Spalding County, Georgia	3255	Paint, coating, and adhesive manufacturing	32	1.4	46.11814092953523	2963.575412293852	yes
9089	13255	13	255	Spalding County, Georgia	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	1.0	50.95811518324607	2750.8795811518316	yes
9090	13255	13	255	Spalding County, Georgia	3259	Other chemical product and preparation manufacturing	32	1.0	65.54407294832828	3627.7406281661606	yes
9091	13255	13	255	Spalding County, Georgia	3261	Plastics product manufacturing	32	3.0	229.85708645874465	9492.040268456376	yes
9092	13255	13	255	Spalding County, Georgia	3273	Cement and concrete product manufacturing	32	1.0	22.128691983122355	768.0189873417719	yes
9093	13255	13	255	Spalding County, Georgia	3279	Other nonmetallic mineral product manufacturing	32	1.0	53.79178470254958	2989.7422096317287	yes
9094	13255	13	255	Spalding County, Georgia	3331	Agriculture, construction, and mining machinery manufacturing	33	1.0	100.50514285714284	4297.103999999999	yes
9095	13255	13	255	Spalding County, Georgia	3334	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	33	1.0	158.3556338028169	8316.190140845069	yes
9096	13255	13	255	Spalding County, Georgia	3339	Other general purpose machinery manufacturing	33	2.0	98.75713184271396	5079.864302235929	yes
9097	13255	13	255	Spalding County, Georgia	3353	Electrical equipment manufacturing	33	2.2	260.4483660130719	14679.507189542486	yes
9098	13255	13	255	Spalding County, Georgia	3359	Other electrical equipment and component manufacturing	33	1.0	114.53645833333333	5813.598958333334	yes
9099	13255	13	255	Spalding County, Georgia	3362	Motor vehicle body and trailer manufacturing	33	2.2	160.72429378531078	6400.433898305086	yes
9100	13255	13	255	Spalding County, Georgia	3363	Motor vehicle parts manufacturing	33	1.0	101.59363776295535	4858.399179066188	yes
9101	13255	13	255	Spalding County, Georgia	3364	Aerospace product and parts manufacturing	33	1.0	452.091603053435	40868.498727735365	yes
9102	13255	13	255	Spalding County, Georgia	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	1.0	28.959079283887473	770.4066496163681	yes
9103	13255	13	255	Spalding County, Georgia	3379	Other furniture related product manufacturing	33	1.0	44.10937499999999	1769.04375	yes
9104	13255	13	255	Spalding County, Georgia	3391	Medical equipment and supplies manufacturing	33	2.2	85.62435723951283	5299.046820027064	yes
9105	13255	13	255	Spalding County, Georgia	3399	Other miscellaneous manufacturing	33	1.0	29.12463199214916	1197.5583905789988	yes
9106	13255	13	255	Spalding County, Georgia	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	3.2	66.74037215136958	2083.948651473973	yes
9107	13255	13	255	Spalding County, Georgia	4234	Professional and commercial equipment and supplies merchant wholesalers	42	1.8	84.21284916201115	6411.212849162012	yes
9108	13255	13	255	Spalding County, Georgia	4235	Metal and mineral (except petroleum) merchant wholesalers	42	1.0	26.106617647058826	1245.7499999999995	yes
9109	13255	13	255	Spalding County, Georgia	4239	Miscellaneous durable goods merchant wholesalers	42	3.4	72.0927272727273	2675.5527272727263	yes
9110	13255	13	255	Spalding County, Georgia	4241	Paper and paper product merchant wholesalers	42	1.0	13.760317460317468	660.2301587301582	yes
9111	13255	13	255	Spalding County, Georgia	4243	Apparel, piece goods, and notions merchant wholesalers	42	1.8	34.461457787100144	1366.6105925537497	yes
9112	13255	13	255	Spalding County, Georgia	4244	Grocery and related product merchant wholesalers	42	2.4	52.86410297666939	2213.6889460981643	yes
9113	13255	13	255	Spalding County, Georgia	4246	Chemical and allied products merchant wholesalers	42	1.6	35.78931860036833	2145.6972375690634	yes
9114	13255	13	255	Spalding County, Georgia	4248	Beer, wine, and distilled alcoholic beverage merchant wholesalers	42	1.8	143.71457800511513	7535.969309462915	yes
9115	13255	13	255	Spalding County, Georgia	4249	Miscellaneous nondurable goods merchant wholesalers	42	3.0	180.36154186973855	3059.888347363757	yes
9116	13255	13	255	Spalding County, Georgia	4412	Other motor vehicle dealers	44	1.2	15.121916592724038	416.5810115350485	yes
9117	13255	13	255	Spalding County, Georgia	4512	Book stores and news dealers	45	1.0	15.150635208711433	177.53539019963705	yes
9118	13255	13	255	Spalding County, Georgia	4521	Department stores	45	1.0	91.92156862745102	1526.5098039215698	yes
9119	13255	13	255	Spalding County, Georgia	4542	Vending machine operators	45	1.6	21.485832471561533	525.0142709410547	yes
9120	13255	13	255	Spalding County, Georgia	4859	Other transit and ground passenger transportation	48	1.0	13.464227830516325	269.606853438296	yes
9121	13255	13	255	Spalding County, Georgia	4884	Support activities for road transportation	48	1.4	21.297539149888138	616.8425055928413	yes
9122	13255	13	255	Spalding County, Georgia	4885	Freight transportation arrangement	48	1.8	30.226931567328837	516.3567328918292	yes
9123	13255	13	255	Spalding County, Georgia	4921	Couriers and express delivery services	49	1.0	29.931766489764954	1606.3487490523125	yes
9124	13255	13	255	Spalding County, Georgia	4922	Local messengers and local delivery	49	1.4	15.823926731539782	247.15809959931303	yes
9125	13255	13	255	Spalding County, Georgia	4931	Warehousing and storage	49	2.0	214.05684754521965	8029.812230835487	yes
9126	13255	13	255	Spalding County, Georgia	5111	Newspaper, periodical, book, and directory publishers	51	1.0	16.90997229916898	615.5581717451514	yes
9127	13255	13	255	Spalding County, Georgia	5112	Software publishers	51	1.0	73.24092409240926	6475.221122112209	yes
9128	13255	13	255	Spalding County, Georgia	5121	Motion picture and video industries	51	1.0	21.600583799562134	239.5592313305763	yes
9129	13255	13	255	Spalding County, Georgia	5151	Radio and television broadcasting	51	1.2	11.937336814621409	362.1313315926888	yes
9130	13255	13	255	Spalding County, Georgia	5171	Wired telecommunications carriers	51	4.8	107.92636505460192	6866.825585023406	yes
9131	13255	13	255	Spalding County, Georgia	5179	Other telecommunications	51	2.0	20.69070208728652	1016.0075901328269	yes
9132	13255	13	255	Spalding County, Georgia	5182	Data processing, hosting, and related services	51	1.0	53.56561085972856	3225.0542986425316	yes
9133	13255	13	255	Spalding County, Georgia	5323	General rental centers	53	1.4	9.55897435897436	319.1128205128205	yes
9134	13255	13	255	Spalding County, Georgia	5324	Commercial and industrial machinery and equipment rental and leasing	53	1.0	9.883647798742135	342.91194968553515	yes
9135	13255	13	255	Spalding County, Georgia	5611	Office administrative services	56	1.8	45.288144675150626	1471.5488278633431	yes
9136	13255	13	255	Spalding County, Georgia	5612	Facilities support services	56	1.75	305.91862284820036	9876.27151799687	yes
9137	13255	13	255	Spalding County, Georgia	5619	Other support services	56	1.4	30.165534382767188	549.1021541010767	yes
9138	13255	13	255	Spalding County, Georgia	5621	Waste collection	56	2.2	52.03478260869568	2130.8769565217385	yes
9139	13255	13	255	Spalding County, Georgia	5622	Waste treatment and disposal	56	1.0	10.84674329501916	403.9808429118775	yes
9140	13255	13	255	Spalding County, Georgia	6114	Business schools and computer and management training	61	2.4	22.807662835249026	1195.6413793103452	yes
9141	13255	13	255	Spalding County, Georgia	6115	Technical and trade schools	61	1.0	16.563270603504222	700.0726800778712	yes
9142	13255	13	255	Spalding County, Georgia	6117	Educational support services	61	1.2	9.469433538979247	329.80415030846893	yes
9143	13255	13	255	Spalding County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
9144	13255	13	255	Spalding County, Georgia	6232	Residential intellectual and developmental disability, mental health, and substance abuse facilities	62	2.0	23.106129398410882	514.3876276958	yes
9145	13255	13	255	Spalding County, Georgia	6239	Other residential care facilities	62	1.0	27.822393822393817	711.189189189189	yes
9146	13255	13	255	Spalding County, Georgia	6242	Community food and housing, and emergency and other relief services	62	1.8	41.7693131132917	1159.0827832292593	yes
9147	13255	13	255	Spalding County, Georgia	6243	Vocational rehabilitation services	62	1.4	45.31905660377359	752.6532075471697	yes
9148	13255	13	255	Spalding County, Georgia	7113	Promoters of performing arts, sports, and similar events	71	1.0	17.757884028484234	719.7355035605291	yes
9149	13255	13	255	Spalding County, Georgia	7115	Independent artists, writers, and performers	71	1.0	0.215002953337269	80.94506792675725	yes
9150	13255	13	255	Spalding County, Georgia	7121	Museums, historical sites, and similar institutions	71	1.0	15.573170731707316	290.19512195122	yes
9151	13255	13	255	Spalding County, Georgia	7131	Amusement parks and arcades	71	1.0	60.67387109224237	939.1250482439214	yes
9152	13255	13	255	Spalding County, Georgia	7212	RV (recreational vehicle) parks and recreational camps	72	1.2	12.382191780821914	413.55205479452053	yes
9153	13255	13	255	Spalding County, Georgia	7224	Drinking places (alcoholic beverages)	72	1.0	8.929551692589204	86.58371454711833	yes
9154	13255	13	255	Spalding County, Georgia	8112	Electronic and precision equipment repair and maintenance	81	1.0	10.198547215496367	387.5714285714288	yes
9155	13255	13	255	Spalding County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	2.6	48.437662337662275	1667.9491145218406	yes
9156	13255	13	255	Spalding County, Georgia	8132	Grantmaking and giving services	81	1.0	8.07507507507505	287.44444444444423	yes
9157	13255	13	255	Spalding County, Georgia	8133	Social advocacy organizations	81	1.0	8.048749198203971	173.06991661321385	yes
9158	13257	13	257	Stephens County, Georgia	1133	Logging	11	1.0	12.862194016319135	432.7207615593849	yes
9159	13257	13	257	Stephens County, Georgia	1141	Fishing	11	1.0	0.4905660377358491	24.094339622641513	yes
9160	13257	13	257	Stephens County, Georgia	2123	Nonmetallic mineral mining and quarrying	21	1.0	32.88463583200425	1951.5194045720361	yes
9161	13257	13	257	Stephens County, Georgia	2211	Electric power generation, transmission and distribution	22	2.0	97.15805946791865	8574.591549295776	yes
9162	13257	13	257	Stephens County, Georgia	2212	Natural gas distribution	22	1.0	-4.454106280193237	-321.32850241545896	yes
9163	13257	13	257	Stephens County, Georgia	2373	Highway, street, and bridge construction	23	1.0	39.79043876882778	2051.159135559921	yes
9164	13257	13	257	Stephens County, Georgia	2379	Other heavy and civil engineering construction	23	1.0	5.837743530095956	194.30648444315207	yes
9165	13257	13	257	Stephens County, Georgia	2383	Building finishing contractors	23	3.2	45.230450849963255	959.9526977087953	yes
9166	13257	13	257	Stephens County, Georgia	3116	Animal slaughtering and processing	31	1.0	289.76513317191285	8459.130750605329	yes
9167	13257	13	257	Stephens County, Georgia	3121	Beverage manufacturing	31	1.0	24.772471910112348	1553.6811797752805	yes
9168	13257	13	257	Stephens County, Georgia	3132	Fabric mills	31	1.0	101.87044534412955	3673.6558704453437	yes
9169	13257	13	257	Stephens County, Georgia	3133	Textile and fabric finishing and fabric coating mills	31	1.0	72.92482269503546	2656.130496453901	yes
9170	13257	13	257	Stephens County, Georgia	3152	Cut and sew apparel manufacturing	31	1.0	24.228789323164925	585.6167778836988	yes
9171	13257	13	257	Stephens County, Georgia	3211	Sawmills and wood preservation	32	1.0	40.71147233510472	1804.336355110972	yes
9172	13257	13	257	Stephens County, Georgia	3222	Converted paper product manufacturing	32	2.0	184.56195121951222	9901.588292682925	yes
9173	13257	13	257	Stephens County, Georgia	3231	Printing and related support activities	32	1.4	56.109595959595936	2263.5525252525267	yes
9174	13257	13	257	Stephens County, Georgia	3241	Petroleum and coal products manufacturing	32	1.4	18.463087248322143	970.2516778523487	yes
9175	13257	13	257	Stephens County, Georgia	3252	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	32	1.0	61.77628635346755	2743.5704697986566	yes
9176	13257	13	257	Stephens County, Georgia	3253	Pesticide, fertilizer, and other agricultural chemical manufacturing	32	1.0	33.63243243243244	1743.027027027027	yes
9177	13257	13	257	Stephens County, Georgia	3255	Paint, coating, and adhesive manufacturing	32	2.6	85.647976011994	5503.782908545726	yes
9178	13257	13	257	Stephens County, Georgia	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	1.0	50.95811518324607	2750.8795811518316	yes
9179	13257	13	257	Stephens County, Georgia	3261	Plastics product manufacturing	32	1.6	122.59044611133048	5062.421476510068	yes
9180	13257	13	257	Stephens County, Georgia	3272	Glass and glass product manufacturing	32	1.0	64.28270676691727	2981.6421052631576	yes
9181	13257	13	257	Stephens County, Georgia	3273	Cement and concrete product manufacturing	32	2.2	48.68312236286918	1689.641772151898	yes
9182	13257	13	257	Stephens County, Georgia	3323	Architectural and structural metals manufacturing	33	1.6	63.78635703918717	2489.8852996060555	yes
9183	13257	13	257	Stephens County, Georgia	3328	Coating, engraving, heat treating, and allied activities	33	2.0	45.445454545454545	1758.5363636363634	yes
9184	13257	13	257	Stephens County, Georgia	3329	Other fabricated metal product manufacturing	33	1.0	48.556872635561156	2190.6794451450187	yes
9185	13257	13	257	Stephens County, Georgia	3331	Agriculture, construction, and mining machinery manufacturing	33	1.0	100.50514285714284	4297.103999999999	yes
9186	13257	13	257	Stephens County, Georgia	3332	Industrial machinery manufacturing	33	1.0	15.031639501438157	668.8456375838928	yes
9187	13257	13	257	Stephens County, Georgia	3335	Metalworking machinery manufacturing	33	1.0	16.450000000000003	702.0490196078432	yes
9188	13257	13	257	Stephens County, Georgia	3339	Other general purpose machinery manufacturing	33	2.0	98.75713184271396	5079.864302235929	yes
9189	13257	13	257	Stephens County, Georgia	3362	Motor vehicle body and trailer manufacturing	33	1.0	73.05649717514125	2909.2881355932204	yes
9190	13257	13	257	Stephens County, Georgia	3363	Motor vehicle parts manufacturing	33	1.0	101.59363776295535	4858.399179066188	yes
9191	13257	13	257	Stephens County, Georgia	3372	Office furniture (including fixtures) manufacturing	33	2.0	102.22875131164744	4171.834207764953	yes
9192	13257	13	257	Stephens County, Georgia	3391	Medical equipment and supplies manufacturing	33	1.0	38.92016238159673	2408.657645466847	yes
9193	13257	13	257	Stephens County, Georgia	3399	Other miscellaneous manufacturing	33	1.4	40.77448478900882	1676.581746810598	yes
9194	13257	13	257	Stephens County, Georgia	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	1.0	20.856366297302994	651.2339535856165	yes
9195	13257	13	257	Stephens County, Georgia	4232	Furniture and home furnishing merchant wholesalers	42	1.4	32.736409227683026	1564.1608826479442	yes
