,ZCTA5,STATE,COUNTY,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,COPOP,COHU,COAREA,COAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,COPOPPCT,COHUPCT,COAREAPCT,COAREALANDPCT,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,lat,lon,OBJECTID,STATEFP10,GEOID10,NAME10,NAMELSAD10,totpop10,Reg_Comm,Acres,Sq_Miles,Label
75,30076,13,121,13121,42678,17373,41519891,40325186,42678,17373,41519891,40325186,920581,437105,1383894532,1363977166,100,100,100,100,4.64,3.97,3,2.96,30076,B5,G6350,S,40319513,1194769,34.0284985,-84.3114161,34.0284985,-84.3114161,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
76,30078,13,135,13135,33057,12190,44614365,43957298,33057,12190,44614365,43957298,805321,291547,1131242872,1114687261,100,100,100,100,4.1,4.18,3.94,3.94,30078,B5,G6350,S,43937601,656892,33.8610185,-84.0179928,33.8610185,-84.0179928,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
77,30079,13,89,13089,2960,1346,3328389,3309688,2960,1346,3328389,3309688,691893,304968,702254121,693033963,100,100,100,100,0.43,0.44,0.47,0.48,30079,B5,G6350,S,3310202,18701,33.7920549,-84.2573692,33.7920549,-84.2573692,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
78,30080,13,67,13067,49905,26571,35455732,35280488,49905,26571,35455732,35280488,688078,286490,892296837,879428364,100,100,100,100,7.25,9.27,3.97,4.01,30080,B5,G6350,S,35292993,165802,33.86994,-84.4980813,33.86994,-84.4980813,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
79,30082,13,67,13067,25905,11929,27374028,27147332,25905,11929,27374028,27147332,688078,286490,892296837,879428364,100,100,100,100,3.76,4.16,3.07,3.09,30082,B5,G6350,S,27199108,222890,33.8546536,-84.5364366,33.8546536,-84.5364366,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
80,30083,13,89,13089,50384,21620,45330855,43952991,50384,21620,45330855,43952991,691893,304968,702254121,693033963,100,100,100,100,7.28,7.09,6.46,6.34,30083,B5,G6350,S,43910102,1376440,33.7974122,-84.1979837,33.7974122,-84.1979837,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
81,30084,13,89,13089,24516,10856,32849929,32612221,35921,15049,39808151,39519992,691893,304968,702254121,693033963,68.25,72.14,82.52,82.52,3.54,3.56,4.68,4.71,30084,B5,G6350,S,39509977,288157,33.8540965,-84.216155,33.8540965,-84.216155,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
82,30084,13,135,13135,11405,4193,6958222,6907771,35921,15049,39808151,39519992,805321,291547,1131242872,1114687261,31.75,27.86,17.48,17.48,1.42,1.44,0.62,0.62,30084,B5,G6350,S,39509977,288157,33.8540965,-84.216155,33.8540965,-84.216155,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
83,30087,13,89,13089,25445,9818,43678815,42184073,36761,14385,62190622,60453782,691893,304968,702254121,693033963,69.22,68.25,70.23,69.78,3.68,3.22,6.22,6.09,30087,B5,G6350,S,60512552,1736731,33.8058023,-84.1269289,33.8058023,-84.1269289,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
84,30087,13,135,13135,11316,4567,18511807,18269709,36761,14385,62190622,60453782,805321,291547,1131242872,1114687261,30.78,31.75,29.77,30.22,1.41,1.57,1.64,1.64,30087,B5,G6350,S,60512552,1736731,33.8058023,-84.1269289,33.8058023,-84.1269289,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
85,30088,13,89,13089,25257,10462,20301501,20117617,25257,10462,20301501,20117617,691893,304968,702254121,693033963,100,100,100,100,3.65,3.43,2.89,2.9,30088,B5,G6350,S,20126187,182241,33.7560524,-84.182363,33.7560524,-84.182363,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
86,30092,13,121,13121,324,222,432312,432312,31704,13869,28880637,28400796,920581,437105,1383894532,1363977166,1.02,1.6,1.5,1.52,0.04,0.05,0.03,0.03,30092,B5,G6350,S,28396643,479841,33.9723859,-84.231986,33.9723859,-84.231986,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
87,30092,13,135,13135,31380,13647,28448325,27968484,31704,13869,28880637,28400796,805321,291547,1131242872,1114687261,98.98,98.4,98.5,98.48,3.9,4.68,2.51,2.51,30092,B5,G6350,S,28396643,479841,33.9723859,-84.231986,33.9723859,-84.231986,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
88,30093,13,135,13135,53351,19478,31398275,30891555,53351,19478,31398275,30891555,805321,291547,1131242872,1114687261,100,100,100,100,6.62,6.68,2.78,2.77,30093,B5,G6350,S,30898059,506696,33.9085362,-84.1773494,33.9085362,-84.1773494,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
89,30094,13,89,13089,103,33,647481,647481,31244,12003,106160171,104545218,691893,304968,702254121,693033963,0.33,0.27,0.61,0.62,0.01,0.01,0.09,0.09,30094,B5,G6350,S,104570749,1586144,33.6125047,-84.0515228,33.6125047,-84.0515228,138,13,13089,DeKalb,DeKalb County,691893,Atlanta Regional Commission,173496,271.0870056,DEKALB
90,30094,13,247,13247,31141,11970,105512690,103897737,31244,12003,106160171,104545218,85215,33272,342131629,336161686,99.67,99.73,99.39,99.38,36.54,35.98,30.84,30.91,30094,B5,G6350,S,104570749,1586144,33.6125047,-84.0515228,33.6125047,-84.0515228,21,13,13247,Rockdale,Rockdale County,85215,Atlanta Regional Commission,84525.70313,132.0709992,ROCKDALE
91,30096,13,135,13135,62265,26268,60341546,59258058,62265,26268,60341546,59258058,805321,291547,1131242872,1114687261,100,100,100,100,7.73,9.01,5.33,5.32,30096,B5,G6350,S,59246624,1083332,33.9742922,-84.145426,33.9742922,-84.145426,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
92,30097,13,117,13117,2582,842,4818712,4774726,41715,15168,59474953,58213654,175511,64052,640157353,580210822,6.19,5.55,8.1,8.2,1.47,1.31,0.75,0.82,30097,B5,G6350,S,58276612,1236789,34.0261422,-84.1455917,34.0261422,-84.1455917,26,13,13117,Forsyth,Forsyth County,175511,Georgia Mountains,158154,247.1159973,FORSYTH
93,30097,13,121,13121,19831,7166,27826221,27282599,41715,15168,59474953,58213654,920581,437105,1383894532,1363977166,47.54,47.24,46.79,46.87,2.15,1.64,2.01,2,30097,B5,G6350,S,58276612,1236789,34.0261422,-84.1455917,34.0261422,-84.1455917,90,13,13121,Fulton,Fulton County,920581,Atlanta Regional Commission,341906,534.2290039,FULTON
94,30097,13,135,13135,19302,7160,26830020,26156329,41715,15168,59474953,58213654,805321,291547,1131242872,1114687261,46.27,47.2,45.11,44.93,2.4,2.46,2.37,2.35,30097,B5,G6350,S,58276612,1236789,34.0261422,-84.1455917,34.0261422,-84.1455917,72,13,13135,Gwinnett,Gwinnett County,805321,Atlanta Regional Commission,279481,436.6889954,GWINNETT
95,30101,13,15,13015,1104,487,5324706,4273141,54373,19771,110330253,104506754,100157,39823,1217587552,1190213681,2.03,2.46,4.83,4.09,1.1,1.22,0.44,0.36,30101,B5,G6350,S,104493074,5816961,34.0345154,-84.7073487,34.0345154,-84.7073487,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
96,30101,13,57,13057,330,98,789375,789375,54373,19771,110330253,104506754,214346,82360,1125104307,1092129613,0.61,0.5,0.72,0.76,0.15,0.12,0.07,0.07,30101,B5,G6350,S,104493074,5816961,34.0345154,-84.7073487,34.0345154,-84.7073487,146,13,13057,Cherokee,Cherokee County,214346,Atlanta Regional Commission,277969,434.3259888,CHEROKEE
97,30101,13,67,13067,42347,15592,75669905,71153784,54373,19771,110330253,104506754,688078,286490,892296837,879428364,77.88,78.86,68.58,68.09,6.15,5.44,8.48,8.09,30101,B5,G6350,S,104493074,5816961,34.0345154,-84.7073487,34.0345154,-84.7073487,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
98,30101,13,223,13223,10592,3594,28546267,28290454,54373,19771,110330253,104506754,142324,52130,814141312,808643215,19.48,18.18,25.87,27.07,7.44,6.89,3.51,3.5,30101,B5,G6350,S,104493074,5816961,34.0345154,-84.7073487,34.0345154,-84.7073487,154,13,13223,Paulding,Paulding County,142324,Northwest Georgia,201159,314.3110046,PAULDING
99,30102,13,15,13015,6698,2652,35476817,27618779,37470,14106,87087566,75854408,100157,39823,1217587552,1190213681,17.88,18.8,40.74,36.41,6.69,6.66,2.91,2.32,30102,B5,G6350,S,75871894,11230817,34.1101936,-84.6313939,34.1101936,-84.6313939,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
100,30102,13,57,13057,20060,7704,42770194,39562261,37470,14106,87087566,75854408,214346,82360,1125104307,1092129613,53.54,54.62,49.11,52.16,9.36,9.35,3.8,3.62,30102,B5,G6350,S,75871894,11230817,34.1101936,-84.6313939,34.1101936,-84.6313939,146,13,13057,Cherokee,Cherokee County,214346,Atlanta Regional Commission,277969,434.3259888,CHEROKEE
101,30102,13,67,13067,10712,3750,8840555,8673368,37470,14106,87087566,75854408,688078,286490,892296837,879428364,28.59,26.58,10.15,11.43,1.56,1.31,0.99,0.99,30102,B5,G6350,S,75871894,11230817,34.1101936,-84.6313939,34.1101936,-84.6313939,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
102,30103,13,15,13015,11070,4423,176073348,175831480,14781,5897,261968533,261586736,100157,39823,1217587552,1190213681,74.89,75,67.21,67.22,11.05,11.11,14.46,14.77,30103,B5,G6350,S,261586740,381790,34.3663359,-84.9175461,34.3663359,-84.9175461,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
103,30103,13,115,13115,756,324,18709251,18592175,14781,5897,261968533,261586736,96317,40551,1342818451,1320662374,5.11,5.49,7.14,7.11,0.78,0.8,1.39,1.41,30103,B5,G6350,S,261586740,381790,34.3663359,-84.9175461,34.3663359,-84.9175461,139,13,13115,Floyd,Floyd County,96317,Northwest Georgia,331827,518.4799805,FLOYD
104,30103,13,129,13129,2955,1150,67185934,67163081,14781,5897,261968533,261586736,55186,22278,927326521,921538864,19.99,19.5,25.65,25.68,5.35,5.16,7.25,7.29,30103,B5,G6350,S,261586740,381790,34.3663359,-84.9175461,34.3663359,-84.9175461,156,13,13129,Gordon,Gordon County,55186,Northwest Georgia,229125,358.0079956,GORDON
105,30104,13,15,13015,205,66,10474296,10456626,4708,1884,100423576,99207388,100157,39823,1217587552,1190213681,4.35,3.5,10.43,10.54,0.2,0.17,0.86,0.88,30104,B5,G6350,S,99207710,1215864,34.0871375,-85.0564894,34.0871375,-85.0564894,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
106,30104,13,115,13115,993,412,26566846,26070215,4708,1884,100423576,99207388,96317,40551,1342818451,1320662374,21.09,21.87,26.45,26.28,1.03,1.02,1.98,1.97,30104,B5,G6350,S,99207710,1215864,34.0871375,-85.0564894,34.0871375,-85.0564894,139,13,13115,Floyd,Floyd County,96317,Northwest Georgia,331827,518.4799805,FLOYD
107,30104,13,233,13233,3510,1406,63382434,62680547,4708,1884,100423576,99207388,41475,16908,808440844,803754838,74.55,74.63,63.12,63.18,8.46,8.32,7.84,7.8,30104,B5,G6350,S,99207710,1215864,34.0871375,-85.0564894,34.0871375,-85.0564894,11,13,13233,Polk,Polk County,41475,Northwest Georgia,199774,312.1470032,POLK
108,30105,13,55,13055,217,98,45077083,45066214,2294,984,155703578,154408342,26015,10977,812112574,811541767,9.46,9.96,28.95,29.19,0.83,0.89,5.55,5.55,30105,B5,G6350,S,154400892,1295184,34.4325481,-85.1724417,34.4325481,-85.1724417,79,13,13055,Chattooga,Chattooga County,26015,Northwest Georgia,200695,313.5859985,CHATTOOGA
109,30105,13,115,13115,2077,886,110626495,109342128,2294,984,155703578,154408342,96317,40551,1342818451,1320662374,90.54,90.04,71.05,70.81,2.16,2.18,8.24,8.28,30105,B5,G6350,S,154400892,1295184,34.4325481,-85.1724417,34.4325481,-85.1724417,139,13,13115,Floyd,Floyd County,96317,Northwest Georgia,331827,518.4799805,FLOYD
110,30106,13,67,13067,20190,8637,31520283,31444007,20300,8684,32179767,32103491,688078,286490,892296837,879428364,99.46,99.46,97.95,97.95,2.93,3.01,3.53,3.58,30106,B5,G6350,S,32109248,76677,33.8390777,-84.6282096,33.8390777,-84.6282096,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
111,30106,13,97,13097,110,47,659484,659484,20300,8684,32179767,32103491,132403,51672,520655209,518170971,0.54,0.54,2.05,2.05,0.08,0.09,0.13,0.13,30106,B5,G6350,S,32109248,76677,33.8390777,-84.6282096,33.8390777,-84.6282096,120,13,13097,Douglas,Douglas County,132403,Atlanta Regional Commission,128641,201.0010071,DOUGLAS
112,30107,13,57,13057,10150,3980,228804712,226612899,12908,5016,284389406,281895627,214346,82360,1125104307,1092129613,78.63,79.35,80.45,80.39,4.74,4.83,20.34,20.75,30107,B5,G6350,S,281941416,2493887,34.3362911,-84.3457926,34.3362911,-84.3457926,146,13,13057,Cherokee,Cherokee County,214346,Atlanta Regional Commission,277969,434.3259888,CHEROKEE
113,30107,13,117,13117,1195,412,13102110,12811228,12908,5016,284389406,281895627,175511,64052,640157353,580210822,9.26,8.21,4.61,4.54,0.68,0.64,2.05,2.21,30107,B5,G6350,S,281941416,2493887,34.3362911,-84.3457926,34.3362911,-84.3457926,26,13,13117,Forsyth,Forsyth County,175511,Georgia Mountains,158154,247.1159973,FORSYTH
114,30107,13,227,13227,1563,624,42482584,42471500,12908,5016,284389406,281895627,29431,13692,602721655,601025731,12.11,12.44,14.94,15.07,5.31,4.56,7.05,7.07,30107,B5,G6350,S,281941416,2493887,34.3362911,-84.3457926,34.3362911,-84.3457926,97,13,13227,Pickens,Pickens County,29431,Northwest Georgia,148909,232.6699982,PICKENS
115,30108,13,45,13045,7058,3146,220116648,219735536,7256,3243,228460948,228079836,110527,44607,1304927905,1292600278,97.27,97.01,96.35,96.34,6.39,7.05,16.87,17,30108,B5,G6350,S,228079745,381112,33.5317002,-85.2629964,33.5317002,-85.2629964,20,13,13045,Carroll,Carroll County,110527,Three Rivers,322447,503.8240051,CARROLL
116,30108,13,149,13149,198,97,8344300,8344300,7256,3243,228460948,228079836,11834,5148,779830983,766714528,2.73,2.99,3.65,3.66,1.67,1.88,1.07,1.09,30108,B5,G6350,S,228079745,381112,33.5317002,-85.2629964,33.5317002,-85.2629964,123,13,13149,Heard,Heard County,11834,Three Rivers,192700,301.0929871,HEARD
117,30110,13,45,13045,602,238,18596024,18482643,13349,5545,181084220,180207130,110527,44607,1304927905,1292600278,4.51,4.29,10.27,10.26,0.54,0.53,1.43,1.43,30110,B5,G6350,S,180206681,877087,33.7444595,-85.1359379,33.7444595,-85.1359379,20,13,13045,Carroll,Carroll County,110527,Three Rivers,322447,503.8240051,CARROLL
118,30110,13,143,13143,12747,5307,162488196,161724487,13349,5545,181084220,180207130,28780,12287,733420059,730804051,95.49,95.71,89.73,89.74,44.29,43.19,22.15,22.13,30110,B5,G6350,S,180206681,877087,33.7444595,-85.1359379,33.7444595,-85.1359379,62,13,13143,Haralson,Haralson County,28780,Northwest Georgia,181237,283.1830139,HARALSON
119,30113,13,143,13143,5781,2427,259220645,257836865,6218,2597,269060418,267676638,28780,12287,733420059,730804051,92.97,93.45,96.34,96.32,20.09,19.75,35.34,35.28,30113,B5,G6350,S,267677057,1383779,33.8507464,-85.2053083,33.8507464,-85.2053083,62,13,13143,Haralson,Haralson County,28780,Northwest Georgia,181237,283.1830139,HARALSON
120,30113,13,233,13233,437,170,9839773,9839773,6218,2597,269060418,267676638,41475,16908,808440844,803754838,7.03,6.55,3.66,3.68,1.05,1.01,1.22,1.22,30113,B5,G6350,S,267677057,1383779,33.8507464,-85.2053083,33.8507464,-85.2053083,11,13,13233,Polk,Polk County,41475,Northwest Georgia,199774,312.1470032,POLK
121,30114,13,57,13057,49774,19203,295487783,279435402,49774,19203,295487783,279435402,214346,82360,1125104307,1092129613,100,100,100,100,23.22,23.32,26.26,25.59,30114,B5,G6350,S,277850785,17572385,34.2478377,-84.524468,34.2478377,-84.524468,146,13,13057,Cherokee,Cherokee County,214346,Atlanta Regional Commission,277969,434.3259888,CHEROKEE
122,30115,13,57,13057,35672,13078,159264808,157412255,35672,13078,159264808,157412255,214346,82360,1125104307,1092129613,100,100,100,100,16.64,15.88,14.16,14.41,30115,B5,G6350,S,157418666,1849234,34.2040917,-84.4004625,34.2040917,-84.4004625,146,13,13057,Cherokee,Cherokee County,214346,Atlanta Regional Commission,277969,434.3259888,CHEROKEE
123,30116,13,45,13045,23156,8863,268335526,264801348,23156,8863,268335526,264801348,110527,44607,1304927905,1292600278,100,100,100,100,20.95,19.87,20.56,20.49,30116,B5,G6350,S,264814330,3521183,33.5405896,-85.0030825,33.5405896,-85.0030825,20,13,13045,Carroll,Carroll County,110527,Three Rivers,322447,503.8240051,CARROLL
124,30117,13,45,13045,34296,14894,286445880,283855933,34296,14894,286445880,283855933,110527,44607,1304927905,1292600278,100,100,100,100,31.03,33.39,21.95,21.96,30117,B5,G6350,S,283836086,2589947,33.5818511,-85.1324387,33.5818511,-85.1324387,20,13,13045,Carroll,Carroll County,110527,Three Rivers,322447,503.8240051,CARROLL
125,30118,13,45,13045,2373,1,948833,948833,2373,1,948833,948833,110527,44607,1304927905,1292600278,100,100,100,100,2.15,0,0.07,0.07,30118,B5,G6350,S,968683,0,33.5723883,-85.1036198,33.5723883,-85.1036198,20,13,13045,Carroll,Carroll County,110527,Three Rivers,322447,503.8240051,CARROLL
126,30120,13,15,13015,38085,15155,241298433,238471714,38085,15155,241298433,238471714,100157,39823,1217587552,1190213681,100,100,100,100,38.03,38.06,19.82,20.04,30120,B5,G6350,S,238466674,2826826,34.1678794,-84.8520141,34.1678794,-84.8520141,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
127,30121,13,15,13015,22078,8974,152824162,146301668,22078,8974,152824162,146301668,100157,39823,1217587552,1190213681,100,100,100,100,22.04,22.53,12.55,12.29,30121,B5,G6350,S,146319823,6522487,34.2092213,-84.7780063,34.2092213,-84.7780063,59,13,13015,Bartow,Bartow County,100157,Northwest Georgia,300840,470.0629883,BARTOW
128,30122,13,97,13097,21561,9550,62667316,62337699,21561,9550,62667316,62337699,132403,51672,520655209,518170971,100,100,100,100,16.28,18.48,12.04,12.03,30122,B5,G6350,S,62362381,329710,33.7669094,-84.6413564,33.7669094,-84.6413564,120,13,13097,Douglas,Douglas County,132403,Atlanta Regional Commission,128641,201.0010071,DOUGLAS
129,30124,13,115,13115,2978,1366,158414632,156159898,2978,1366,158414632,156159898,96317,40551,1342818451,1320662374,100,100,100,100,3.09,3.37,11.8,11.82,30124,B5,G6350,S,156159966,2254734,34.1336908,-85.3458008,34.1336908,-85.3458008,139,13,13115,Floyd,Floyd County,96317,Northwest Georgia,331827,518.4799805,FLOYD
130,30125,13,115,13115,575,222,12175808,12123986,24352,9710,476188681,474484829,96317,40551,1342818451,1320662374,2.36,2.29,2.56,2.56,0.6,0.55,0.91,0.92,30125,B5,G6350,S,474486359,1701836,34.0003161,-85.2765308,34.0003161,-85.2765308,139,13,13115,Floyd,Floyd County,96317,Northwest Georgia,331827,518.4799805,FLOYD
131,30125,13,233,13233,23777,9488,464012873,462360843,24352,9710,476188681,474484829,41475,16908,808440844,803754838,97.64,97.71,97.44,97.44,57.33,56.12,57.4,57.53,30125,B5,G6350,S,474486359,1701836,34.0003161,-85.2765308,34.0003161,-85.2765308,11,13,13233,Polk,Polk County,41475,Northwest Georgia,199774,312.1470032,POLK
132,30126,13,67,13067,37088,15212,54061641,53637641,37088,15212,54061641,53637641,688078,286490,892296837,879428364,100,100,100,100,5.39,5.31,6.06,6.1,30126,B5,G6350,S,53637641,423998,33.8150233,-84.5537978,33.8150233,-84.5537978,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
133,30127,13,67,13067,52139,18770,110976742,110537006,60347,21634,132523577,131480666,688078,286490,892296837,879428364,86.4,86.76,83.74,84.07,7.58,6.55,12.44,12.57,30127,B5,G6350,S,131499630,1026595,33.8745555,-84.6947128,33.8745555,-84.6947128,24,13,13067,Cobb,Cobb County,688078,Atlanta Regional Commission,220455,344.4599915,COBB
134,30127,13,223,13223,8208,2864,21546835,20943660,60347,21634,132523577,131480666,142324,52130,814141312,808643215,13.6,13.24,16.26,15.93,5.77,5.49,2.65,2.59,30127,B5,G6350,S,131499630,1026595,33.8745555,-84.6947128,33.8745555,-84.6947128,154,13,13223,Paulding,Paulding County,142324,Northwest Georgia,201159,314.3110046,PAULDING
135,30132,13,223,13223,34215,12793,286656702,284749520,34215,12793,286656702,284749520,142324,52130,814141312,808643215,100,100,100,100,24.04,24.54,35.21,35.21,30132,B5,G6350,S,284771161,1907175,33.9888324,-84.8589673,33.9888324,-84.8589673,154,13,13223,Paulding,Paulding County,142324,Northwest Georgia,201159,314.3110046,PAULDING
136,30134,13,97,13097,29065,11374,87600632,87460077,43356,16218,128894754,128434474,132403,51672,520655209,518170971,67.04,70.13,67.96,68.1,21.95,22.01,16.83,16.88,30134,B5,G6350,S,128475355,419444,33.7775181,-84.7813919,33.7775181,-84.7813919,120,13,13097,Douglas,Douglas County,132403,Atlanta Regional Commission,128641,201.0010071,DOUGLAS
137,30134,13,223,13223,14291,4844,41294122,40974397,43356,16218,128894754,128434474,142324,52130,814141312,808643215,32.96,29.87,32.04,31.9,10.04,9.29,5.07,5.07,30134,B5,G6350,S,128475355,419444,33.7775181,-84.7813919,33.7775181,-84.7813919,154,13,13223,Paulding,Paulding County,142324,Northwest Georgia,201159,314.3110046,PAULDING
