,state,county,id,abvr
2787,Utah,Kane County,49025,UT
2788,Utah,Millard County,49027,UT
2789,Utah,Morgan County,49029,UT
2790,Utah,Piute County,49031,UT
2791,Utah,Rich County,49033,UT
2792,Utah,Salt Lake County,49035,UT
2793,Utah,San Juan County,49037,UT
2794,Utah,Sanpete County,49039,UT
2795,Utah,Sevier County,49041,UT
2796,Utah,Summit County,49043,UT
2797,Utah,Tooele County,49045,UT
2798,Utah,Uintah County,49047,UT
2799,Utah,Utah County,49049,UT
2800,Utah,Wasatch County,49051,UT
2801,Utah,Washington County,49053,UT
2802,Utah,Wayne County,49055,UT
2803,Utah,Weber County,49057,UT
2804,Vermont,Addison County,50001,VT
2805,Vermont,Bennington County,50003,VT
2806,Vermont,Caledonia County,50005,VT
2807,Vermont,Chittenden County,50007,VT
2808,Vermont,Essex County,50009,VT
2809,Vermont,Franklin County,50011,VT
2810,Vermont,Grand Isle County,50013,VT
2811,Vermont,Lamoille County,50015,VT
2812,Vermont,Orange County,50017,VT
2813,Vermont,Orleans County,50019,VT
2814,Vermont,Rutland County,50021,VT
2815,Vermont,Washington County,50023,VT
2816,Vermont,Windham County,50025,VT
2817,Vermont,Windsor County,50027,VT
2818,Virginia,Accomack County,51001,VA
2819,Virginia,Albemarle County,51003,VA
2820,Virginia,Alleghany County,51005,VA
2821,Virginia,Amelia County,51007,VA
2822,Virginia,Amherst County,51009,VA
2823,Virginia,Appomattox County,51011,VA
2824,Virginia,Arlington County,51013,VA
2825,Virginia,Augusta County,51015,VA
2826,Virginia,Bath County,51017,VA
2827,Virginia,Bedford County,51019,VA
2828,Virginia,Bland County,51021,VA
2829,Virginia,Botetourt County,51023,VA
2830,Virginia,Brunswick County,51025,VA
2831,Virginia,Buchanan County,51027,VA
2832,Virginia,Buckingham County,51029,VA
2833,Virginia,Campbell County,51031,VA
2834,Virginia,Caroline County,51033,VA
2835,Virginia,Carroll County,51035,VA
2836,Virginia,Charles City County,51036,VA
2837,Virginia,Charlotte County,51037,VA
2838,Virginia,Chesterfield County,51041,VA
2839,Virginia,Clarke County,51043,VA
2840,Virginia,Craig County,51045,VA
2841,Virginia,Culpeper County,51047,VA
2842,Virginia,Cumberland County,51049,VA
2843,Virginia,Dickenson County,51051,VA
2844,Virginia,Dinwiddie County,51053,VA
2845,Virginia,Essex County,51057,VA
2846,Virginia,Fairfax County,51059,VA
2847,Virginia,Fauquier County,51061,VA
2848,Virginia,Floyd County,51063,VA
2849,Virginia,Fluvanna County,51065,VA
2850,Virginia,Franklin County,51067,VA
2851,Virginia,Frederick County,51069,VA
2852,Virginia,Giles County,51071,VA
2853,Virginia,Gloucester County,51073,VA
2854,Virginia,Goochland County,51075,VA
2855,Virginia,Grayson County,51077,VA
2856,Virginia,Greene County,51079,VA
2857,Virginia,Greensville County,51081,VA
2858,Virginia,Halifax County,51083,VA
2859,Virginia,Hanover County,51085,VA
2860,Virginia,Henrico County,51087,VA
2861,Virginia,Henry County,51089,VA
2862,Virginia,Highland County,51091,VA
2863,Virginia,Isle of Wight County,51093,VA
2864,Virginia,James City County,51095,VA
2865,Virginia,King and Queen County,51097,VA
2866,Virginia,King George County,51099,VA
2867,Virginia,King William County,51101,VA
2868,Virginia,Lancaster County,51103,VA
2869,Virginia,Lee County,51105,VA
2870,Virginia,Loudoun County,51107,VA
2871,Virginia,Louisa County,51109,VA
2872,Virginia,Lunenburg County,51111,VA
2873,Virginia,Madison County,51113,VA
2874,Virginia,Mathews County,51115,VA
2875,Virginia,Mecklenburg County,51117,VA
2876,Virginia,Middlesex County,51119,VA
2877,Virginia,Montgomery County,51121,VA
2878,Virginia,Nelson County,51125,VA
2879,Virginia,New Kent County,51127,VA
2880,Virginia,Northampton County,51131,VA
2881,Virginia,Northumberland County,51133,VA
2882,Virginia,Nottoway County,51135,VA
2883,Virginia,Orange County,51137,VA
2884,Virginia,Page County,51139,VA
2885,Virginia,Patrick County,51141,VA
2886,Virginia,Pittsylvania County,51143,VA
2887,Virginia,Powhatan County,51145,VA
2888,Virginia,Prince Edward County,51147,VA
2889,Virginia,Prince George County,51149,VA
2890,Virginia,Prince William County,51153,VA
2891,Virginia,Pulaski County,51155,VA
2892,Virginia,Rappahannock County,51157,VA
2893,Virginia,Richmond County,51159,VA
2894,Virginia,Roanoke County,51161,VA
2895,Virginia,Rockbridge County,51163,VA
2896,Virginia,Rockingham County,51165,VA
2897,Virginia,Russell County,51167,VA
2898,Virginia,Scott County,51169,VA
2899,Virginia,Shenandoah County,51171,VA
2900,Virginia,Smyth County,51173,VA
2901,Virginia,Southampton County,51175,VA
2902,Virginia,Spotsylvania County,51177,VA
2903,Virginia,Stafford County,51179,VA
2904,Virginia,Surry County,51181,VA
2905,Virginia,Sussex County,51183,VA
2906,Virginia,Tazewell County,51185,VA
2907,Virginia,Warren County,51187,VA
2908,Virginia,Washington County,51191,VA
2909,Virginia,Westmoreland County,51193,VA
2910,Virginia,Wise County,51195,VA
2911,Virginia,Wythe County,51197,VA
2912,Virginia,York County,51199,VA
2913,Virginia,Alexandria city,51510,VA
2914,Virginia,Bedford city,51515,VA
2915,Virginia,Bristol city,51520,VA
2916,Virginia,Buena Vista city,51530,VA
2917,Virginia,Charlottesville city,51540,VA
2918,Virginia,Chesapeake city,51550,VA
2919,Virginia,Colonial Heights city,51570,VA
2920,Virginia,Covington city,51580,VA
2921,Virginia,Danville city,51590,VA
2922,Virginia,Emporia city,51595,VA
2923,Virginia,Fairfax city,51600,VA
2924,Virginia,Falls Church city,51610,VA
2925,Virginia,Franklin city,51620,VA
2926,Virginia,Fredericksburg city,51630,VA
2927,Virginia,Galax city,51640,VA
2928,Virginia,Hampton city,51650,VA
2929,Virginia,Harrisonburg city,51660,VA
2930,Virginia,Hopewell city,51670,VA
2931,Virginia,Lexington city,51678,VA
2932,Virginia,Lynchburg city,51680,VA
2933,Virginia,Manassas city,51683,VA
2934,Virginia,Manassas Park city,51685,VA
2935,Virginia,Martinsville city,51690,VA
2936,Virginia,Newport News city,51700,VA
2937,Virginia,Norfolk city,51710,VA
2938,Virginia,Norton city,51720,VA
2939,Virginia,Petersburg city,51730,VA
2940,Virginia,Poquoson city,51735,VA
2941,Virginia,Portsmouth city,51740,VA
2942,Virginia,Radford city,51750,VA
2943,Virginia,Richmond city,51760,VA
2944,Virginia,Roanoke city,51770,VA
2945,Virginia,Salem city,51775,VA
2946,Virginia,Staunton city,51790,VA
2947,Virginia,Suffolk city,51800,VA
2948,Virginia,Virginia Beach city,51810,VA
2949,Virginia,Waynesboro city,51820,VA
2950,Virginia,Williamsburg city,51830,VA
2951,Virginia,Winchester city,51840,VA
2952,Washington,Adams County,53001,WA
2953,Washington,Asotin County,53003,WA
2954,Washington,Benton County,53005,WA
2955,Washington,Chelan County,53007,WA
2956,Washington,Clallam County,53009,WA
2957,Washington,Clark County,53011,WA
2958,Washington,Columbia County,53013,WA
2959,Washington,Cowlitz County,53015,WA
2960,Washington,Douglas County,53017,WA
2961,Washington,Ferry County,53019,WA
2962,Washington,Franklin County,53021,WA
2963,Washington,Garfield County,53023,WA
2964,Washington,Grant County,53025,WA
2965,Washington,Grays Harbor County,53027,WA
2966,Washington,Island County,53029,WA
2967,Washington,Jefferson County,53031,WA
2968,Washington,King County,53033,WA
2969,Washington,Kitsap County,53035,WA
2970,Washington,Kittitas County,53037,WA
2971,Washington,Klickitat County,53039,WA
2972,Washington,Lewis County,53041,WA
2973,Washington,Lincoln County,53043,WA
2974,Washington,Mason County,53045,WA
2975,Washington,Okanogan County,53047,WA
2976,Washington,Pacific County,53049,WA
2977,Washington,Pend Oreille County,53051,WA
2978,Washington,Pierce County,53053,WA
2979,Washington,San Juan County,53055,WA
2980,Washington,Skagit County,53057,WA
2981,Washington,Skamania County,53059,WA
2982,Washington,Snohomish County,53061,WA
2983,Washington,Spokane County,53063,WA
2984,Washington,Stevens County,53065,WA
2985,Washington,Thurston County,53067,WA
2986,Washington,Wahkiakum County,53069,WA
2987,Washington,Walla Walla County,53071,WA
2988,Washington,Whatcom County,53073,WA
2989,Washington,Whitman County,53075,WA
2990,Washington,Yakima County,53077,WA
2991,West Virginia,Barbour County,54001,WV
2992,West Virginia,Berkeley County,54003,WV
2993,West Virginia,Boone County,54005,WV
2994,West Virginia,Braxton County,54007,WV
2995,West Virginia,Brooke County,54009,WV
2996,West Virginia,Cabell County,54011,WV
2997,West Virginia,Calhoun County,54013,WV
2998,West Virginia,Clay County,54015,WV
2999,West Virginia,Doddridge County,54017,WV
3000,West Virginia,Fayette County,54019,WV
3001,West Virginia,Gilmer County,54021,WV
3002,West Virginia,Grant County,54023,WV
3003,West Virginia,Greenbrier County,54025,WV
3004,West Virginia,Hampshire County,54027,WV
3005,West Virginia,Hancock County,54029,WV
3006,West Virginia,Hardy County,54031,WV
3007,West Virginia,Harrison County,54033,WV
3008,West Virginia,Jackson County,54035,WV
3009,West Virginia,Jefferson County,54037,WV
3010,West Virginia,Kanawha County,54039,WV
3011,West Virginia,Lewis County,54041,WV
3012,West Virginia,Lincoln County,54043,WV
3013,West Virginia,Logan County,54045,WV
3014,West Virginia,McDowell County,54047,WV
3015,West Virginia,Marion County,54049,WV
3016,West Virginia,Marshall County,54051,WV
3017,West Virginia,Mason County,54053,WV
3018,West Virginia,Mercer County,54055,WV
3019,West Virginia,Mineral County,54057,WV
3020,West Virginia,Mingo County,54059,WV
3021,West Virginia,Monongalia County,54061,WV
3022,West Virginia,Monroe County,54063,WV
3023,West Virginia,Morgan County,54065,WV
3024,West Virginia,Nicholas County,54067,WV
3025,West Virginia,Ohio County,54069,WV
3026,West Virginia,Pendleton County,54071,WV
3027,West Virginia,Pleasants County,54073,WV
3028,West Virginia,Pocahontas County,54075,WV
3029,West Virginia,Preston County,54077,WV
3030,West Virginia,Putnam County,54079,WV
3031,West Virginia,Raleigh County,54081,WV
3032,West Virginia,Randolph County,54083,WV
3033,West Virginia,Ritchie County,54085,WV
3034,West Virginia,Roane County,54087,WV
3035,West Virginia,Summers County,54089,WV
3036,West Virginia,Taylor County,54091,WV
3037,West Virginia,Tucker County,54093,WV
3038,West Virginia,Tyler County,54095,WV
3039,West Virginia,Upshur County,54097,WV
3040,West Virginia,Wayne County,54099,WV
3041,West Virginia,Webster County,54101,WV
3042,West Virginia,Wetzel County,54103,WV
3043,West Virginia,Wirt County,54105,WV
3044,West Virginia,Wood County,54107,WV
3045,West Virginia,Wyoming County,54109,WV
3046,Wisconsin,Adams County,55001,WI
3047,Wisconsin,Ashland County,55003,WI
3048,Wisconsin,Barron County,55005,WI
3049,Wisconsin,Bayfield County,55007,WI
3050,Wisconsin,Brown County,55009,WI
3051,Wisconsin,Buffalo County,55011,WI
3052,Wisconsin,Burnett County,55013,WI
3053,Wisconsin,Calumet County,55015,WI
3054,Wisconsin,Chippewa County,55017,WI
3055,Wisconsin,Clark County,55019,WI
3056,Wisconsin,Columbia County,55021,WI
3057,Wisconsin,Crawford County,55023,WI
3058,Wisconsin,Dane County,55025,WI
3059,Wisconsin,Dodge County,55027,WI
3060,Wisconsin,Door County,55029,WI
3061,Wisconsin,Douglas County,55031,WI
3062,Wisconsin,Dunn County,55033,WI
3063,Wisconsin,Eau Claire County,55035,WI
3064,Wisconsin,Florence County,55037,WI
3065,Wisconsin,Fond du Lac County,55039,WI
3066,Wisconsin,Forest County,55041,WI
3067,Wisconsin,Grant County,55043,WI
3068,Wisconsin,Green County,55045,WI
3069,Wisconsin,Green Lake County,55047,WI
3070,Wisconsin,Iowa County,55049,WI
3071,Wisconsin,Iron County,55051,WI
3072,Wisconsin,Jackson County,55053,WI
3073,Wisconsin,Jefferson County,55055,WI
3074,Wisconsin,Juneau County,55057,WI
3075,Wisconsin,Kenosha County,55059,WI
3076,Wisconsin,Kewaunee County,55061,WI
3077,Wisconsin,La Crosse County,55063,WI
3078,Wisconsin,Lafayette County,55065,WI
3079,Wisconsin,Langlade County,55067,WI
3080,Wisconsin,Lincoln County,55069,WI
3081,Wisconsin,Manitowoc County,55071,WI
3082,Wisconsin,Marathon County,55073,WI
3083,Wisconsin,Marinette County,55075,WI
3084,Wisconsin,Marquette County,55077,WI
3085,Wisconsin,Menominee County,55078,WI
3086,Wisconsin,Milwaukee County,55079,WI
3087,Wisconsin,Monroe County,55081,WI
3088,Wisconsin,Oconto County,55083,WI
3089,Wisconsin,Oneida County,55085,WI
3090,Wisconsin,Outagamie County,55087,WI
3091,Wisconsin,Ozaukee County,55089,WI
3092,Wisconsin,Pepin County,55091,WI
3093,Wisconsin,Pierce County,55093,WI
3094,Wisconsin,Polk County,55095,WI
3095,Wisconsin,Portage County,55097,WI
3096,Wisconsin,Price County,55099,WI
3097,Wisconsin,Racine County,55101,WI
3098,Wisconsin,Richland County,55103,WI
3099,Wisconsin,Rock County,55105,WI
3100,Wisconsin,Rusk County,55107,WI
3101,Wisconsin,St. Croix County,55109,WI
3102,Wisconsin,Sauk County,55111,WI
3103,Wisconsin,Sawyer County,55113,WI
3104,Wisconsin,Shawano County,55115,WI
3105,Wisconsin,Sheboygan County,55117,WI
3106,Wisconsin,Taylor County,55119,WI
3107,Wisconsin,Trempealeau County,55121,WI
3108,Wisconsin,Vernon County,55123,WI
3109,Wisconsin,Vilas County,55125,WI
3110,Wisconsin,Walworth County,55127,WI
3111,Wisconsin,Washburn County,55129,WI
3112,Wisconsin,Washington County,55131,WI
3113,Wisconsin,Waukesha County,55133,WI
3114,Wisconsin,Waupaca County,55135,WI
3115,Wisconsin,Waushara County,55137,WI
3116,Wisconsin,Winnebago County,55139,WI
3117,Wisconsin,Wood County,55141,WI
3118,Wyoming,Albany County,56001,WY
3119,Wyoming,Big Horn County,56003,WY
3120,Wyoming,Campbell County,56005,WY
3121,Wyoming,Carbon County,56007,WY
3122,Wyoming,Converse County,56009,WY
3123,Wyoming,Crook County,56011,WY
3124,Wyoming,Fremont County,56013,WY
3125,Wyoming,Goshen County,56015,WY
3126,Wyoming,Hot Springs County,56017,WY
3127,Wyoming,Johnson County,56019,WY
3128,Wyoming,Laramie County,56021,WY
3129,Wyoming,Lincoln County,56023,WY
3130,Wyoming,Natrona County,56025,WY
3131,Wyoming,Niobrara County,56027,WY
3132,Wyoming,Park County,56029,WY
3133,Wyoming,Platte County,56031,WY
3134,Wyoming,Sheridan County,56033,WY
3135,Wyoming,Sublette County,56035,WY
3136,Wyoming,Sweetwater County,56037,WY
3137,Wyoming,Teton County,56039,WY
3138,Wyoming,Uinta County,56041,WY
3139,Wyoming,Washakie County,56043,WY
3140,Wyoming,Weston County,56045,WY
