,state,county,id,abvr
733,Indiana,Jay County,18075,IN
734,Indiana,Jefferson County,18077,IN
735,Indiana,Jennings County,18079,IN
736,Indiana,Johnson County,18081,IN
737,Indiana,Knox County,18083,IN
738,Indiana,Kosciusko County,18085,IN
739,Indiana,LaGrange County,18087,IN
740,Indiana,Lake County,18089,IN
741,Indiana,LaPorte County,18091,IN
742,Indiana,Lawrence County,18093,IN
743,Indiana,Madison County,18095,IN
744,Indiana,Marion County,18097,IN
745,Indiana,Marshall County,18099,IN
746,Indiana,Martin County,18101,IN
747,Indiana,Miami County,18103,IN
748,Indiana,Monroe County,18105,IN
749,Indiana,Montgomery County,18107,IN
750,Indiana,Morgan County,18109,IN
751,Indiana,Newton County,18111,IN
752,Indiana,Noble County,18113,IN
753,Indiana,Ohio County,18115,IN
754,Indiana,Orange County,18117,IN
755,Indiana,Owen County,18119,IN
756,Indiana,Parke County,18121,IN
757,Indiana,Perry County,18123,IN
758,Indiana,Pike County,18125,IN
759,Indiana,Porter County,18127,IN
760,Indiana,Posey County,18129,IN
761,Indiana,Pulaski County,18131,IN
762,Indiana,Putnam County,18133,IN
763,Indiana,Randolph County,18135,IN
764,Indiana,Ripley County,18137,IN
765,Indiana,Rush County,18139,IN
766,Indiana,St. Joseph County,18141,IN
767,Indiana,Scott County,18143,IN
768,Indiana,Shelby County,18145,IN
769,Indiana,Spencer County,18147,IN
770,Indiana,Starke County,18149,IN
771,Indiana,Steuben County,18151,IN
772,Indiana,Sullivan County,18153,IN
773,Indiana,Switzerland County,18155,IN
774,Indiana,Tippecanoe County,18157,IN
775,Indiana,Tipton County,18159,IN
776,Indiana,Union County,18161,IN
777,Indiana,Vanderburgh County,18163,IN
778,Indiana,Vermillion County,18165,IN
779,Indiana,Vigo County,18167,IN
780,Indiana,Wabash County,18169,IN
781,Indiana,Warren County,18171,IN
782,Indiana,Warrick County,18173,IN
783,Indiana,Washington County,18175,IN
784,Indiana,Wayne County,18177,IN
785,Indiana,Wells County,18179,IN
786,Indiana,White County,18181,IN
787,Indiana,Whitley County,18183,IN
788,Iowa,Adair County,19001,IA
789,Iowa,Adams County,19003,IA
790,Iowa,Allamakee County,19005,IA
791,Iowa,Appanoose County,19007,IA
792,Iowa,Audubon County,19009,IA
793,Iowa,Benton County,19011,IA
794,Iowa,Black Hawk County,19013,IA
795,Iowa,Boone County,19015,IA
796,Iowa,Bremer County,19017,IA
797,Iowa,Buchanan County,19019,IA
798,Iowa,Buena Vista County,19021,IA
799,Iowa,Butler County,19023,IA
800,Iowa,Calhoun County,19025,IA
801,Iowa,Carroll County,19027,IA
802,Iowa,Cass County,19029,IA
803,Iowa,Cedar County,19031,IA
804,Iowa,Cerro Gordo County,19033,IA
805,Iowa,Cherokee County,19035,IA
806,Iowa,Chickasaw County,19037,IA
807,Iowa,Clarke County,19039,IA
808,Iowa,Clay County,19041,IA
809,Iowa,Clayton County,19043,IA
810,Iowa,Clinton County,19045,IA
811,Iowa,Crawford County,19047,IA
812,Iowa,Dallas County,19049,IA
813,Iowa,Davis County,19051,IA
814,Iowa,Decatur County,19053,IA
815,Iowa,Delaware County,19055,IA
816,Iowa,Des Moines County,19057,IA
817,Iowa,Dickinson County,19059,IA
818,Iowa,Dubuque County,19061,IA
819,Iowa,Emmet County,19063,IA
820,Iowa,Fayette County,19065,IA
821,Iowa,Floyd County,19067,IA
822,Iowa,Franklin County,19069,IA
823,Iowa,Fremont County,19071,IA
824,Iowa,Greene County,19073,IA
825,Iowa,Grundy County,19075,IA
826,Iowa,Guthrie County,19077,IA
827,Iowa,Hamilton County,19079,IA
828,Iowa,Hancock County,19081,IA
829,Iowa,Hardin County,19083,IA
830,Iowa,Harrison County,19085,IA
831,Iowa,Henry County,19087,IA
832,Iowa,Howard County,19089,IA
833,Iowa,Humboldt County,19091,IA
834,Iowa,Ida County,19093,IA
835,Iowa,Iowa County,19095,IA
836,Iowa,Jackson County,19097,IA
837,Iowa,Jasper County,19099,IA
838,Iowa,Jefferson County,19101,IA
839,Iowa,Johnson County,19103,IA
840,Iowa,Jones County,19105,IA
841,Iowa,Keokuk County,19107,IA
842,Iowa,Kossuth County,19109,IA
843,Iowa,Lee County,19111,IA
844,Iowa,Linn County,19113,IA
845,Iowa,Louisa County,19115,IA
846,Iowa,Lucas County,19117,IA
847,Iowa,Lyon County,19119,IA
848,Iowa,Madison County,19121,IA
849,Iowa,Mahaska County,19123,IA
850,Iowa,Marion County,19125,IA
851,Iowa,Marshall County,19127,IA
852,Iowa,Mills County,19129,IA
853,Iowa,Mitchell County,19131,IA
854,Iowa,Monona County,19133,IA
855,Iowa,Monroe County,19135,IA
856,Iowa,Montgomery County,19137,IA
857,Iowa,Muscatine County,19139,IA
858,Iowa,O'Brien County,19141,IA
859,Iowa,Osceola County,19143,IA
860,Iowa,Page County,19145,IA
861,Iowa,Palo Alto County,19147,IA
862,Iowa,Plymouth County,19149,IA
863,Iowa,Pocahontas County,19151,IA
864,Iowa,Polk County,19153,IA
865,Iowa,Pottawattamie County,19155,IA
866,Iowa,Poweshiek County,19157,IA
867,Iowa,Ringgold County,19159,IA
868,Iowa,Sac County,19161,IA
869,Iowa,Scott County,19163,IA
870,Iowa,Shelby County,19165,IA
871,Iowa,Sioux County,19167,IA
872,Iowa,Story County,19169,IA
873,Iowa,Tama County,19171,IA
874,Iowa,Taylor County,19173,IA
875,Iowa,Union County,19175,IA
876,Iowa,Van Buren County,19177,IA
877,Iowa,Wapello County,19179,IA
878,Iowa,Warren County,19181,IA
879,Iowa,Washington County,19183,IA
880,Iowa,Wayne County,19185,IA
881,Iowa,Webster County,19187,IA
882,Iowa,Winnebago County,19189,IA
883,Iowa,Winneshiek County,19191,IA
884,Iowa,Woodbury County,19193,IA
885,Iowa,Worth County,19195,IA
886,Iowa,Wright County,19197,IA
887,Kansas,Allen County,20001,KS
888,Kansas,Anderson County,20003,KS
889,Kansas,Atchison County,20005,KS
890,Kansas,Barber County,20007,KS
891,Kansas,Barton County,20009,KS
892,Kansas,Bourbon County,20011,KS
893,Kansas,Brown County,20013,KS
894,Kansas,Butler County,20015,KS
895,Kansas,Chase County,20017,KS
896,Kansas,Chautauqua County,20019,KS
897,Kansas,Cherokee County,20021,KS
898,Kansas,Cheyenne County,20023,KS
899,Kansas,Clark County,20025,KS
900,Kansas,Clay County,20027,KS
901,Kansas,Cloud County,20029,KS
902,Kansas,Coffey County,20031,KS
903,Kansas,Comanche County,20033,KS
904,Kansas,Cowley County,20035,KS
905,Kansas,Crawford County,20037,KS
906,Kansas,Decatur County,20039,KS
907,Kansas,Dickinson County,20041,KS
908,Kansas,Doniphan County,20043,KS
909,Kansas,Douglas County,20045,KS
910,Kansas,Edwards County,20047,KS
911,Kansas,Elk County,20049,KS
912,Kansas,Ellis County,20051,KS
913,Kansas,Ellsworth County,20053,KS
914,Kansas,Finney County,20055,KS
915,Kansas,Ford County,20057,KS
916,Kansas,Franklin County,20059,KS
917,Kansas,Geary County,20061,KS
918,Kansas,Gove County,20063,KS
919,Kansas,Graham County,20065,KS
920,Kansas,Grant County,20067,KS
921,Kansas,Gray County,20069,KS
922,Kansas,Greeley County,20071,KS
923,Kansas,Greenwood County,20073,KS
924,Kansas,Hamilton County,20075,KS
925,Kansas,Harper County,20077,KS
926,Kansas,Harvey County,20079,KS
927,Kansas,Haskell County,20081,KS
928,Kansas,Hodgeman County,20083,KS
929,Kansas,Jackson County,20085,KS
930,Kansas,Jefferson County,20087,KS
931,Kansas,Jewell County,20089,KS
932,Kansas,Johnson County,20091,KS
933,Kansas,Kearny County,20093,KS
934,Kansas,Kingman County,20095,KS
935,Kansas,Kiowa County,20097,KS
936,Kansas,Labette County,20099,KS
937,Kansas,Lane County,20101,KS
938,Kansas,Leavenworth County,20103,KS
939,Kansas,Lincoln County,20105,KS
940,Kansas,Linn County,20107,KS
941,Kansas,Logan County,20109,KS
942,Kansas,Lyon County,20111,KS
943,Kansas,McPherson County,20113,KS
944,Kansas,Marion County,20115,KS
945,Kansas,Marshall County,20117,KS
946,Kansas,Meade County,20119,KS
947,Kansas,Miami County,20121,KS
948,Kansas,Mitchell County,20123,KS
949,Kansas,Montgomery County,20125,KS
950,Kansas,Morris County,20127,KS
951,Kansas,Morton County,20129,KS
952,Kansas,Nemaha County,20131,KS
953,Kansas,Neosho County,20133,KS
954,Kansas,Ness County,20135,KS
955,Kansas,Norton County,20137,KS
956,Kansas,Osage County,20139,KS
957,Kansas,Osborne County,20141,KS
958,Kansas,Ottawa County,20143,KS
959,Kansas,Pawnee County,20145,KS
960,Kansas,Phillips County,20147,KS
961,Kansas,Pottawatomie County,20149,KS
962,Kansas,Pratt County,20151,KS
963,Kansas,Rawlins County,20153,KS
964,Kansas,Reno County,20155,KS
965,Kansas,Republic County,20157,KS
966,Kansas,Rice County,20159,KS
967,Kansas,Riley County,20161,KS
968,Kansas,Rooks County,20163,KS
969,Kansas,Rush County,20165,KS
970,Kansas,Russell County,20167,KS
971,Kansas,Saline County,20169,KS
972,Kansas,Scott County,20171,KS
973,Kansas,Sedgwick County,20173,KS
974,Kansas,Seward County,20175,KS
975,Kansas,Shawnee County,20177,KS
976,Kansas,Sheridan County,20179,KS
977,Kansas,Sherman County,20181,KS
978,Kansas,Smith County,20183,KS
979,Kansas,Stafford County,20185,KS
980,Kansas,Stanton County,20187,KS
981,Kansas,Stevens County,20189,KS
982,Kansas,Sumner County,20191,KS
983,Kansas,Thomas County,20193,KS
984,Kansas,Trego County,20195,KS
985,Kansas,Wabaunsee County,20197,KS
986,Kansas,Wallace County,20199,KS
987,Kansas,Washington County,20201,KS
988,Kansas,Wichita County,20203,KS
989,Kansas,Wilson County,20205,KS
990,Kansas,Woodson County,20207,KS
991,Kansas,Wyandotte County,20209,KS
992,Kentucky,Adair County,21001,KY
993,Kentucky,Allen County,21003,KY
994,Kentucky,Anderson County,21005,KY
995,Kentucky,Ballard County,21007,KY
996,Kentucky,Barren County,21009,KY
997,Kentucky,Bath County,21011,KY
998,Kentucky,Bell County,21013,KY
999,Kentucky,Boone County,21015,KY
1000,Kentucky,Bourbon County,21017,KY
1001,Kentucky,Boyd County,21019,KY
1002,Kentucky,Boyle County,21021,KY
1003,Kentucky,Bracken County,21023,KY
1004,Kentucky,Breathitt County,21025,KY
1005,Kentucky,Breckinridge County,21027,KY
1006,Kentucky,Bullitt County,21029,KY
1007,Kentucky,Butler County,21031,KY
1008,Kentucky,Caldwell County,21033,KY
1009,Kentucky,Calloway County,21035,KY
1010,Kentucky,Campbell County,21037,KY
1011,Kentucky,Carlisle County,21039,KY
1012,Kentucky,Carroll County,21041,KY
1013,Kentucky,Carter County,21043,KY
1014,Kentucky,Casey County,21045,KY
1015,Kentucky,Christian County,21047,KY
1016,Kentucky,Clark County,21049,KY
1017,Kentucky,Clay County,21051,KY
1018,Kentucky,Clinton County,21053,KY
1019,Kentucky,Crittenden County,21055,KY
1020,Kentucky,Cumberland County,21057,KY
1021,Kentucky,Daviess County,21059,KY
1022,Kentucky,Edmonson County,21061,KY
1023,Kentucky,Elliott County,21063,KY
1024,Kentucky,Estill County,21065,KY
1025,Kentucky,Fayette County,21067,KY
1026,Kentucky,Fleming County,21069,KY
1027,Kentucky,Floyd County,21071,KY
1028,Kentucky,Franklin County,21073,KY
1029,Kentucky,Fulton County,21075,KY
1030,Kentucky,Gallatin County,21077,KY
1031,Kentucky,Garrard County,21079,KY
1032,Kentucky,Grant County,21081,KY
1033,Kentucky,Graves County,21083,KY
1034,Kentucky,Grayson County,21085,KY
1035,Kentucky,Green County,21087,KY
1036,Kentucky,Greenup County,21089,KY
1037,Kentucky,Hancock County,21091,KY
1038,Kentucky,Hardin County,21093,KY
1039,Kentucky,Harlan County,21095,KY
1040,Kentucky,Harrison County,21097,KY
1041,Kentucky,Hart County,21099,KY
1042,Kentucky,Henderson County,21101,KY
1043,Kentucky,Henry County,21103,KY
1044,Kentucky,Hickman County,21105,KY
1045,Kentucky,Hopkins County,21107,KY
1046,Kentucky,Jackson County,21109,KY
1047,Kentucky,Jefferson County,21111,KY
1048,Kentucky,Jessamine County,21113,KY
1049,Kentucky,Johnson County,21115,KY
1050,Kentucky,Kenton County,21117,KY
1051,Kentucky,Knott County,21119,KY
1052,Kentucky,Knox County,21121,KY
1053,Kentucky,Larue County,21123,KY
1054,Kentucky,Laurel County,21125,KY
1055,Kentucky,Lawrence County,21127,KY
1056,Kentucky,Lee County,21129,KY
1057,Kentucky,Leslie County,21131,KY
1058,Kentucky,Letcher County,21133,KY
1059,Kentucky,Lewis County,21135,KY
1060,Kentucky,Lincoln County,21137,KY
1061,Kentucky,Livingston County,21139,KY
1062,Kentucky,Logan County,21141,KY
1063,Kentucky,Lyon County,21143,KY
1064,Kentucky,McCracken County,21145,KY
1065,Kentucky,McCreary County,21147,KY
1066,Kentucky,McLean County,21149,KY
1067,Kentucky,Madison County,21151,KY
1068,Kentucky,Magoffin County,21153,KY
1069,Kentucky,Marion County,21155,KY
1070,Kentucky,Marshall County,21157,KY
1071,Kentucky,Martin County,21159,KY
1072,Kentucky,Mason County,21161,KY
1073,Kentucky,Meade County,21163,KY
1074,Kentucky,Menifee County,21165,KY
1075,Kentucky,Mercer County,21167,KY
1076,Kentucky,Metcalfe County,21169,KY
1077,Kentucky,Monroe County,21171,KY
1078,Kentucky,Montgomery County,21173,KY
1079,Kentucky,Morgan County,21175,KY
1080,Kentucky,Muhlenberg County,21177,KY
1081,Kentucky,Nelson County,21179,KY
1082,Kentucky,Nicholas County,21181,KY
1083,Kentucky,Ohio County,21183,KY
1084,Kentucky,Oldham County,21185,KY
1085,Kentucky,Owen County,21187,KY
1086,Kentucky,Owsley County,21189,KY
1087,Kentucky,Pendleton County,21191,KY
1088,Kentucky,Perry County,21193,KY
1089,Kentucky,Pike County,21195,KY
1090,Kentucky,Powell County,21197,KY
1091,Kentucky,Pulaski County,21199,KY
1092,Kentucky,Robertson County,21201,KY
1093,Kentucky,Rockcastle County,21203,KY
1094,Kentucky,Rowan County,21205,KY
1095,Kentucky,Russell County,21207,KY
1096,Kentucky,Scott County,21209,KY
1097,Kentucky,Shelby County,21211,KY
1098,Kentucky,Simpson County,21213,KY
1099,Kentucky,Spencer County,21215,KY
1100,Kentucky,Taylor County,21217,KY
1101,Kentucky,Todd County,21219,KY
1102,Kentucky,Trigg County,21221,KY
1103,Kentucky,Trimble County,21223,KY
1104,Kentucky,Union County,21225,KY
1105,Kentucky,Warren County,21227,KY
1106,Kentucky,Washington County,21229,KY
1107,Kentucky,Wayne County,21231,KY
1108,Kentucky,Webster County,21233,KY
1109,Kentucky,Whitley County,21235,KY
1110,Kentucky,Wolfe County,21237,KY
1111,Kentucky,Woodford County,21239,KY
1112,Louisiana,Acadia Parish,22001,LA
1113,Louisiana,Allen Parish,22003,LA
1114,Louisiana,Ascension Parish,22005,LA
1115,Louisiana,Assumption Parish,22007,LA
1116,Louisiana,Avoyelles Parish,22009,LA
1117,Louisiana,Beauregard Parish,22011,LA
1118,Louisiana,Bienville Parish,22013,LA
1119,Louisiana,Bossier Parish,22015,LA
1120,Louisiana,Caddo Parish,22017,LA
1121,Louisiana,Calcasieu Parish,22019,LA
1122,Louisiana,Caldwell Parish,22021,LA
1123,Louisiana,Cameron Parish,22023,LA
1124,Louisiana,Catahoula Parish,22025,LA
1125,Louisiana,Claiborne Parish,22027,LA
1126,Louisiana,Concordia Parish,22029,LA
1127,Louisiana,De Soto Parish,22031,LA
1128,Louisiana,East Baton Rouge Parish,22033,LA
1129,Louisiana,East Carroll Parish,22035,LA
1130,Louisiana,East Feliciana Parish,22037,LA
1131,Louisiana,Evangeline Parish,22039,LA
1132,Louisiana,Franklin Parish,22041,LA
1133,Louisiana,Grant Parish,22043,LA
1134,Louisiana,Iberia Parish,22045,LA
1135,Louisiana,Iberville Parish,22047,LA
1136,Louisiana,Jackson Parish,22049,LA
1137,Louisiana,Jefferson Parish,22051,LA
1138,Louisiana,Jefferson Davis Parish,22053,LA
1139,Louisiana,Lafayette Parish,22055,LA
1140,Louisiana,Lafourche Parish,22057,LA
1141,Louisiana,LaSalle Parish,22059,LA
1142,Louisiana,Lincoln Parish,22061,LA
1143,Louisiana,Livingston Parish,22063,LA
1144,Louisiana,Madison Parish,22065,LA
1145,Louisiana,Morehouse Parish,22067,LA
1146,Louisiana,Natchitoches Parish,22069,LA
1147,Louisiana,Orleans Parish,22071,LA
1148,Louisiana,Ouachita Parish,22073,LA
1149,Louisiana,Plaquemines Parish,22075,LA
1150,Louisiana,Pointe Coupee Parish,22077,LA
1151,Louisiana,Rapides Parish,22079,LA
1152,Louisiana,Red River Parish,22081,LA
1153,Louisiana,Richland Parish,22083,LA
1154,Louisiana,Sabine Parish,22085,LA
1155,Louisiana,St. Bernard Parish,22087,LA
1156,Louisiana,St. Charles Parish,22089,LA
1157,Louisiana,St. Helena Parish,22091,LA
1158,Louisiana,St. James Parish,22093,LA
1159,Louisiana,St. John the Baptist Parish,22095,LA
1160,Louisiana,St. Landry Parish,22097,LA
1161,Louisiana,St. Martin Parish,22099,LA
1162,Louisiana,St. Mary Parish,22101,LA
1163,Louisiana,St. Tammany Parish,22103,LA
1164,Louisiana,Tangipahoa Parish,22105,LA
1165,Louisiana,Tensas Parish,22107,LA
1166,Louisiana,Terrebonne Parish,22109,LA
1167,Louisiana,Union Parish,22111,LA
1168,Louisiana,Vermilion Parish,22113,LA
1169,Louisiana,Vernon Parish,22115,LA
1170,Louisiana,Washington Parish,22117,LA
1171,Louisiana,Webster Parish,22119,LA
1172,Louisiana,West Baton Rouge Parish,22121,LA
1173,Louisiana,West Carroll Parish,22123,LA
1174,Louisiana,West Feliciana Parish,22125,LA
1175,Louisiana,Winn Parish,22127,LA
1176,Maine,Androscoggin County,23001,ME
1177,Maine,Aroostook County,23003,ME
1178,Maine,Cumberland County,23005,ME
1179,Maine,Franklin County,23007,ME
1180,Maine,Hancock County,23009,ME
1181,Maine,Kennebec County,23011,ME
1182,Maine,Knox County,23013,ME
1183,Maine,Lincoln County,23015,ME
1184,Maine,Oxford County,23017,ME
1185,Maine,Penobscot County,23019,ME
1186,Maine,Piscataquis County,23021,ME
1187,Maine,Sagadahoc County,23023,ME
1188,Maine,Somerset County,23025,ME
1189,Maine,Waldo County,23027,ME
1190,Maine,Washington County,23029,ME
1191,Maine,York County,23031,ME
1192,Maryland,Allegany County,24001,MD
1193,Maryland,Anne Arundel County,24003,MD
1194,Maryland,Baltimore County,24005,MD
1195,Maryland,Calvert County,24009,MD
1196,Maryland,Caroline County,24011,MD
1197,Maryland,Carroll County,24013,MD
1198,Maryland,Cecil County,24015,MD
1199,Maryland,Charles County,24017,MD
1200,Maryland,Dorchester County,24019,MD
1201,Maryland,Frederick County,24021,MD
1202,Maryland,Garrett County,24023,MD
1203,Maryland,Harford County,24025,MD
1204,Maryland,Howard County,24027,MD
1205,Maryland,Kent County,24029,MD
1206,Maryland,Montgomery County,24031,MD
1207,Maryland,Prince George's County,24033,MD
1208,Maryland,Queen Anne's County,24035,MD
1209,Maryland,St. Mary's County,24037,MD
1210,Maryland,Somerset County,24039,MD
1211,Maryland,Talbot County,24041,MD
1212,Maryland,Washington County,24043,MD
1213,Maryland,Wicomico County,24045,MD
1214,Maryland,Worcester County,24047,MD
1215,Maryland,Baltimore city,24510,MD
1216,Massachusetts,Barnstable County,25001,MA
1217,Massachusetts,Berkshire County,25003,MA
1218,Massachusetts,Bristol County,25005,MA
1219,Massachusetts,Dukes County,25007,MA
1220,Massachusetts,Essex County,25009,MA
1221,Massachusetts,Franklin County,25011,MA
1222,Massachusetts,Hampden County,25013,MA
1223,Massachusetts,Hampshire County,25015,MA
1224,Massachusetts,Middlesex County,25017,MA
1225,Massachusetts,Nantucket County,25019,MA
1226,Massachusetts,Norfolk County,25021,MA
1227,Massachusetts,Plymouth County,25023,MA
1228,Massachusetts,Suffolk County,25025,MA
1229,Massachusetts,Worcester County,25027,MA
1230,Michigan,Alcona County,26001,MI
1231,Michigan,Alger County,26003,MI
1232,Michigan,Allegan County,26005,MI
1233,Michigan,Alpena County,26007,MI
1234,Michigan,Antrim County,26009,MI
1235,Michigan,Arenac County,26011,MI
1236,Michigan,Baraga County,26013,MI
1237,Michigan,Barry County,26015,MI
1238,Michigan,Bay County,26017,MI
1239,Michigan,Benzie County,26019,MI
1240,Michigan,Berrien County,26021,MI
1241,Michigan,Branch County,26023,MI
1242,Michigan,Calhoun County,26025,MI
1243,Michigan,Cass County,26027,MI
1244,Michigan,Charlevoix County,26029,MI
1245,Michigan,Cheboygan County,26031,MI
1246,Michigan,Chippewa County,26033,MI
1247,Michigan,Clare County,26035,MI
1248,Michigan,Clinton County,26037,MI
1249,Michigan,Crawford County,26039,MI
1250,Michigan,Delta County,26041,MI
1251,Michigan,Dickinson County,26043,MI
1252,Michigan,Eaton County,26045,MI
1253,Michigan,Emmet County,26047,MI
1254,Michigan,Genesee County,26049,MI
1255,Michigan,Gladwin County,26051,MI
1256,Michigan,Gogebic County,26053,MI
1257,Michigan,Grand Traverse County,26055,MI
1258,Michigan,Gratiot County,26057,MI
1259,Michigan,Hillsdale County,26059,MI
1260,Michigan,Houghton County,26061,MI
1261,Michigan,Huron County,26063,MI
1262,Michigan,Ingham County,26065,MI
1263,Michigan,Ionia County,26067,MI
1264,Michigan,Iosco County,26069,MI
1265,Michigan,Iron County,26071,MI
1266,Michigan,Isabella County,26073,MI
1267,Michigan,Jackson County,26075,MI
1268,Michigan,Kalamazoo County,26077,MI
1269,Michigan,Kalkaska County,26079,MI
1270,Michigan,Kent County,26081,MI
1271,Michigan,Keweenaw County,26083,MI
1272,Michigan,Lake County,26085,MI
1273,Michigan,Lapeer County,26087,MI
1274,Michigan,Leelanau County,26089,MI
1275,Michigan,Lenawee County,26091,MI
1276,Michigan,Livingston County,26093,MI
1277,Michigan,Luce County,26095,MI
1278,Michigan,Mackinac County,26097,MI
1279,Michigan,Macomb County,26099,MI
1280,Michigan,Manistee County,26101,MI
1281,Michigan,Marquette County,26103,MI
1282,Michigan,Mason County,26105,MI
1283,Michigan,Mecosta County,26107,MI
1284,Michigan,Menominee County,26109,MI
1285,Michigan,Midland County,26111,MI
1286,Michigan,Missaukee County,26113,MI
1287,Michigan,Monroe County,26115,MI
1288,Michigan,Montcalm County,26117,MI
1289,Michigan,Montmorency County,26119,MI
1290,Michigan,Muskegon County,26121,MI
1291,Michigan,Newaygo County,26123,MI
1292,Michigan,Oakland County,26125,MI
1293,Michigan,Oceana County,26127,MI
1294,Michigan,Ogemaw County,26129,MI
1295,Michigan,Ontonagon County,26131,MI
1296,Michigan,Osceola County,26133,MI
1297,Michigan,Oscoda County,26135,MI
1298,Michigan,Otsego County,26137,MI
1299,Michigan,Ottawa County,26139,MI
1300,Michigan,Presque Isle County,26141,MI
1301,Michigan,Roscommon County,26143,MI
1302,Michigan,Saginaw County,26145,MI
1303,Michigan,St. Clair County,26147,MI
1304,Michigan,St. Joseph County,26149,MI
1305,Michigan,Sanilac County,26151,MI
1306,Michigan,Schoolcraft County,26153,MI
1307,Michigan,Shiawassee County,26155,MI
1308,Michigan,Tuscola County,26157,MI
1309,Michigan,Van Buren County,26159,MI
1310,Michigan,Washtenaw County,26161,MI
1311,Michigan,Wayne County,26163,MI
1312,Michigan,Wexford County,26165,MI
1313,Minnesota,Aitkin County,27001,MN
1314,Minnesota,Anoka County,27003,MN
1315,Minnesota,Becker County,27005,MN
1316,Minnesota,Beltrami County,27007,MN
1317,Minnesota,Benton County,27009,MN
1318,Minnesota,Big Stone County,27011,MN
1319,Minnesota,Blue Earth County,27013,MN
1320,Minnesota,Brown County,27015,MN
1321,Minnesota,Carlton County,27017,MN
1322,Minnesota,Carver County,27019,MN
1323,Minnesota,Cass County,27021,MN
1324,Minnesota,Chippewa County,27023,MN
1325,Minnesota,Chisago County,27025,MN
1326,Minnesota,Clay County,27027,MN
1327,Minnesota,Clearwater County,27029,MN
1328,Minnesota,Cook County,27031,MN
1329,Minnesota,Cottonwood County,27033,MN
1330,Minnesota,Crow Wing County,27035,MN
1331,Minnesota,Dakota County,27037,MN
1332,Minnesota,Dodge County,27039,MN
1333,Minnesota,Douglas County,27041,MN
1334,Minnesota,Faribault County,27043,MN
1335,Minnesota,Fillmore County,27045,MN
1336,Minnesota,Freeborn County,27047,MN
1337,Minnesota,Goodhue County,27049,MN
1338,Minnesota,Grant County,27051,MN
1339,Minnesota,Hennepin County,27053,MN
1340,Minnesota,Houston County,27055,MN
1341,Minnesota,Hubbard County,27057,MN
1342,Minnesota,Isanti County,27059,MN
1343,Minnesota,Itasca County,27061,MN
1344,Minnesota,Jackson County,27063,MN
1345,Minnesota,Kanabec County,27065,MN
1346,Minnesota,Kandiyohi County,27067,MN
1347,Minnesota,Kittson County,27069,MN
1348,Minnesota,Koochiching County,27071,MN
1349,Minnesota,Lac qui Parle County,27073,MN
1350,Minnesota,Lake County,27075,MN
1351,Minnesota,Lake of the Woods County,27077,MN
1352,Minnesota,Le Sueur County,27079,MN
1353,Minnesota,Lincoln County,27081,MN
1354,Minnesota,Lyon County,27083,MN
1355,Minnesota,McLeod County,27085,MN
1356,Minnesota,Mahnomen County,27087,MN
1357,Minnesota,Marshall County,27089,MN
1358,Minnesota,Martin County,27091,MN
1359,Minnesota,Meeker County,27093,MN
1360,Minnesota,Mille Lacs County,27095,MN
1361,Minnesota,Morrison County,27097,MN
1362,Minnesota,Mower County,27099,MN
1363,Minnesota,Murray County,27101,MN
1364,Minnesota,Nicollet County,27103,MN
1365,Minnesota,Nobles County,27105,MN
1366,Minnesota,Norman County,27107,MN
1367,Minnesota,Olmsted County,27109,MN
1368,Minnesota,Otter Tail County,27111,MN
1369,Minnesota,Pennington County,27113,MN
1370,Minnesota,Pine County,27115,MN
1371,Minnesota,Pipestone County,27117,MN
1372,Minnesota,Polk County,27119,MN
1373,Minnesota,Pope County,27121,MN
1374,Minnesota,Ramsey County,27123,MN
1375,Minnesota,Red Lake County,27125,MN
1376,Minnesota,Redwood County,27127,MN
1377,Minnesota,Renville County,27129,MN
1378,Minnesota,Rice County,27131,MN
1379,Minnesota,Rock County,27133,MN
1380,Minnesota,Roseau County,27135,MN
1381,Minnesota,St. Louis County,27137,MN
1382,Minnesota,Scott County,27139,MN
1383,Minnesota,Sherburne County,27141,MN
1384,Minnesota,Sibley County,27143,MN
1385,Minnesota,Stearns County,27145,MN
1386,Minnesota,Steele County,27147,MN
1387,Minnesota,Stevens County,27149,MN
1388,Minnesota,Swift County,27151,MN
1389,Minnesota,Todd County,27153,MN
1390,Minnesota,Traverse County,27155,MN
1391,Minnesota,Wabasha County,27157,MN
1392,Minnesota,Wadena County,27159,MN
1393,Minnesota,Waseca County,27161,MN
1394,Minnesota,Washington County,27163,MN
1395,Minnesota,Watonwan County,27165,MN
1396,Minnesota,Wilkin County,27167,MN
1397,Minnesota,Winona County,27169,MN
1398,Minnesota,Wright County,27171,MN
1399,Minnesota,Yellow Medicine County,27173,MN
1400,Mississippi,Adams County,28001,MS
1401,Mississippi,Alcorn County,28003,MS
1402,Mississippi,Amite County,28005,MS
1403,Mississippi,Attala County,28007,MS
1404,Mississippi,Benton County,28009,MS
1405,Mississippi,Bolivar County,28011,MS
1406,Mississippi,Calhoun County,28013,MS
1407,Mississippi,Carroll County,28015,MS
1408,Mississippi,Chickasaw County,28017,MS
1409,Mississippi,Choctaw County,28019,MS
1410,Mississippi,Claiborne County,28021,MS
1411,Mississippi,Clarke County,28023,MS
1412,Mississippi,Clay County,28025,MS
1413,Mississippi,Coahoma County,28027,MS
1414,Mississippi,Copiah County,28029,MS
1415,Mississippi,Covington County,28031,MS
1416,Mississippi,DeSoto County,28033,MS
