zip,latitude,longitude,StateAbbrev,County,PropertyCrime,ViolentCrime
30350,33.980254,-84.330016,GA,Fulton,7,11
30354,33.661498,-84.386895,GA,Fulton,7,11
30360,33.933885,-84.272034,GA,Fulton,7,11
30363,33.791004,-84.398978,GA,Fulton,7,11
30175,34.534915,-84.526711,GA,Gilmer,414,59
30513,34.821043,-84.322383,GA,Gilmer,414,59
30522,34.796079,-84.341496,GA,Gilmer,414,59
30534,34.4311,-84.144329,GA,Gilmer,414,59
30536,34.652002,-84.359442,GA,Gilmer,414,59
30540,34.728127,-84.543528,GA,Gilmer,414,59
30705,34.744142,-84.731404,GA,Gilmer,414,59
30803,33.133462,-82.549151,GA,Glascock,15,1
30810,33.235661,-82.589853,GA,Glascock,15,1
30820,33.217572,-82.709869,GA,Glascock,15,1
30823,33.226005,-82.45338,GA,Glascock,15,1
30828,33.368038,-82.656312,GA,Glascock,15,1
31520,31.180919,-81.493973,GA,Glynn,0,0
31522,31.257252,-81.342026,GA,Glynn,0,0
31523,31.225545,-81.628479,GA,Glynn,0,0
31524,31.240597,-81.473387,GA,Glynn,0,0
31525,31.3211,-81.526435,GA,Glynn,0,0
31527,31.06699,-81.433275,GA,Glynn,0,0
31543,31.334089,-81.828853,GA,Glynn,0,0
31561,31.209066,-81.309933,GA,Glynn,0,0
31566,31.182755,-81.805594,GA,Glynn,0,0
30103,34.366336,-84.917546,GA,Gordon,537,104
30139,34.432341,-84.705495,GA,Gordon,537,104
30171,34.343395,-84.726262,GA,Gordon,537,104
30175,34.534915,-84.526711,GA,Gordon,537,104
30701,34.492384,-84.958336,GA,Gordon,537,104
30721,34.788636,-84.916082,GA,Gordon,537,104
30733,34.414593,-85.050554,GA,Gordon,537,104
30734,34.532804,-84.714916,GA,Gordon,537,104
30735,34.602883,-84.882661,GA,Gordon,537,104
30746,34.577084,-85.027274,GA,Gordon,537,104
31730,31.194884,-84.310924,GA,Grady,182,30
31765,31.087551,-84.027154,GA,Grady,182,30
31773,30.973428,-84.048091,GA,Grady,182,30
31779,31.108022,-84.211198,GA,Grady,182,30
31792,30.770798,-84.043704,GA,Grady,182,30
39827,30.947615,-84.210378,GA,Grady,182,30
39828,30.808346,-84.224088,GA,Grady,182,30
39834,30.894278,-84.43115,GA,Grady,182,30
39897,30.911205,-84.329813,GA,Grady,182,30
30631,33.559319,-82.875272,GA,Greene,152,10
30642,33.554175,-83.194404,GA,Greene,152,10
30650,33.583689,-83.473544,GA,Greene,152,10
30665,33.54262,-83.062914,GA,Greene,152,10
30669,33.676402,-83.117743,GA,Greene,152,10
30677,33.783202,-83.373342,GA,Greene,152,10
30678,33.453336,-83.065445,GA,Greene,152,10
30510,34.444872,-83.570707,GA,Habersham,254,44
30511,34.449686,-83.486693,GA,Habersham,254,44
30523,34.713154,-83.551309,GA,Habersham,254,44
30531,34.512602,-83.592206,GA,Habersham,254,44
30535,34.573655,-83.574769,GA,Habersham,254,44
30563,34.567865,-83.454897,GA,Habersham,254,44
30571,34.707523,-83.694014,GA,Habersham,254,44
30577,34.552419,-83.325929,GA,Habersham,254,44
30501,34.319043,-83.814422,GA,Hall,1805,267
30504,34.268204,-83.893289,GA,Hall,1805,267
30506,34.346938,-83.895627,GA,Hall,1805,267
30507,34.24748,-83.773879,GA,Hall,1805,267
30510,34.444872,-83.570707,GA,Hall,1805,267
30517,34.130296,-83.797289,GA,Hall,1805,267
30518,34.130846,-84.027398,GA,Hall,1805,267
30519,34.087409,-83.945058,GA,Hall,1805,267
30527,34.480905,-83.781846,GA,Hall,1805,267
30528,34.621918,-83.79462,GA,Hall,1805,267
30531,34.512602,-83.592206,GA,Hall,1805,267
30533,34.563478,-84.020053,GA,Hall,1805,267
30542,34.179847,-83.910081,GA,Hall,1805,267
30543,34.290463,-83.649536,GA,Hall,1805,267
30548,34.091064,-83.767043,GA,Hall,1805,267
30554,34.398088,-83.661905,GA,Hall,1805,267
30564,34.471046,-83.887074,GA,Hall,1805,267
30566,34.236212,-83.89521,GA,Hall,1805,267
30567,34.180798,-83.676554,GA,Hall,1805,267
30575,34.207594,-83.713441,GA,Hall,1805,267
30678,33.453336,-83.065445,GA,Hancock,91,16
30820,33.217572,-82.709869,GA,Hancock,91,16
31045,33.280835,-82.785442,GA,Hancock,91,16
31061,33.077282,-83.246171,GA,Hancock,91,16
31082,32.996417,-82.903117,GA,Hancock,91,16
31087,33.251362,-83.001031,GA,Hancock,91,16
31094,33.113614,-82.795759,GA,Hancock,91,16
30516,34.380913,-83.030697,GA,Hart,248,46
30520,34.339924,-83.082702,GA,Hart,248,46
30553,34.443769,-83.084137,GA,Hart,248,46
30624,34.186246,-83.044149,GA,Hart,248,46
30634,34.195694,-82.945483,GA,Hart,248,46
30635,34.105769,-82.793148,GA,Hart,248,46
30643,34.3635,-82.908781,GA,Hart,248,46
30662,34.267311,-83.1541,GA,Hart,248,46
30108,33.5317,-85.262996,GA,Heard,111,13
30170,33.42923,-85.169473,GA,Heard,111,13
30217,33.281876,-85.133864,GA,Heard,111,13
30230,33.16449,-84.920565,GA,Heard,111,13
30240,33.036764,-85.120092,GA,Heard,111,13
30263,33.388415,-84.858937,GA,Heard,111,13
30223,33.288794,-84.279919,GA,Henry,87,0
30228,33.404147,-84.30735,GA,Henry,87,0
30233,33.292157,-83.969544,GA,Henry,87,0
30234,33.324024,-84.03139,GA,Henry,87,0
30236,33.524478,-84.325439,GA,Henry,87,0
30248,33.351568,-84.106002,GA,Henry,87,0
30252,33.473512,-84.057165,GA,Henry,87,0
30253,33.448926,-84.18357,GA,Henry,87,0
30273,33.583798,-84.271027,GA,Henry,87,0
30281,33.567898,-84.193388,GA,Henry,87,0
30294,33.636692,-84.264986,GA,Henry,87,0
31005,32.544201,-83.597459,GA,Houston,1264,98
31008,32.665358,-83.786003,GA,Houston,1264,98
31025,32.335837,-83.741003,GA,Houston,1264,98
31028,32.631201,-83.696301,GA,Houston,1264,98
31030,32.570683,-83.890124,GA,Houston,1264,98
31036,32.282069,-83.523212,GA,Houston,1264,98
31047,32.46728,-83.595342,GA,Houston,1264,98
31069,32.440068,-83.748603,GA,Houston,1264,98
31088,32.578421,-83.653876,GA,Houston,1264,98
31091,32.237927,-83.704527,GA,Houston,1264,98
31093,32.647873,-83.657206,GA,Houston,1264,98
31098,32.614215,-83.56856,GA,Houston,1264,98
31512,31.545696,-83.018356,GA,Irwin,108,6
31733,31.59319,-83.489763,GA,Irwin,108,6
31749,31.41359,-83.327184,GA,Irwin,108,6
31750,31.736465,-83.215037,GA,Irwin,108,6
31774,31.565466,-83.263747,GA,Irwin,108,6
31783,31.758976,-83.470125,GA,Irwin,108,6
31790,31.652476,-83.577968,GA,Irwin,108,6
31798,31.613378,-83.065969,GA,Irwin,108,6
30517,34.130296,-83.797289,GA,Jackson,745,72
30529,34.217179,-83.482653,GA,Jackson,745,72
30530,34.222921,-83.393799,GA,Jackson,745,72
30543,34.290463,-83.649536,GA,Jackson,745,72
30548,34.091064,-83.767043,GA,Jackson,745,72
30549,34.107959,-83.577478,GA,Jackson,745,72
30558,34.27254,-83.562688,GA,Jackson,745,72
30565,34.086204,-83.411482,GA,Jackson,745,72
30567,34.180798,-83.676554,GA,Jackson,745,72
30575,34.207594,-83.713441,GA,Jackson,745,72
30601,33.999151,-83.346993,GA,Jackson,745,72
30607,34.017305,-83.447551,GA,Jackson,745,72
30622,33.924477,-83.517989,GA,Jackson,745,72
30646,34.085104,-83.299382,GA,Jackson,745,72
30666,33.962081,-83.584612,GA,Jackson,745,72
30680,33.996386,-83.69955,GA,Jackson,745,72
30014,33.580062,-83.823102,GA,Jasper,226,61
30055,33.497411,-83.749784,GA,Jasper,226,61
30056,33.50025,-83.659584,GA,Jasper,226,61
31024,33.320918,-83.37549,GA,Jasper,226,61
31038,33.133747,-83.646996,GA,Jasper,226,61
31064,33.286454,-83.702299,GA,Jasper,226,61
31085,33.427349,-83.6277,GA,Jasper,226,61
31510,31.545485,-82.440693,GA,"Jeff Davis",170,13
31519,31.684697,-82.879186,GA,"Jeff Davis",170,13
31532,31.72207,-82.758822,GA,"Jeff Davis",170,13
31539,31.8317,-82.605344,GA,"Jeff Davis",170,13
30413,32.88898,-82.510648,GA,Jefferson,128,36
30434,33.025668,-82.383791,GA,Jefferson,128,36
30477,32.861525,-82.401582,GA,Jefferson,128,36
30803,33.133462,-82.549151,GA,Jefferson,128,36
30810,33.235661,-82.589853,GA,Jefferson,128,36
30816,33.156174,-82.166271,GA,Jefferson,128,36
30818,33.276427,-82.338966,GA,Jefferson,128,36
30823,33.226005,-82.45338,GA,Jefferson,128,36
30833,33.19125,-82.353132,GA,Jefferson,128,36
31031,32.866286,-83.32834,GA,Jones,329,27
31032,33.01137,-83.567472,GA,Jones,329,27
31033,33.079307,-83.434007,GA,Jones,329,27
31038,33.133747,-83.646996,GA,Jones,329,27
31046,33.054336,-83.796088,GA,Jones,329,27
31061,33.077282,-83.246171,GA,Jones,329,27
31211,32.901115,-83.576267,GA,Jones,329,27
31217,32.844147,-83.500044,GA,Jones,329,27
30204,33.056208,-84.121725,GA,Lamar,146,8
30224,33.20443,-84.239736,GA,Lamar,146,8
30233,33.292157,-83.969544,GA,Lamar,146,8
30256,33.007484,-84.3099,GA,Lamar,146,8
30257,33.143414,-84.18622,GA,Lamar,146,8
30285,32.987673,-84.258191,GA,Lamar,146,8
30295,33.090279,-84.310405,GA,Lamar,146,8
31016,32.842251,-84.115961,GA,Lamar,146,8
31097,32.890411,-84.166895,GA,Lamar,146,8
31605,30.935963,-83.201226,GA,Lanier,119,24
31635,31.096894,-83.048473,GA,Lanier,119,24
31639,31.216548,-83.190727,GA,Lanier,119,24
31641,30.91957,-83.092297,GA,Lanier,119,24
31645,31.060719,-83.218688,GA,Lanier,119,24
31649,30.963885,-82.995472,GA,Lanier,119,24
30411,32.128124,-82.79438,GA,Laurens,559,73
30428,32.224545,-82.71513,GA,Laurens,559,73
30454,32.436077,-82.730358,GA,Laurens,559,73
31002,32.554049,-82.595322,GA,Laurens,559,73
31009,32.281608,-83.019789,GA,Laurens,559,73
31011,32.131438,-83.083021,GA,Laurens,559,73
31012,32.394344,-83.173715,GA,Laurens,559,73
31019,32.424244,-83.051342,GA,Laurens,559,73
31021,32.493466,-82.943074,GA,Laurens,559,73
31022,32.51154,-83.116631,GA,Laurens,559,73
31027,32.581117,-82.804219,GA,Laurens,559,73
31037,32.10289,-83.036043,GA,Laurens,559,73
31042,32.761346,-83.176859,GA,Laurens,559,73
31065,32.550166,-83.163351,GA,Laurens,559,73
31075,32.351617,-82.956349,GA,Laurens,559,73
31096,32.723279,-82.707269,GA,Laurens,559,73
31701,31.552695,-84.159214,GA,Lee,561,51
31707,31.586919,-84.206431,GA,Lee,561,51
31721,31.52526,-84.301465,GA,Lee,561,51
31743,31.908396,-83.991153,GA,Lee,561,51
31763,31.750045,-84.139141,GA,Lee,561,51
31764,31.976312,-84.088839,GA,Lee,561,51
31787,31.899179,-84.243318,GA,Lee,561,51
39842,31.760949,-84.437475,GA,Lee,561,51
31301,31.75063,-81.602332,GA,Liberty,288,105
31309,31.879947,-81.437643,GA,Liberty,288,105
31313,31.844813,-81.612525,GA,Liberty,288,105
31314,31.870095,-81.63185,GA,Liberty,288,105
31315,31.892873,-81.588978,GA,Liberty,288,105
31316,31.723569,-81.714287,GA,Liberty,288,105
31320,31.765504,-81.368411,GA,Liberty,288,105
31323,31.687492,-81.427667,GA,Liberty,288,105
30668,33.895747,-82.697208,GA,Lincoln,129,24
30817,33.778388,-82.430194,GA,Lincoln,129,24
30427,31.922905,-81.962446,GA,Long,190,20
31301,31.75063,-81.602332,GA,Long,190,20
31313,31.844813,-81.612525,GA,Long,190,20
31316,31.723569,-81.714287,GA,Long,190,20
31601,30.775522,-83.3336,GA,Lowndes,775,62
31602,30.86816,-83.34235,GA,Lowndes,775,62
31605,30.935963,-83.201226,GA,Lowndes,775,62
31606,30.806085,-83.190044,GA,Lowndes,775,62
31632,30.987018,-83.360313,GA,Lowndes,775,62
31635,31.096894,-83.048473,GA,Lowndes,775,62
31636,30.730986,-83.111372,GA,Lowndes,775,62
31641,30.91957,-83.092297,GA,Lowndes,775,62
31645,31.060719,-83.218688,GA,Lowndes,775,62
31698,30.848944,-83.28957,GA,Lowndes,775,62
31699,30.974901,-83.205221,GA,Lowndes,775,62
30512,34.856753,-83.967998,GA,Lumpkin,396,13
30528,34.621918,-83.79462,GA,Lumpkin,396,13
30533,34.563478,-84.020053,GA,Lumpkin,396,13
30534,34.4311,-84.144329,GA,Lumpkin,396,13
30564,34.471046,-83.887074,GA,Lumpkin,396,13
30802,33.601366,-82.299936,GA,McDuffie,224,37
30808,33.384114,-82.391923,GA,McDuffie,224,37
30814,33.437101,-82.308527,GA,McDuffie,224,37
30821,33.492107,-82.737994,GA,McDuffie,224,37
30824,33.512953,-82.514855,GA,McDuffie,224,37
30828,33.368038,-82.656312,GA,McDuffie,224,37
31304,31.510772,-81.354554,GA,McIntosh,327,29
31305,31.396816,-81.393957,GA,McIntosh,327,29
31323,31.687492,-81.427667,GA,McIntosh,327,29
31327,31.467932,-81.248703,GA,McIntosh,327,29
31331,31.51171,-81.443246,GA,McIntosh,327,29
31030,32.570683,-83.890124,GA,Macon,35,0
31041,32.358995,-84.258436,GA,Macon,35,0
31057,32.435,-83.936561,GA,Macon,35,0
31063,32.288966,-83.96326,GA,Macon,35,0
31068,32.328618,-84.117049,GA,Macon,35,0
31069,32.440068,-83.748603,GA,Macon,35,0
31076,32.53887,-84.110141,GA,Macon,35,0
31081,32.419084,-84.281754,GA,Macon,35,0
31091,32.237927,-83.704527,GA,Macon,35,0
31711,32.191128,-84.130077,GA,Macon,35,0
31806,32.263444,-84.322708,GA,Macon,35,0
30530,34.222921,-83.393799,GA,Madison,402,41
30565,34.086204,-83.411482,GA,Madison,402,41
30601,33.999151,-83.346993,GA,Madison,402,41
30624,34.186246,-83.044149,GA,Madison,402,41
30627,33.972176,-82.963748,GA,Madison,402,41
30628,34.028875,-83.213297,GA,Madison,402,41
30629,34.076932,-83.110117,GA,Madison,402,41
30633,34.180903,-83.249172,GA,Madison,402,41
30646,34.085104,-83.299382,GA,Madison,402,41
30662,34.267311,-83.1541,GA,Madison,402,41
30683,33.946841,-83.257109,GA,Madison,402,41
31058,32.488651,-84.410396,GA,Marion,31,2
31801,32.519338,-84.594755,GA,Marion,31,2
31803,32.285466,-84.493596,GA,Marion,31,2
31805,32.263056,-84.739509,GA,Marion,31,2
31824,32.051196,-84.519089,GA,Marion,31,2
30218,33.129318,-84.587178,GA,Meriwether,244,52
30220,33.225468,-84.823454,GA,Meriwether,244,52
30222,33.044355,-84.743495,GA,Meriwether,244,52
30230,33.16449,-84.920565,GA,Meriwether,244,52
30241,33.022342,-84.949512,GA,Meriwether,244,52
30251,33.198174,-84.698112,GA,Meriwether,244,52
30259,33.266198,-84.737458,GA,Meriwether,244,52
30276,33.267076,-84.568654,GA,Meriwether,244,52
30293,32.976649,-84.611505,GA,Meriwether,244,52
31816,32.881465,-84.60815,GA,Meriwether,244,52
31822,32.864979,-84.910348,GA,Meriwether,244,52
31830,32.900708,-84.729063,GA,Meriwether,244,52
39823,31.333568,-84.947033,GA,Miller,44,1
39837,31.152104,-84.677706,GA,Miller,44,1
39841,31.292866,-84.685044,GA,Miller,44,1
39845,30.95145,-84.892724,GA,Miller,44,1
39859,30.987638,-84.812759,GA,Miller,44,1
31705,31.51689,-84.042942,GA,Mitchell,265,33
31716,31.358537,-84.127936,GA,Mitchell,265,33
31730,31.194884,-84.310924,GA,Mitchell,265,33
31744,31.341346,-83.901613,GA,Mitchell,265,33
31765,31.087551,-84.027154,GA,Mitchell,265,33
31779,31.108022,-84.211198,GA,Mitchell,265,33
31784,31.24725,-84.03667,GA,Mitchell,265,33
30204,33.056208,-84.121725,GA,Monroe,416,28
30233,33.292157,-83.969544,GA,Monroe,416,28
31016,32.842251,-84.115961,GA,Monroe,416,28
31029,33.040316,-83.934522,GA,Monroe,416,28
31046,33.054336,-83.796088,GA,Monroe,416,28
31066,32.81105,-84.014758,GA,Monroe,416,28
31097,32.890411,-84.166895,GA,Monroe,416,28
31210,32.907633,-83.735052,GA,Monroe,416,28
31220,32.872083,-83.809833,GA,Monroe,416,28
31801,32.519338,-84.594755,GA,Muscogee,0,0
31804,32.664402,-84.878409,GA,Muscogee,0,0
31808,32.631102,-85.0132,GA,Muscogee,0,0
31820,32.579414,-84.824682,GA,Muscogee,0,0
31829,32.562698,-84.731611,GA,Muscogee,0,0
31901,32.465313,-84.980285,GA,Muscogee,0,0
31903,32.414148,-84.954244,GA,Muscogee,0,0
31904,32.554344,-85.009468,GA,Muscogee,0,0
31905,32.378795,-84.90685,GA,Muscogee,0,0
31906,32.467811,-84.950173,GA,Muscogee,0,0
31907,32.482037,-84.901475,GA,Muscogee,0,0
31909,32.548807,-84.924106,GA,Muscogee,0,0
30013,33.64517,-83.972188,GA,Newton,1669,357
30014,33.580062,-83.823102,GA,Newton,1669,357
30016,33.517433,-83.928703,GA,Newton,1669,357
30025,33.655902,-83.696581,GA,Newton,1669,357
30052,33.815151,-83.893561,GA,Newton,1669,357
30054,33.67325,-83.871806,GA,Newton,1669,357
30055,33.497411,-83.749784,GA,Newton,1669,357
30056,33.50025,-83.659584,GA,Newton,1669,357
30070,33.574432,-83.894702,GA,Newton,1669,357
30094,33.612505,-84.051523,GA,Newton,1669,357
30233,33.292157,-83.969544,GA,Newton,1669,357
31064,33.286454,-83.702299,GA,Newton,1669,357
30605,33.905911,-83.323577,GA,Oconee,419,27
30606,33.937552,-83.42496,GA,Oconee,419,27
30619,33.855797,-83.244711,GA,Oconee,419,27
30621,33.791462,-83.492132,GA,Oconee,419,27
30622,33.924477,-83.517989,GA,Oconee,419,27
30666,33.962081,-83.584612,GA,Oconee,419,27
30677,33.783202,-83.373342,GA,Oconee,419,27
30680,33.996386,-83.69955,GA,Oconee,419,27
30619,33.855797,-83.244711,GA,Oglethorpe,216,32
30627,33.972176,-82.963748,GA,Oglethorpe,216,32
30628,34.028875,-83.213297,GA,Oglethorpe,216,32
30629,34.076932,-83.110117,GA,Oglethorpe,216,32
30630,33.913366,-83.1473,GA,Oglethorpe,216,32
30648,33.880703,-83.04483,GA,Oglethorpe,216,32
30660,33.789216,-82.951866,GA,Oglethorpe,216,32
30667,33.776347,-83.14533,GA,Oglethorpe,216,32
30669,33.676402,-83.117743,GA,Oglethorpe,216,32
30683,33.946841,-83.257109,GA,Oglethorpe,216,32
30101,34.034515,-84.707349,GA,Paulding,2450,180
30120,34.167879,-84.852014,GA,Paulding,2450,180
30127,33.874556,-84.694713,GA,Paulding,2450,180
30132,33.996264,-84.845086,GA,Paulding,2450,180
30134,33.77752,-84.78139,GA,Paulding,2450,180
30141,33.86048,-84.769887,GA,Paulding,2450,180
30153,33.959882,-85.054452,GA,Paulding,2450,180
30157,33.884746,-84.871949,GA,Paulding,2450,180
30178,34.095453,-84.971074,GA,Paulding,2450,180
30179,33.781553,-85.014782,GA,Paulding,2450,180
30180,33.718878,-84.918801,GA,Paulding,2450,180
31008,32.665358,-83.786003,GA,Peach,273,23
31030,32.570683,-83.890124,GA,Peach,273,23
31069,32.440068,-83.748603,GA,Peach,273,23
31076,32.53887,-84.110141,GA,Peach,273,23
30107,34.336291,-84.345793,GA,Pickens,322,74
30139,34.432341,-84.705495,GA,Pickens,322,74
30143,34.459958,-84.431752,GA,Pickens,322,74
30148,34.458792,-84.258613,GA,Pickens,322,74
30175,34.534915,-84.526711,GA,Pickens,322,74
30177,34.411352,-84.377919,GA,Pickens,322,74
30183,34.338804,-84.602425,GA,Pickens,322,74
30534,34.4311,-84.144329,GA,Pickens,322,74
30536,34.652002,-84.359442,GA,Pickens,322,74
30540,34.728127,-84.543528,GA,Pickens,322,74
30734,34.532804,-84.714916,GA,Pickens,322,74
31503,31.202704,-82.417115,GA,Pierce,239,54
31510,31.545485,-82.440693,GA,Pierce,239,54
31516,31.309371,-82.25326,GA,Pierce,239,54
31518,31.512607,-82.185093,GA,Pierce,239,54
31551,31.495821,-82.273207,GA,Pierce,239,54
31556,31.413937,-82.111734,GA,Pierce,239,54
31557,31.375274,-82.098837,GA,Pierce,239,54
30206,33.096058,-84.458228,GA,Pike,181,13
30224,33.20443,-84.239736,GA,Pike,181,13
30256,33.007484,-84.3099,GA,Pike,181,13
30257,33.143414,-84.18622,GA,Pike,181,13
30258,32.972488,-84.4491,GA,Pike,181,13
30285,32.987673,-84.258191,GA,Pike,181,13
30292,33.168489,-84.393225,GA,Pike,181,13
30295,33.090279,-84.310405,GA,Pike,181,13
30104,34.087138,-85.056489,GA,Polk,0,0
30113,33.850746,-85.205308,GA,Polk,0,0
30124,34.133736,-85.345827,GA,Polk,0,0
30125,34.000642,-85.276805,GA,Polk,0,0
30147,34.150627,-85.208239,GA,Polk,0,0
30153,33.959882,-85.054452,GA,Polk,0,0
30173,34.133121,-85.153505,GA,Polk,0,0
30178,34.095453,-84.971074,GA,Polk,0,0
31014,32.415886,-83.349077,GA,Pulaski,235,57
31023,32.183174,-83.199476,GA,Pulaski,235,57
31036,32.282069,-83.523212,GA,Pulaski,235,57
31071,32.129447,-83.540846,GA,Pulaski,235,57
31091,32.237927,-83.704527,GA,Pulaski,235,57
30625,33.520284,-83.33353,GA,Putnam,327,41
30650,33.583689,-83.473544,GA,Putnam,327,41
31024,33.320918,-83.37549,GA,Putnam,327,41
31061,33.077282,-83.246171,GA,Putnam,327,41
39854,31.869218,-85.052557,GA,Quitman,8,5
39867,31.828416,-84.927893,GA,Quitman,8,5
30523,34.713154,-83.551309,GA,Rabun,234,15
30525,34.907223,-83.369347,GA,Rabun,234,15
30537,34.976125,-83.320199,GA,Rabun,234,15
30552,34.770857,-83.443724,GA,Rabun,234,15
30562,34.921479,-83.381098,GA,Rabun,234,15
30568,34.959483,-83.432792,GA,Rabun,234,15
30573,34.749867,-83.416673,GA,Rabun,234,15
30576,34.834589,-83.452139,GA,Rabun,234,15
30581,34.795248,-83.423725,GA,Rabun,234,15
39836,31.666007,-84.868633,GA,Randolph,41,9
39840,31.7813,-84.764124,GA,Randolph,41,9
39846,31.562973,-84.745898,GA,Randolph,41,9
39851,31.619831,-84.992583,GA,Randolph,41,9
39866,31.559484,-84.594397,GA,Randolph,41,9
39867,31.828416,-84.927893,GA,Randolph,41,9
39886,31.745736,-84.621515,GA,Randolph,41,9
30012,33.717806,-84.002515,GA,Rockdale,1683,171
30013,33.64517,-83.972188,GA,Rockdale,1683,171
30016,33.517433,-83.928703,GA,Rockdale,1683,171
30039,33.799244,-84.034408,GA,Rockdale,1683,171
30052,33.815151,-83.893561,GA,Rockdale,1683,171
30058,33.73835,-84.107376,GA,Rockdale,1683,171
30094,33.612505,-84.051523,GA,Rockdale,1683,171
30252,33.473512,-84.057165,GA,Rockdale,1683,171
30281,33.567898,-84.193388,GA,Rockdale,1683,171
30294,33.636692,-84.264986,GA,Rockdale,1683,171
31058,32.488651,-84.410396,GA,Schley,18,5
31068,32.328618,-84.117049,GA,Schley,18,5
31081,32.419084,-84.281754,GA,Schley,18,5
31711,32.191128,-84.130077,GA,Schley,18,5
31719,32.090308,-84.310747,GA,Schley,18,5
31803,32.285466,-84.493596,GA,Schley,18,5
31806,32.263444,-84.322708,GA,Schley,18,5
30426,33.035037,-81.628674,GA,Screven,180,39
30442,32.799793,-81.983529,GA,Screven,180,39
30446,32.563486,-81.463016,GA,Screven,180,39
30449,32.515224,-81.561033,GA,Screven,180,39
30455,32.690978,-81.802282,GA,Screven,180,39
30467,32.753793,-81.603534,GA,Screven,180,39
39825,30.930767,-84.740763,GA,Seminole,64,30
39845,30.95145,-84.892724,GA,Seminole,64,30
39859,30.987638,-84.812759,GA,Seminole,64,30
39861,31.13535,-84.987248,GA,Seminole,64,30
30205,33.267427,-84.475138,GA,Spalding,1094,148
30223,33.288794,-84.279919,GA,Spalding,1094,148
30224,33.20443,-84.239736,GA,Spalding,1094,148
30228,33.404147,-84.30735,GA,Spalding,1094,148
30248,33.351568,-84.106002,GA,Spalding,1094,148
30284,33.34285,-84.288992,GA,Spalding,1094,148
30292,33.168489,-84.393225,GA,Spalding,1094,148
30538,34.500986,-83.263844,GA,Stephens,330,17
30557,34.479752,-83.184905,GA,Stephens,330,17
30577,34.552419,-83.325929,GA,Stephens,330,17
31709,32.064806,-84.123242,GA,Sumter,141,18
31711,32.191128,-84.130077,GA,Sumter,141,18
31719,32.090308,-84.310747,GA,Sumter,141,18
31735,31.969555,-83.973306,GA,Sumter,141,18
31743,31.908396,-83.991153,GA,Sumter,141,18
31764,31.976312,-84.088839,GA,Sumter,141,18
31780,32.03187,-84.388811,GA,Sumter,141,18
31787,31.899179,-84.243318,GA,Sumter,141,18
31806,32.263444,-84.322708,GA,Sumter,141,18
31801,32.519338,-84.594755,GA,Talbot,90,15
31810,32.568261,-84.524881,GA,Talbot,90,15
31812,32.640049,-84.402776,GA,Talbot,90,15
31816,32.881465,-84.60815,GA,Talbot,90,15
31826,32.792963,-84.703286,GA,Talbot,90,15
31827,32.686718,-84.521816,GA,Talbot,90,15
31831,32.685573,-84.706837,GA,Talbot,90,15
31836,32.796402,-84.53509,GA,Talbot,90,15
30631,33.559319,-82.875272,GA,Taliaferro,20,5
30660,33.789216,-82.951866,GA,Taliaferro,20,5
30664,33.556259,-82.798319,GA,Taliaferro,20,5
30669,33.676402,-83.117743,GA,Taliaferro,20,5
30673,33.710745,-82.713931,GA,Taliaferro,20,5
30678,33.453336,-83.065445,GA,Taliaferro,20,5
30417,32.170468,-81.920992,GA,Tattnall,270,23
30420,32.288422,-82.152736,GA,Tattnall,270,23
30421,32.179599,-82.107566,GA,Tattnall,270,23
30427,31.922905,-81.962446,GA,Tattnall,270,23
30436,32.154894,-82.293036,GA,Tattnall,270,23
30438,32.165397,-82.020504,GA,Tattnall,270,23
30453,32.011133,-82.121758,GA,Tattnall,270,23
31006,32.58072,-84.250737,GA,Taylor,76,12
31039,32.594346,-84.387079,GA,Taylor,76,12
31041,32.358995,-84.258436,GA,Taylor,76,12
31058,32.488651,-84.410396,GA,Taylor,76,12
31068,32.328618,-84.117049,GA,Taylor,76,12
31076,32.53887,-84.110141,GA,Taylor,76,12
31081,32.419084,-84.281754,GA,Taylor,76,12
31812,32.640049,-84.402776,GA,Taylor,76,12
31721,31.52526,-84.301465,GA,Terrell,58,7
39826,31.820634,-84.348887,GA,Terrell,58,7
39842,31.760949,-84.437475,GA,Terrell,58,7
39862,31.459371,-84.517381,GA,Terrell,58,7
39877,31.915159,-84.511576,GA,Terrell,58,7
39885,31.717438,-84.351066,GA,Terrell,58,7
39886,31.745736,-84.621515,GA,Terrell,58,7
31626,30.778489,-83.796406,GA,Thomas,471,53
31720,30.878154,-83.724572,GA,Thomas,471,53
31738,31.012669,-83.871864,GA,Thomas,471,53
31757,30.871395,-83.903125,GA,Thomas,471,53
31765,31.087551,-84.027154,GA,Thomas,471,53
31773,30.973428,-84.048091,GA,Thomas,471,53
31778,30.974992,-83.700075,GA,Thomas,471,53
31779,31.108022,-84.211198,GA,Thomas,471,53
31792,30.770798,-84.043704,GA,Thomas,471,53
39828,30.808346,-84.224088,GA,Thomas,471,53
31637,31.295961,-83.440219,GA,Tift,587,72
31714,31.72025,-83.693961,GA,Tift,587,72
31733,31.59319,-83.489763,GA,Tift,587,72
31749,31.41359,-83.327184,GA,Tift,587,72
31775,31.330841,-83.598579,GA,Tift,587,72
31790,31.652476,-83.577968,GA,Tift,587,72
31793,31.462602,-83.593815,GA,Tift,587,72
31794,31.445872,-83.452667,GA,Tift,587,72
31795,31.473599,-83.687414,GA,Tift,587,72
30525,34.907223,-83.369347,GA,Towns,131,31
