ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR,Sectors,US_2007_Demand_$
16580.27,1993017.67,18736229.6,265785.63,0,342780.57,2133.47,120111648.65,102798.62,0.17,0.01,24177.4,0.18,23516.91,7769662.21,677.62,0,0,33.28,0,0,1947475.83,2700379515.5,2636199.11,33341a-air purification and ventilation equipment-us,2233272388.29289
50153.66,1813344.42,16929094.61,454151.58,247974.61,26732.07,6550.13,131303353.79,85095.32,0.01,0.16,13367.9,0.16,15895.81,6264644.01,1238.93,0,0,195.36,0.58,247974.61,2786114.41,2181748913.23,3018364.95,333414-heating equipment other than warm air furnaces-us,1473773562.85081
113122.41,11025974.97,103414677.41,1244489.17,159445.23,55356.54,323895.23,9089432380.06,393929.42,0.06,0.11,39670.93,0.16,92174.22,29822726.35,6645.6,0,0,897.09,0.17,159445.23,11015978.65,11470075376.45,9208657.37,"333415-air conditioning, refrigeration, and warm air heating equipment-us",5984146195.63504
44381.46,2067074.95,19438877.23,975628.18,1076215.74,137800.85,8062.45,120566589.36,112771.62,0.02,0.72,45217.82,0.74,37565.53,13991110.53,999.93,0,0,35.62,5.14,1076215.74,2683991.53,3224022121.6,7336725.54,333511-industrial molds-us,4861996632.22502
85807.96,2357701.6,22175186.39,3782872.49,0,24135.59,8261.29,84100051.61,104066.06,0,0.03,9759.52,0.03,35717.02,13933093.09,2073.22,0,0,34.82,0,0,2472672.1,3417594503.28,4595530.37,33351a-metal cutting and forming machine tools-us,5101207239.35497
48578.76,3003197.15,28189385.27,467935.43,5143807.31,31657.3,8382.34,152114572.83,122763.31,0.01,0.1,14967.56,0.11,50258.71,18112570.48,837.48,0,0,56.52,0.33,5143807.31,2503661.91,4428927322.58,6953111.86,"333514-special tools, dies, jigs, and fixtures-us",7272345953.9417
67089.24,3044051,28628813.25,637829.67,5490.66,31161.87,5436.07,136754277.74,109182.51,0,0.02,8714.3,0.02,41135.25,14901013.23,2186.76,0,0,44,0.16,5490.66,2916968.84,4058989954.46,5600305.49,"33351b-cutting and machine tool accessory, rolling mill, and other metalworking machines-us",2594214569.94819
373487.36,4131189.46,38825042.65,882556.79,243256.84,50387.68,98470.58,112817402.37,197462.6,0.04,0.05,48015.5,0.09,30215.06,11222692.81,2211.9,0,0,290.23,0,243256.84,15100587.27,4806971744.38,7212898.24,333611-turbines and turbine generator sets-us,10897996847.6859
23259.85,1166380.06,10967329.42,84147.39,0,4738.8,2727.55,76262115.28,36572.42,0,0.01,3667.23,0.01,10834.93,4410400.43,696.87,0,0,15.27,0,0,1189046.07,1641014765.44,1274818.45,"333612-speed changers, industrial high-speed drives, and gears-us",-2951802768.43324
44975.79,1505061.07,14154768.6,369008.06,786807.83,8131.37,5210.31,139927202.9,46842.05,0,0.01,49644.56,0.01,11751.97,5265697.74,1908.41,0,0,20.14,0,786807.83,2114456.11,2019901142.1,2502560.02,333613-mechanical power transmission equipment-us,-995347421.276021
1264525.93,9614599.73,89757288.4,2532332.31,80366939.31,363665.23,148892.54,1006595818.32,377154.32,0.1,0.47,155770.27,0.57,48408.57,24608086.38,2013.12,0,0,1138.85,0.12,80366939.31,47501453.23,7575671597.15,17443326.96,333618-other engine equipment-us,2027509528.38456
46154.77,5147740.64,48414221.87,392722.17,28307.23,13824.06,11960.91,146063102.7,167394.47,0,0.03,38127.7,0.04,32031.86,12085621.35,3899.2,0,0,73.69,0.06,28307.23,3637637.41,6827472034.66,7093180.11,33391a-pumps and pumping equipment-us,10025307685.6612
53693.55,3790865.26,35604102.19,387987.05,14206.7,575781.32,15137.68,150005857.69,118807,0,0.02,15883.28,0.02,24972.72,9920408.44,807.61,0,0,56.32,1.16,14206.7,3249815.41,4591040821.91,4392868.36,333912-air and gas compressors-us,7803167660.30737
99825.97,10583601.83,99516747.68,1515495.6,63848.99,135985.47,26342.82,446908897.74,433962.99,0.03,0.12,46995.61,0.16,69259.93,25179075.32,5155.82,0,0,284.28,4.03,63848.99,10128679.95,12219770816.56,11020831.24,333920-material handling equipment-us,21656075217.7013
9606.58,1047322.52,9849447.72,96772.56,0,12350.68,1725.16,27976682.51,44326.83,0,0.01,3851.08,0.01,8968.3,4433669.53,108.71,0,0,18.3,0,0,955469.3,1508445060.87,472516.88,333991-power tools-us,2414993550.51751
262828.36,6676487.31,62647352.24,7027075.49,97076.14,581058.49,92353.99,346541047.4,302123.06,0.06,0.09,110959.81,0.15,56872.89,21182346.16,1660.32,0,0,909.94,0.66,97076.14,8990946.05,7749603859.77,11469594.44,"33399a-welding and soldering equipment, scales and balances, and other general purpose machinery-us",13793774093.6556
8314.38,1745039.68,16413681.17,206421.37,7972.14,3319.53,1017.06,38548238.95,47858.74,0,0.01,1203.1,0.01,17899.7,6240849.08,612.88,0,0,24.21,0.02,7972.14,888619.47,2219413611.81,1460264.74,333993-packaging machinery-us,3432224899.59839
5697.2,883794.75,8305217.29,63749.11,12457.49,5075.4,1092.61,37686835.23,30034.17,0,0.01,1969.69,0.01,11027.09,4053144.31,29.65,0,0,30.5,0.03,12457.49,554610.22,1251383946.71,1247629.27,333994-industrial process furnaces and ovens-us,2103792107.89849
25141.38,3358390.14,31582048.53,795512.6,0,12596.7,2882.84,123756868.37,127990.56,0,0.25,4899.78,0.25,33159.62,12813837.14,642.3,0,0,69.75,0,0,2346708.57,4026991085.16,4206665.06,"33399b-hydraulic pumps, motors, cylinders and actuators-us",-664964677.182926
130280.81,6108708.07,34681447.63,1433613.96,0,93299.03,20887.33,45626790.35,21538.81,0.04,0,11949.38,0.04,81243.11,44474799.25,408.13,0,0,264.51,0.09,0,4123757.88,15855319729.16,15596992.95,334111-computers-us,20118933314.4956
25523.57,2250796.32,12733544.93,304762.28,0,8005.5,2852.34,18740290.98,3040.49,0,0,3145.6,0,30237.74,7060521.55,26.62,0,0,89.14,0,0,976850.1,5700990378.57,3384641.95,334112-computer storage device readers-us,-753946804.080783
226183.16,8247134.42,62843561.38,1178421.87,3747266.16,255584.55,46382.1,284319406.66,19255.96,0.02,0.05,25414.12,0.07,82789.8,12666211.25,102.58,0,0,150.4,151.49,3747266.16,5882472.89,9526908217.36,8028883.38,33411a-computer terminals and other computer peripheral equipment-us,-9517615075.99265
78813.88,5407442.17,30546081.9,261311.04,0,20364.32,12917.23,612331932.44,30200.52,0.01,0.01,8864.2,0.02,41284.28,19163080.29,65.38,0,0,861.41,0.07,0,3514974.69,12715353991.38,11569800.77,334210-telephones-us,6094314841.66425
40154.17,10646815.49,60159405.39,730425.59,0,508651.6,10524.33,162738483.7,82818.2,0.01,0.01,13291.97,0.02,66936.14,21585287.88,5170.77,0,0,1680.38,0.86,0,2719506.74,26903876949.18,15111332.6,334220-wireless communications-us,16641709617.7999
11428.79,1369552,7824603.23,148536.64,379162.36,10756.91,1263.53,42093850.73,21705.36,0,0,4055.22,0.01,16981.79,3714375.94,47.25,0,0,217.89,0.81,379162.36,650539.21,3524716170.93,2382125.32,334290-communications equipment-us,777699020.903908
18377.74,2208176.06,12965615.71,561009.16,91670.93,39546.33,2434.45,143801752.2,52791.95,0.01,0.01,5453.55,0.01,48252.03,7873360.42,24.66,0,0,344.98,0.67,91670.93,1811789.14,4701401283.74,5381432.32,334300-audio and video equipment-us,898126489.501252
321898.59,7819689.22,44381680.46,54530742.02,2363.42,8364700.86,1399347.49,232554725.68,246002.8,0.06,0.39,35307.07,0.45,102891.39,23125553.8,2416.49,0,0,5049.46,26.16,2363.42,7544045.25,20357128407.32,23046969.45,"33441a-electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)-us",-5752316284.5866
873833.87,18195358.85,102724278.67,316961051.9,2556061.49,1191055869.2,108061.71,5265916578.98,208738.11,0.04,0.08,120725.69,0.12,198489.72,72959960.01,329.62,0,0,3099.56,2145.39,2556061.49,23131113.11,59337583000.18,53433365.05,334413-semiconductors-us,13029908087.7614
50396.18,6775848.34,38560426.04,5531297.26,16161.98,11738299.81,30625.42,192455585.62,51724.74,0,0.01,7105.6,0.01,39565.67,9682342.26,3679.26,0,0,1114.67,30.98,16161.98,2333847.69,11319738053.91,12428559.26,334418-printed circuit and electronic assembly-us,5618753634.92691
53003.66,6505330.87,38501931.89,266517.42,134981.65,26756.61,8242.46,69289527.44,18860.05,0,0.01,4709.06,0.01,45455.36,10924653.06,21.97,0,0,355.8,1.37,134981.65,1254886.71,17606951371.83,9109115.3,334510-electromedical appartuses-us,21615440657.8223
77237.18,13565196.89,78154778.14,1948427.17,0,859568.71,12604.42,220256671.7,47213.46,0.01,0.02,10730.05,0.03,126252.72,28325115.01,692.4,0,0,600.63,1.43,0,3329671.87,35940563908.14,29771269.26,334511-navigation instruments-us,34825442112.5868
8174.58,918303.75,5375099.65,93618.78,0,35392.08,1084.43,25403182.45,13158.12,0,0,11345.33,0,12244.35,3288461.45,645.79,0,0,42.79,0,0,407495.4,2437943188.78,2599933.63,334512-automatic controls for hvac and refrigeration equipment-us,-630149688.720703
20334.88,3056152.77,18412310.81,388241.26,190597.91,32428.9,5164.13,50981971.04,24657.09,0,0.11,4112.96,0.12,40343.22,9793619.46,531.54,0,0,126.63,0.49,190597.91,1054319.37,7316032319.39,6451315.69,334513-industrial process variable instruments-us,7193578629.8872
67552.79,1729851.1,9989297.56,611573.03,10056.74,9705.92,4773.82,26079898.67,14530.57,0,0.01,22329.13,0.01,8523.7,1838807.28,97.75,0,0,76.57,0.02,10056.74,654731.01,3382294060.18,669018.43,334514-fluid meters and counting devices-us,1603082543.23542
10640.39,3777966.33,21331383.48,653855.68,3254.78,677539.92,3775.98,46390548.67,20636.55,0,0,1949.8,0,40142.24,11673621.15,23.94,0,0,610.35,1.18,3254.78,656837.6,9286475017.49,10409601.67,334515-signal testing instruments-us,9875418711.4952
10844.68,3598205.13,20520609.19,1267318.32,0,16356,1383.22,46539271.19,24679.07,0,0.01,1070.03,0.01,26078.51,5794221.37,18.07,0,0,153.23,0.04,0,547234.15,8776136515.78,5540347.7,334516-analytical laboratory instruments-us,10872137893.5152
1038832.31,1750219.52,10412545.12,3168271.63,39860302.19,2272060.05,322919.65,160577175.42,83719.48,0.04,0.13,160124.75,0.17,13736.51,3705182.76,582.76,0,0,107.72,1609.79,39860302.19,10488991.35,3498815982.02,10173321.37,334517-irradiation apparatuses-us,5667980422.61959
17990.61,2670474.36,15257469.31,466343.9,34013.32,5142.22,2165.45,31861986.03,8190.89,0,0,8363.19,0,23247.2,5307659.5,553.84,0,0,131.5,0.27,34013.32,906904.52,6777814328.21,4276731.97,"33451a-watches, clocks, and other measuring and controlling devices-us",6204298209.76048
15123.48,1960400.23,11196377,1006182.63,38541.94,8019.55,2063.48,132956474.01,24066.83,0,0,1362.54,0.01,36750.79,6488533.9,26.62,0,0,536.1,1.6,38541.94,900394.97,5095228374.85,2983186.48,"334610-external hard drives, cds, other storage media-us",-185456282.965568
334116.78,673015.74,3816347.05,688876.5,238377.43,284583.1,20629.77,158668328.38,317224.3,0.02,0.04,101056.95,0.06,9764.59,3129341.82,808.63,0,0,105.07,0,238377.43,9600731.8,936185423.48,1834802.73,335110-light bulbs-us,-622097651.988622
106472.36,3857198.7,22528016.11,3966139.18,46340161.39,423608.93,13444.56,348052340.75,113119.18,0.01,0.12,45949.69,0.12,46353.01,15462410.14,701.13,0,0,1402.16,59.36,46340161.39,4204720.79,6542864368.65,9991046.31,335120-light fixtures-us,-3598493727.53283
8993.67,1081886.96,6196411.83,93304.78,11902.57,31676.84,1177.91,48239101.32,126796.1,0.01,0.02,2129.71,0.03,14453.12,4921677.37,22.28,0,0,172.18,0.03,11902.57,1894252.33,1608621762.92,2211281.46,335210-small electrical appliances-us,1895724063.43799
34210.54,1633596.12,9311247.97,726702.88,0,1310447.94,4279.33,146817779.92,181244.66,0,0.02,29682.25,0.02,14264.26,4652804.65,33.63,0,0,254.3,2.19,0,3269457.41,2042706696.3,3653834.24,335221-home cooking appliances-us,4735925269.04864
21562.06,1840791.59,10389655.52,88748.27,0,46263.56,2550.3,1128680328.94,214532.77,0.01,0.02,2385.7,0.03,13971.33,6091538.66,409.17,0,0,289.93,0,0,3750730.68,2844606490.66,2855521.23,335222-home refrigerators and freezers-us,5815717359.17051
78581.13,1464482.97,8464268.98,63076.51,0,267483.05,9643.29,163794214.09,167401.64,0.01,0.03,24990.92,0.03,17753.75,6242415.77,429.09,0,0,225.53,0,0,6146631.12,1814031321.8,6706935.48,335224-home laundry machines-us,4446178477.2053
32122.39,1460726.94,8311996.59,213224.18,0,140593.87,4397.07,59347662.28,326440.05,0.01,0.03,14436.17,0.04,11408.86,3352405.8,520.76,0,0,239.82,0,0,5333348.98,2364954782.49,3913006.86,"335228-major home appliances (except ovens, stoves, refrigerators and laundry machines)-us",1749291603.32648
302964.93,2507258.17,14267734.97,1076630.15,54727.96,71933.63,51030.71,555890386.54,55772.72,0.03,0.04,34301.33,0.08,27975.69,11199077.25,1264.78,0,0,356.26,0,54727.96,12150162.1,3907596971.52,3800477.35,335311-specialty transformers-us,5254917322.53629
283995.88,4111657.77,24049177.05,1724041.57,16247.53,355388.25,32295.23,255099710.68,148904.95,0.02,0.03,85720.59,0.05,40820.23,13518236.26,1621.42,0,0,570.52,0,16247.53,11857394.24,5416523435.09,5670963.64,335312-motors and generators-us,-1361395765.13578
54615.05,3458166.81,19591266.16,1995766.8,0,43158.18,13544.46,138615828.86,40820.02,0.01,0.01,11485.8,0.02,35102.46,11215893.81,1013.11,0,0,503.59,0.02,0,2704196.16,5519394223.39,6743772.66,335313-switchgear and switchboards-us,3821061189.43752
32783.23,3599545.04,20835411.81,451274.16,53420.22,14755.83,6121.68,121516187,33511.93,0,0.01,6993.37,0.01,55864.28,18872513.27,843.13,0,0,514,1.9,53420.22,1560143.11,6484220519.31,6532792.16,335314-relay and industrial controls-us,-378521802.029641
80667,1931410.55,10899105.54,86307213.33,0,28610.05,9804.72,262813422.81,28300.89,0,0.01,171514.12,0.01,13457.05,4333557.63,6718.73,0,0,278.79,0,0,3107403.99,2547681505.91,2811958.72,335911-storage batteries-us,908782666.07023
45777.64,939448.32,5321883.79,2122153,1585168.37,82496.06,13346.09,24854907.39,15876.53,0,0.01,16123.33,0.01,8187.2,2046348.65,4332.24,0,0,135.17,63.99,1585168.37,1097094.1,1487346750.88,745133.96,335912-primary batteries-us,2745179978.4987
66602.64,5134337.04,29200830.53,2408247.58,187291.75,651748.24,11071.88,217644063.63,33784.82,0,0.08,38496.91,0.09,21134.76,9129510.66,1955.13,0,0,187.69,23.51,187291.75,3328499.34,4898053217.12,9555814.18,335920-communication and energy wire and cable-us,-2523728497.37981
94846.47,4053119.43,23337872.59,3529831.65,119773.43,219091.17,3476596.14,190672618.22,991702.8,0.02,0.17,33162.12,0.19,41218.12,16413804.15,9885.9,0,0,1135.16,1.53,119773.43,13662488.86,7948704743.75,24141813.25,335930-wiring devices-us,-561916233.991
2390011.99,857704.49,4842058.83,748066.57,3045.26,37067537.66,69361.63,246508689.13,107591.04,0.04,0.47,646406.62,0.51,6529.81,2412205.7,3377.07,0,0,140.18,0.02,3045.26,20630591.33,1361885053.98,2658667.33,335991-carbon and graphite products-us,326651856.57412
112050.26,2768803.03,15826017.05,5255467.43,50363.45,49087.51,10725.9,62273859.92,48272.5,0,0.02,6466.07,0.02,26902.78,10061222.01,2087.25,0,0,400.15,0.14,50363.45,1209429.55,4175496790.14,7075548.17,335999-other miscellaneous electrical equipment and components-us,6661557857.64195
2138341.65,18871798.07,177479967.68,7113854.77,0,3013919.53,192114.97,1294190052.95,3567950.51,0.48,0.43,520243.01,0.91,89686.98,72101708.36,3723.36,0,0,147.7,0.02,0,122959831.75,20361400951.59,35869342.82,336111-automobiles-us,83710304172.2746
631886.02,41347832.98,388845416.85,10250162.77,0,874552.82,148257.74,3502141866.85,5886909.42,0.19,0.56,396536.2,0.75,58172.87,27473543.23,1445.78,0,0,285.13,4.96,0,111366628.61,34354660201.49,34272520.29,"336112-pickup trucks, vans, and suvs-us",181207031308.338
193468.05,6430296.59,60474937.65,6096279.91,0,548139.84,35907.99,539164749.16,1096806.42,0.1,0.11,92542.04,0.22,40456.38,10489859.3,4501.14,0,0,57.42,39.73,0,24217762.96,5588926118.18,7029593.69,336120-heavy duty trucks-us,24403307054.6548
195543.95,1711173.94,16093023.04,2497619.61,0,674189.22,28663.46,83009587.71,566564.18,0.14,0.07,89760.05,0.21,29801.4,5605409.67,5577.24,0,0,22.47,58.7,0,17367524.67,2007955515.34,3123973.8,336211-vehicle bodies-us,3652784431.13772
55814.09,1950256.01,18344220.43,779629.42,493520.6,92552.04,7868.71,280580422.92,370355.73,0.02,0.04,68025.89,0.06,32759.56,54391526.98,6027.76,0,0,14.25,0.6,493520.6,11449024.12,2283813975.26,5174538.01,336212-truck trailers-us,8366482458.99403
65606.71,1276092.72,12001348.43,1024435.32,0,410796.02,7557.33,374447490.89,373124.32,0.04,0.04,95672.91,0.08,18015.91,7115135.96,67.33,0,0,24.21,0,0,9904948.21,1284785590.57,75093389.31,336213-motor homes-us,5737550162.81131
40412.09,2760040.95,25952708.45,298343.82,0,129502.09,5359.98,329944460.3,768844.17,0.19,0.08,45246.97,0.28,39068.55,8519648.52,190.74,0,0,23.64,0.21,0,9275319.63,3312071907.44,139998324.13,336214-travel trailer and campers-us,10152543083.5259
367455.62,7317395.48,68816018.49,2601688.22,883472.34,466184.53,39879.37,391515406.94,1008429.67,0.04,0.12,145153.53,0.15,62041.6,21392595.65,3593.04,0,0,75.72,0.42,883472.34,22277344.99,8812925267.56,15278592.21,336310-vehicle engines and engine parts-us,-8395478777.92565
137802.65,4800984.46,45250399.08,17055050.49,22286.7,417871.21,17232.12,195286233.28,766525.08,0.02,0.08,102719.94,0.1,59711.54,17914512.59,1463.31,0,0,756.77,0.14,22286.7,14176362.59,6407709035.14,15778353.35,336320-vehicle electrical and electronic equipment-us,-5996340097.9424
724495.86,5399114.72,50768248.71,4925037.31,1323391.23,698852.36,37774,329252658.44,825665.28,0.03,0.38,180025.12,0.41,51986.95,15983446.85,3503.83,0,0,4464.66,1.29,1323391.23,18771693.25,6944589035.85,13326554.48,"3363a0-motor vehicle steering, suspension components (except spring), and brake systems-us",-5073911871.1417
512648.51,9267917.1,87152642.26,1743272.61,251861.38,433418.81,60988,657924708.89,1259071.79,0.05,0.14,130849.14,0.19,86410.98,26837284.26,3702.2,0,0,185.49,0.02,251861.38,30337965.71,11526766386.65,23294147.46,336350-transmission and power train parts-us,-5694367613.73722
46692.17,5259593.31,49466647.73,845378.98,269673,104709.9,6975.5,463125983.67,702255.91,0.01,0.25,20427.35,0.26,39664.62,13106163.47,62.56,0,0,98.74,0.55,269673,10528655.94,5198105410.6,7945912.86,336360-vehicle seating and interior trim (upholstery)-us,-1753514292.57747
101536.96,7000551.52,65835413.6,872563.41,2418.86,173897.13,12810.15,441451453.92,946283.91,0.02,0.1,27191.47,0.12,69857.55,21593983.16,3548.4,0,0,51.14,0.01,2418.86,14024548.49,10471244764.63,16687398.36,336370-vehicle metal stamping-us,986957588.318019
564910.89,11924256.44,112129904.11,15872443.78,610735.96,3382025.51,513799.17,985058835.84,1912364.58,0.46,1.37,315032.94,1.83,117898.59,34631277.9,17541.34,0,0,597.81,3.77,610735.96,44573993.03,14568591741.51,33273425.99,336390-other vehicle parts-us,-1733558431.81392
684385.41,21458141.83,201117252.48,11159886.33,0,474542.32,326012.62,476929163.18,1114316.8,0.11,0.34,225678.29,0.45,175152.7,125394373.82,6865.44,0,0,1205.85,0.32,0,35783941.94,38400369421.04,33609814.8,336411-aircraft-us,78761457145.517
1575275.42,8457448.14,79574379.92,5361935.34,370616.09,267148.82,206783.21,445796455.69,249471.27,0.08,0.39,125811.17,0.47,62816.29,38583278.34,5638.69,0,0,145.8,2.88,370616.09,51650298.62,13860800299.05,29955202.69,336412-aircraft engines and parts-us,10746671851.0026
435862.11,7703393.97,72443645.26,12454814.56,2903.64,798179.81,62018.14,624866599.6,280599.11,0.05,0.26,84980.02,0.31,60632.87,36632188.1,4014.17,0,0,6004.75,1.65,2903.64,18890343.38,15388489743.36,38585475.88,336413-other aircraft parts-us,15598534880.0522
166221.52,3000991.46,26149097.85,1514672.79,0,13488.16,8498.29,28541534.86,138909.57,0,0.01,34831.68,0.01,39982.57,16769736.55,415.57,0,0,98.82,0,0,2303840.1,6786263134.96,5649009.01,336414-guided missiles and space vehicles-us,7369875570.17408
225751.43,1227584.41,11150507.14,1548703.8,0,36253.47,10038.41,101914305.8,31399.86,0,0.01,23105.01,0.01,15229.21,7422310.33,409.42,0,0,39.07,0,0,2767568.14,2525264919.53,3598445.78,33641a-propulsion units and parts for space vehicles and guided missiles-us,1772575584.13293
492653.63,2985793.99,27954216.18,1125850.57,0,208862.24,68504.69,191808749.63,1530021.04,0.07,0.16,170238.54,0.23,16067.46,4937306.39,10163.25,0,0,305.17,0.42,0,32742583.51,2070753480.51,16582829.77,336500-railroad rolling stock-us,9408308807.62854
1080528.06,4321523.68,40640311.73,4706922.65,0,1140598.16,136064.14,130354799.56,1205455.78,0.19,0.09,594992.18,0.29,83454.59,12506983.98,16166.17,0,0,1360.95,707.93,0,49197795.85,6832434646.64,8213005.69,336611-ships and ship repair-us,14956074527.4642
90429.08,2709843.06,25481629.98,1610123.9,100286.19,656984.48,14050.7,177581514.1,5073379.71,2.01,0.91,215254.29,2.92,35960.61,12411620.41,2113.96,0,0,931.2,0.32,100286.19,55027924.89,2982015420.6,9559944.08,336612-boats-us,11455947548.6529
28693.25,1540976.14,14491621.95,1213010.4,0,6165.6,82730.11,23540490.55,22474.15,0,0,10265.08,0.01,17160.49,6036656.32,162.45,0,0,20.85,0,0,1884845.48,2142088188.25,4750344.43,"336991-motorcycle, bicycle, and parts-us",5563712814.18658
345558.18,2804727.27,26376668.73,10635328.43,466699.58,24826.97,22260.08,408598817.25,64949.25,0.01,0.01,92026.88,0.02,11593.8,3489132,1429.09,0,0,25.33,0.77,466699.58,6306148.68,4687499421.31,5357674.29,336992-military armored vehicles and tanks-us,7710283638.58238
50145.53,1796845.87,16902238.82,1608606.48,59124.59,123929.35,7009.01,51406820,359294.46,0.01,0.02,22711.11,0.02,13156.2,4121962.47,870.37,0,0,15.18,0.28,59124.59,4491026.68,1782793897.8,2691938.45,336999-other transportation equipment-us,6244455344.02697
350069.99,13692877.47,128768076.61,14502431.4,10203171.04,3267274.08,38484.5,594699387.88,9072383.04,0.7,1.81,815423.06,2.52,165408.43,84911134.56,1083.94,0,0,122864.54,0.1,10203171.04,146786237,7349592218.33,25920746.09,337110-wood kitchen cabinets and countertops-us,133562190.70986
117686.52,7739414.42,72788104.12,377006.62,0,1639605.8,11680.14,600912669.84,9605750.54,0.32,1.8,130196.88,2.12,65558.56,29380927.66,515.46,0,0,70911.58,0,0,113616323.43,3302378111.4,6388437.64,337121-home furniture - upholstered-us,10988525393.9714
629272.77,5468898.71,51431336.24,1027827.5,0,1669735.61,60619.84,294750683.16,3600561.04,0.28,3.63,537827.45,3.91,57341.98,34018108.36,2326.37,0,0,49059.96,0,0,76472719.76,3331424922.41,11077510.4,"337122-home furniture - wood, nonupholstered-us",7319466514.84032
49499.02,4440582.7,41754019.25,671950.81,198829.38,568334.17,7751.99,134844566.11,3227765.2,0.11,0.65,93783.94,0.76,33878.29,9485325.06,113.95,0,0,24080.67,0.66,198829.38,38623364.61,1360044563.12,4724142.53,"33712a-home furniture - cabinets and non-wood, nonupholstered-us",3227656114.1068
76594.06,4155373.88,39045457.52,320045.17,57816584.44,1314301.16,10157.08,191777793.09,2192657.26,0.18,0.49,188551.02,0.66,32033.97,14579557.23,1580.31,0,0,36884.47,0.06,57816584.44,29464803.66,2301853158.67,5432818.45,337127-institutional furniture-us,5550400777.41187
451938.43,13162292.42,123780411.58,1152725.57,4719352.37,2530240.35,30095.5,524855147.76,6871058.58,0.51,0.77,168488.58,1.28,75148.43,44537314.09,493.21,0,0,118253.83,0.11,4719352.37,98979568.36,8309587277.38,22698373.81,33721a-office furniture and custom architectural woodwork and millwork-us,13678151381.2506
147542.98,5834441.86,54847411.85,480142.87,108945515.76,1312721.9,22814.83,293486233.6,6868576.58,0.25,1.83,185167.93,2.07,52328.4,31200996.23,1132.54,0,0,50834.78,3.18,108945515.76,82882415.66,3204007272.01,7403435.68,337215-shelving and lockers-us,3310984609.87831
32599.65,7286559.34,68524845.69,267282.04,786678.46,1347307.8,5338.01,523109402.66,3707218.34,0.25,0.3,9127.82,0.56,31023.94,23044138.77,202.24,0,0,67544.31,0.04,786678.46,42501489.93,3965900115.21,4594734.02,"337900-mattresses, blinds and shades-us",10619063059.9881
127811.68,14191810.52,133001228.6,2392150.98,342107.52,322848.79,13792.5,190981232.75,244611.51,0.04,0.21,20761.12,0.25,105361.5,31464180.54,363.03,0,0,1020.96,1.13,342107.52,5265284.03,18592061633.79,18600049.3,339112-surgical and medical instruments-us,17247987717.336
114346.14,15434580.83,144918584.81,1829331.12,1427993.7,397513.54,70560.3,636654459.67,158901.61,0.03,0.07,27037.37,0.1,91090.25,28271672.63,1299.7,0,0,235.05,46.99,1427993.7,4697179.52,18911112097.78,19582416.59,339113-surgical appliance and supplies-us,11443872662.982
17528.5,2475070.1,23277490.17,817941.85,53384.31,89341.86,3818.02,76944076.17,49094.58,0,0.01,5300.86,0.02,15268.13,4525316.13,2160.89,0,0,525.04,0.69,53384.31,1018005.45,2594066566.02,3350552.79,339114-dental equipment and supplies-us,2010878337.90605
17521.01,2911475.69,27381720.5,7996484.67,280.99,53516.69,2438.53,33644221.16,11185.01,0,0,12814.7,0,25456.8,9470297.49,15.69,0,0,132.6,0,280.99,978458.08,3549125001.08,5578442.35,339115-ophthalmic goods-us,6400462132.68396
4435.63,2464161.39,23174535.21,79459.42,0,42397.17,623.67,18398182.44,1735.93,0,0,1217.6,0,27362.95,8359608.1,7.26,0,0,0.02,0,0,231144.5,3080561710.38,3512271.91,339116-dental laboratories-us,17215687.5601014
107213.85,12374335.1,116100700.5,627483.22,2375424.78,97829.71,33855.09,109926029.63,146851.22,0.01,0.03,19323.03,0.04,121127.84,24298134.07,5120.92,0,0,246.82,2.39,2375424.78,9107790.59,8050626765.99,6063284.6,339910-jewelry and silverware-us,14535148838.4657
105063.26,5285327.45,49656433.68,649325.63,509911.93,453251.31,10169.34,174240293.74,194375.95,0.02,0.15,30499.58,0.17,44406.04,13701362.6,818.71,0,0,1098.87,1.7,509911.93,4925210.6,4924488754.75,9046618.47,339920-sporting and athletic goods-us,10225851112.6161
41564.88,1455918.24,13690571.03,134268.05,318554.33,34371.99,4158.71,102521850.79,118982.13,0.01,0.02,4977.62,0.03,9835.24,2867254.19,131.47,0,0,22.81,2.24,318554.33,2055860.52,1291015587.81,2066142.07,"339930-dolls, toys, and games-us",931266635.502843
57441.7,2082130.51,19578733.7,853404.13,469064.36,52660.16,8190.87,103769354.16,70801.92,0.01,0.02,7348.56,0.02,19814.05,5394472.4,802.21,0,0,10.52,0.09,469064.36,1948173.81,2340329190.24,7451052.56,339940-office supplies (not paper)-us,1517039235.68191
98400.64,4415369.05,41526296.86,402808.67,306391.72,48628.74,8897.62,180668663.31,86115.84,0.01,0.08,13662.75,0.09,48242.42,13295659.16,53.7,0,0,476.48,1.86,306391.72,3251003.16,4033701639.2,9759727.49,339950-signs-us,8492112852.85406
