zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty
14837,93.0,0.0,6.0,18.0,2.0,6.0,9.0,1.0,3.0,2.0,5640.0,176.0,65.0,100.0,9.0,672.0,799.0,68.0,6.0
14838,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.0,89.0,17.0,52.0,22.0,719.0,805.0,105.0,5.0
14839,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,819.0,271.0,162.0,92.0,9.0,655.0,697.0,26.0,0.0
14840,89.0,0.0,6.0,11.0,2.0,21.0,6.0,3.0,0.0,2.0,2843.0,75.0,14.0,51.0,10.0,818.0,891.0,101.0,1.0
14841,21.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,625.0,130.0,0.0,90.0,33.0,878.0,921.0,60.0,0.0
14842,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,956.0,213.0,100.0,105.0,20.0,696.0,833.0,22.0,0.0
14843,327.0,0.0,14.0,19.0,54.0,11.0,44.0,8.0,12.0,7.0,12786.0,214.0,74.0,127.0,10.0,678.0,815.0,87.0,6.0
14845,566.0,1.0,23.0,38.0,44.0,25.0,52.0,27.0,17.0,24.0,20305.0,73.0,17.0,41.0,15.0,726.0,817.0,92.0,0.0
14846,9.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,836.0,105.0,13.0,64.0,31.0,736.0,850.0,73.0,0.0
14847,46.0,0.0,1.0,10.0,0.0,8.0,3.0,2.0,0.0,1.0,2416.0,152.0,52.0,87.0,8.0,731.0,823.0,83.0,5.0
14850,1823.0,2.0,94.0,94.0,237.0,63.0,330.0,117.0,35.0,27.0,56291.0,269.0,23.0,243.0,5.0,626.0,875.0,126.0,4.0
14854,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1012.0,1008.0,0.0,0.0
14855,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1106.0,157.0,65.0,86.0,2.0,547.0,702.0,16.0,0.0
14856,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,782.0,1008.0,254.0,0.0
14858,18.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1614.0,174.0,80.0,82.0,8.0,688.0,799.0,87.0,5.0
14859,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,726.0,97.0,27.0,45.0,27.0,753.0,864.0,80.0,0.0
14860,18.0,0.0,1.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,1227.0,112.0,29.0,77.0,4.0,758.0,836.0,95.0,3.0
14861,9.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1223.0,133.0,32.0,78.0,22.0,782.0,862.0,133.0,4.0
14864,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1154.0,218.0,21.0,198.0,0.0,765.0,929.0,88.0,0.0
14865,64.0,0.0,5.0,3.0,11.0,4.0,6.0,3.0,0.0,0.0,2845.0,179.0,50.0,104.0,27.0,758.0,832.0,77.0,0.0
14867,53.0,0.0,2.0,14.0,1.0,2.0,2.0,3.0,2.0,2.0,5877.0,135.0,40.0,85.0,6.0,726.0,835.0,115.0,6.0
14869,24.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,1378.0,115.0,42.0,62.0,8.0,700.0,839.0,75.0,0.0
14870,187.0,0.0,5.0,12.0,18.0,3.0,31.0,10.0,3.0,9.0,9891.0,72.0,17.0,47.0,7.0,711.0,804.0,100.0,5.0
14871,40.0,0.0,0.0,12.0,3.0,2.0,2.0,2.0,2.0,1.0,4847.0,40.0,2.0,23.0,13.0,762.0,843.0,80.0,3.0
14872,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,771.0,103.0,20.0,82.0,0.0,719.0,892.0,141.0,0.0
14873,26.0,0.0,3.0,6.0,1.0,0.0,5.0,0.0,0.0,2.0,2685.0,147.0,32.0,105.0,9.0,680.0,796.0,57.0,0.0
14874,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,257.0,61.0,0.0,61.0,0.0,800.0,900.0,66.0,7.0
14877,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,376.0,168.0,42.0,85.0,40.0,801.0,854.0,123.0,6.0
14878,19.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,608.0,55.0,13.0,21.0,17.0,731.0,791.0,77.0,0.0
14879,17.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2003.0,165.0,57.0,91.0,13.0,744.0,825.0,86.0,4.0
14880,20.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1398.0,108.0,26.0,66.0,15.0,778.0,848.0,51.0,6.0
14881,8.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,1012.0,1008.0,570.0,0.0
14882,78.0,1.0,9.0,14.0,3.0,2.0,8.0,4.0,1.0,1.0,3941.0,83.0,43.0,33.0,5.0,729.0,812.0,101.0,0.0
14883,62.0,0.0,4.0,14.0,2.0,4.0,8.0,1.0,2.0,0.0,3925.0,126.0,33.0,87.0,3.0,689.0,809.0,64.0,0.0
14884,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,100.0,22.0,75.0,0.0,862.0,896.0,211.0,0.0
14885,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,750.0,177.0,48.0,116.0,12.0,672.0,822.0,38.0,0.0
14886,144.0,1.0,6.0,17.0,14.0,12.0,15.0,2.0,4.0,2.0,7330.0,122.0,20.0,97.0,5.0,718.0,826.0,81.0,3.0
14889,18.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,1792.0,105.0,37.0,60.0,6.0,687.0,797.0,76.0,0.0
14891,161.0,1.0,12.0,4.0,17.0,8.0,14.0,3.0,0.0,8.0,4259.0,155.0,40.0,106.0,7.0,738.0,824.0,104.0,3.0
14892,125.0,0.0,5.0,12.0,13.0,7.0,13.0,3.0,5.0,4.0,8178.0,195.0,55.0,121.0,20.0,705.0,811.0,106.0,0.0
14893,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1012.0,1008.0,0.0,0.0
14894,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1319.0,181.0,56.0,113.0,11.0,727.0,834.0,39.0,0.0
14895,268.0,2.0,10.0,17.0,47.0,9.0,30.0,8.0,6.0,3.0,9312.0,197.0,55.0,126.0,14.0,734.0,843.0,77.0,3.0
14897,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,852.0,134.0,46.0,69.0,16.0,731.0,792.0,50.0,0.0
14898,15.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1844.0,260.0,131.0,109.0,15.0,611.0,731.0,66.0,4.0
14901,506.0,0.0,24.0,28.0,91.0,20.0,73.0,27.0,43.0,12.0,13060.0,369.0,125.0,216.0,25.0,652.0,768.0,83.0,8.0
14903,267.0,0.0,10.0,25.0,13.0,16.0,31.0,8.0,12.0,7.0,7081.0,106.0,24.0,72.0,9.0,719.0,800.0,86.0,2.0
14904,187.0,0.0,5.0,14.0,20.0,12.0,18.0,4.0,8.0,2.0,15815.0,257.0,92.0,144.0,16.0,659.0,793.0,116.0,6.0
14905,93.0,0.0,3.0,10.0,35.0,1.0,5.0,4.0,3.0,0.0,9201.0,132.0,27.0,78.0,26.0,723.0,813.0,69.0,0.0
15001,588.0,0.0,15.0,62.0,101.0,23.0,58.0,8.0,18.0,26.0,31827.0,126.0,35.0,68.0,23.0,731.0,830.0,77.0,1.0
15003,276.0,0.0,5.0,16.0,31.0,27.0,27.0,3.0,21.0,11.0,11497.0,157.0,47.0,97.0,9.0,724.0,836.0,95.0,1.0
15004,9.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,309.0,115.0,56.0,59.0,0.0,697.0,693.0,87.0,0.0
15005,139.0,0.0,3.0,18.0,22.0,4.0,19.0,1.0,5.0,1.0,9626.0,58.0,14.0,28.0,12.0,764.0,844.0,74.0,0.0
15006,9.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,661.0,703.0,105.0,0.0
15007,29.0,0.0,2.0,5.0,2.0,1.0,4.0,0.0,2.0,0.0,256.0,0.0,0.0,0.0,0.0,953.0,1007.0,0.0,0.0
15009,481.0,0.0,12.0,22.0,131.0,5.0,98.0,17.0,12.0,8.0,15069.0,58.0,12.0,35.0,10.0,739.0,827.0,72.0,2.0
15010,574.0,0.0,21.0,66.0,83.0,18.0,84.0,20.0,11.0,9.0,27643.0,149.0,54.0,78.0,12.0,713.0,816.0,68.0,2.0
15012,415.0,0.0,15.0,36.0,54.0,8.0,38.0,16.0,11.0,18.0,16070.0,90.0,19.0,55.0,14.0,723.0,839.0,75.0,2.0
15014,33.0,0.0,1.0,2.0,8.0,2.0,2.0,0.0,4.0,2.0,3098.0,136.0,27.0,89.0,20.0,698.0,814.0,147.0,0.0
15015,15.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,1233.0,21.0,2.0,19.0,0.0,756.0,809.0,43.0,0.0
15017,725.0,1.0,30.0,61.0,90.0,28.0,133.0,29.0,56.0,6.0,16324.0,67.0,11.0,36.0,22.0,750.0,829.0,109.0,1.0
15018,14.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,821.0,134.0,50.0,80.0,0.0,766.0,853.0,67.0,0.0
15019,20.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1614.0,137.0,48.0,69.0,17.0,724.0,851.0,52.0,0.0
15020,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,262.0,0.0,0.0,0.0,0.0,835.0,859.0,42.0,0.0
15021,138.0,1.0,5.0,16.0,11.0,8.0,13.0,4.0,6.0,7.0,7792.0,79.0,11.0,55.0,13.0,766.0,852.0,71.0,1.0
15022,256.0,0.0,7.0,22.0,48.0,13.0,28.0,9.0,7.0,5.0,10019.0,172.0,62.0,89.0,16.0,737.0,840.0,114.0,2.0
15024,219.0,0.0,12.0,22.0,28.0,15.0,16.0,7.0,8.0,9.0,8342.0,79.0,19.0,43.0,15.0,775.0,832.0,92.0,0.0
15025,304.0,0.0,7.0,38.0,63.0,15.0,32.0,14.0,16.0,6.0,16384.0,151.0,43.0,93.0,11.0,709.0,824.0,61.0,2.0
15026,59.0,0.0,1.0,10.0,6.0,5.0,6.0,5.0,1.0,9.0,3498.0,92.0,24.0,57.0,10.0,734.0,820.0,76.0,0.0
15027,29.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,2159.0,86.0,13.0,42.0,32.0,742.0,834.0,81.0,6.0
15028,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,87.0,0.0,70.0,21.0,718.0,819.0,13.0,0.0
15030,32.0,0.0,0.0,2.0,4.0,7.0,1.0,2.0,1.0,1.0,1031.0,128.0,27.0,86.0,12.0,804.0,860.0,185.0,0.0
15031,25.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,6.0,0.0,597.0,95.0,0.0,80.0,15.0,730.0,872.0,132.0,0.0
15033,82.0,0.0,3.0,8.0,15.0,14.0,5.0,1.0,5.0,3.0,4853.0,215.0,59.0,124.0,29.0,679.0,829.0,60.0,0.0
15034,45.0,0.0,2.0,5.0,3.0,1.0,2.0,0.0,6.0,2.0,1763.0,167.0,48.0,102.0,16.0,829.0,904.0,112.0,0.0
15035,44.0,0.0,2.0,9.0,8.0,0.0,3.0,0.0,1.0,0.0,2138.0,99.0,20.0,72.0,7.0,726.0,824.0,123.0,0.0
15037,214.0,0.0,8.0,36.0,20.0,6.0,19.0,5.0,8.0,9.0,11045.0,73.0,13.0,42.0,20.0,760.0,851.0,62.0,2.0
15038,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,323.0,494.0,151.0,335.0,0.0,705.0,758.0,53.0,0.0
15042,108.0,0.0,4.0,19.0,4.0,5.0,7.0,2.0,12.0,13.0,8545.0,87.0,27.0,45.0,14.0,777.0,831.0,70.0,1.0
15043,29.0,0.0,0.0,6.0,1.0,3.0,4.0,0.0,0.0,4.0,2130.0,114.0,21.0,74.0,20.0,762.0,855.0,46.0,3.0
15044,625.0,0.0,14.0,96.0,81.0,22.0,91.0,19.0,36.0,12.0,28228.0,47.0,14.0,22.0,7.0,694.0,781.0,48.0,0.0
15045,66.0,0.0,1.0,6.0,1.0,11.0,4.0,2.0,4.0,0.0,4466.0,150.0,33.0,97.0,17.0,735.0,813.0,108.0,0.0
15046,30.0,0.0,1.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2631.0,62.0,21.0,34.0,6.0,731.0,829.0,52.0,4.0
15047,8.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,825.0,811.0,178.0,0.0
15049,14.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,868.0,177.0,23.0,118.0,37.0,837.0,909.0,179.0,17.0
15050,25.0,0.0,2.0,9.0,2.0,2.0,4.0,0.0,0.0,2.0,2588.0,59.0,12.0,38.0,8.0,688.0,813.0,45.0,0.0
15051,23.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,8.0,2.0,378.0,69.0,0.0,38.0,36.0,839.0,856.0,37.0,0.0
15052,37.0,0.0,1.0,8.0,2.0,0.0,4.0,0.0,1.0,8.0,3470.0,77.0,16.0,41.0,21.0,755.0,874.0,62.0,0.0
15053,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,781.0,905.0,0.0,0.0
15054,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,404.0,151.0,35.0,116.0,0.0,781.0,854.0,63.0,0.0
15055,62.0,0.0,2.0,12.0,2.0,4.0,9.0,1.0,13.0,0.0,1109.0,97.0,0.0,100.0,0.0,876.0,921.0,146.0,0.0
15056,101.0,0.0,3.0,2.0,4.0,17.0,2.0,3.0,29.0,13.0,1230.0,211.0,110.0,69.0,22.0,720.0,811.0,81.0,0.0
15057,205.0,1.0,4.0,31.0,15.0,7.0,40.0,13.0,9.0,6.0,15589.0,48.0,9.0,28.0,6.0,706.0,801.0,76.0,0.0
15059,51.0,0.0,1.0,1.0,0.0,4.0,7.0,3.0,5.0,3.0,4011.0,246.0,73.0,138.0,35.0,717.0,819.0,44.0,0.0
15060,11.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,787.0,186.0,102.0,78.0,0.0,663.0,765.0,90.0,6.0
15061,391.0,0.0,9.0,30.0,45.0,14.0,27.0,10.0,10.0,5.0,12337.0,79.0,19.0,45.0,14.0,752.0,833.0,66.0,0.0
15062,126.0,0.0,1.0,12.0,20.0,3.0,15.0,2.0,10.0,4.0,7499.0,187.0,58.0,116.0,11.0,769.0,845.0,80.0,0.0
15063,242.0,0.0,5.0,31.0,67.0,14.0,21.0,2.0,5.0,5.0,11158.0,97.0,17.0,58.0,25.0,753.0,847.0,80.0,2.0
15064,28.0,0.0,0.0,10.0,1.0,1.0,2.0,0.0,5.0,1.0,248.0,267.0,86.0,180.0,0.0,811.0,897.0,256.0,0.0
15065,265.0,0.0,3.0,12.0,67.0,14.0,30.0,3.0,6.0,7.0,11772.0,126.0,44.0,67.0,11.0,733.0,831.0,81.0,3.0
15066,239.0,0.0,4.0,26.0,29.0,14.0,27.0,6.0,9.0,6.0,12696.0,136.0,42.0,74.0,15.0,719.0,829.0,75.0,4.0
15067,29.0,0.0,1.0,5.0,6.0,2.0,2.0,0.0,0.0,1.0,2203.0,152.0,46.0,90.0,9.0,745.0,868.0,99.0,4.0
15068,793.0,0.0,27.0,88.0,111.0,52.0,98.0,26.0,40.0,9.0,38325.0,167.0,53.0,95.0,15.0,741.0,835.0,85.0,0.0
15071,224.0,0.0,5.0,25.0,19.0,14.0,29.0,8.0,21.0,6.0,10620.0,74.0,13.0,48.0,12.0,746.0,835.0,139.0,0.0
15074,184.0,0.0,4.0,19.0,24.0,11.0,20.0,3.0,4.0,9.0,8422.0,138.0,35.0,89.0,10.0,784.0,890.0,114.0,2.0
15075,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,421.0,100.0,291.0,0.0,743.0,759.0,0.0,0.0
15076,28.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,869.0,11.0,0.0,11.0,0.0,817.0,942.0,121.0,0.0
15077,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,142.0,254.0,26.0,227.0,0.0,798.0,939.0,69.0,5.0
15078,12.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,360.0,72.0,49.0,22.0,0.0,730.0,799.0,0.0,0.0
15081,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,392.0,97.0,0.0,92.0,5.0,832.0,922.0,164.0,0.0
15082,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,769.0,776.0,111.0,0.0
15083,21.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,855.0,219.0,74.0,106.0,38.0,730.0,831.0,67.0,9.0
15084,336.0,0.0,11.0,31.0,30.0,11.0,34.0,3.0,14.0,2.0,9836.0,117.0,33.0,71.0,12.0,741.0,828.0,99.0,2.0
15085,147.0,0.0,4.0,35.0,12.0,10.0,12.0,7.0,8.0,5.0,7778.0,75.0,22.0,37.0,15.0,751.0,824.0,61.0,4.0
15086,195.0,0.0,10.0,9.0,9.0,19.0,32.0,8.0,33.0,8.0,324.0,0.0,0.0,0.0,0.0,682.0,928.0,0.0,0.0
15087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,222.0,45.0,0.0,0.0,46.0,766.0,922.0,14.0,0.0
15088,27.0,0.0,1.0,3.0,0.0,4.0,3.0,1.0,4.0,2.0,521.0,141.0,52.0,80.0,3.0,682.0,745.0,77.0,0.0
15089,105.0,0.0,4.0,11.0,10.0,6.0,9.0,3.0,3.0,6.0,6192.0,113.0,16.0,67.0,33.0,763.0,893.0,60.0,0.0
15090,980.0,0.0,23.0,66.0,186.0,9.0,269.0,35.0,43.0,4.0,23878.0,32.0,7.0,19.0,4.0,696.0,781.0,62.0,0.0
15101,521.0,1.0,16.0,63.0,67.0,12.0,86.0,29.0,31.0,5.0,24674.0,52.0,14.0,19.0,15.0,729.0,817.0,65.0,1.0
15102,712.0,0.0,25.0,88.0,103.0,26.0,113.0,25.0,34.0,6.0,30055.0,55.0,17.0,25.0,10.0,739.0,828.0,70.0,1.0
15104,116.0,0.0,2.0,16.0,24.0,10.0,3.0,4.0,5.0,6.0,8709.0,348.0,140.0,180.0,27.0,690.0,787.0,84.0,8.0
15106,581.0,0.0,22.0,71.0,37.0,39.0,102.0,15.0,49.0,12.0,19475.0,148.0,46.0,82.0,15.0,754.0,839.0,146.0,1.0
15108,1534.0,0.0,61.0,80.0,191.0,44.0,280.0,83.0,106.0,89.0,41038.0,89.0,18.0,61.0,9.0,732.0,835.0,124.0,3.0
15110,78.0,0.0,1.0,8.0,10.0,5.0,7.0,4.0,1.0,0.0,5459.0,421.0,159.0,230.0,32.0,618.0,743.0,78.0,10.0
15112,71.0,0.0,3.0,13.0,5.0,3.0,9.0,3.0,4.0,3.0,3192.0,229.0,87.0,123.0,15.0,710.0,793.0,129.0,1.0
15116,283.0,1.0,11.0,50.0,21.0,15.0,26.0,16.0,19.0,5.0,14606.0,38.0,2.0,21.0,14.0,787.0,852.0,72.0,0.0
15120,439.0,0.0,16.0,37.0,61.0,14.0,45.0,11.0,19.0,5.0,18605.0,142.0,44.0,76.0,21.0,734.0,840.0,116.0,4.0
15122,459.0,0.0,22.0,31.0,58.0,7.0,31.0,9.0,16.0,11.0,19925.0,141.0,43.0,75.0,22.0,742.0,855.0,89.0,1.0
15126,138.0,0.0,6.0,21.0,15.0,7.0,16.0,6.0,10.0,8.0,7467.0,80.0,25.0,40.0,14.0,706.0,797.0,133.0,0.0
15129,148.0,0.0,6.0,32.0,16.0,2.0,22.0,5.0,8.0,4.0,10599.0,66.0,13.0,34.0,21.0,734.0,825.0,81.0,0.0
15131,204.0,0.0,2.0,16.0,49.0,3.0,28.0,3.0,4.0,2.0,8176.0,34.0,3.0,22.0,7.0,801.0,875.0,80.0,0.0
15132,449.0,0.0,7.0,28.0,123.0,13.0,48.0,7.0,19.0,6.0,21055.0,332.0,108.0,192.0,31.0,707.0,818.0,92.0,1.0
15133,49.0,0.0,1.0,11.0,6.0,0.0,1.0,0.0,0.0,3.0,6340.0,97.0,19.0,65.0,12.0,775.0,853.0,86.0,0.0
15135,63.0,0.0,4.0,14.0,4.0,5.0,7.0,2.0,4.0,0.0,5263.0,120.0,31.0,68.0,22.0,752.0,850.0,73.0,3.0
15136,581.0,0.0,14.0,80.0,102.0,30.0,56.0,16.0,38.0,17.0,22197.0,175.0,55.0,105.0,13.0,719.0,820.0,106.0,2.0
15137,259.0,0.0,8.0,30.0,25.0,8.0,27.0,4.0,15.0,9.0,10019.0,195.0,67.0,106.0,23.0,758.0,832.0,142.0,1.0
15139,243.0,0.0,8.0,18.0,39.0,6.0,44.0,6.0,17.0,6.0,6315.0,65.0,17.0,38.0,9.0,791.0,869.0,143.0,0.0
15140,34.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0,3290.0,226.0,68.0,124.0,32.0,695.0,814.0,84.0,2.0
15142,45.0,1.0,1.0,5.0,5.0,3.0,6.0,3.0,3.0,2.0,1312.0,92.0,50.0,40.0,0.0,748.0,825.0,51.0,0.0
15143,723.0,2.0,36.0,41.0,117.0,15.0,188.0,27.0,41.0,8.0,20105.0,49.0,6.0,36.0,7.0,714.0,786.0,74.0,0.0
15144,91.0,0.0,2.0,11.0,7.0,6.0,10.0,0.0,7.0,3.0,4133.0,116.0,32.0,67.0,17.0,788.0,882.0,114.0,0.0
15145,133.0,0.0,4.0,13.0,18.0,12.0,10.0,6.0,9.0,1.0,7087.0,228.0,73.0,126.0,28.0,711.0,824.0,122.0,6.0
15146,1248.0,0.0,49.0,48.0,245.0,17.0,167.0,63.0,48.0,8.0,27867.0,87.0,22.0,47.0,20.0,766.0,855.0,107.0,2.0
15147,280.0,0.0,8.0,38.0,39.0,15.0,24.0,11.0,13.0,6.0,17517.0,120.0,31.0,68.0,23.0,762.0,873.0,99.0,3.0
15148,58.0,0.0,0.0,8.0,4.0,5.0,3.0,2.0,2.0,5.0,2645.0,250.0,86.0,125.0,37.0,705.0,820.0,93.0,0.0
15201,495.0,0.0,24.0,28.0,43.0,37.0,55.0,19.0,52.0,15.0,12903.0,143.0,35.0,89.0,15.0,791.0,879.0,233.0,3.0
15202,354.0,0.0,15.0,38.0,60.0,8.0,39.0,8.0,12.0,8.0,19312.0,110.0,17.0,74.0,17.0,781.0,852.0,195.0,6.0
15203,638.0,0.0,31.0,16.0,100.0,17.0,110.0,29.0,17.0,9.0,10030.0,237.0,5.0,215.0,21.0,678.0,959.0,364.0,12.0
15204,70.0,0.0,2.0,12.0,6.0,5.0,3.0,5.0,7.0,3.0,8613.0,272.0,123.0,125.0,23.0,692.0,780.0,90.0,5.0
15205,1198.0,0.0,61.0,93.0,87.0,35.0,167.0,47.0,124.0,27.0,22636.0,120.0,32.0,75.0,12.0,743.0,848.0,172.0,1.0
15206,716.0,1.0,44.0,30.0,141.0,19.0,99.0,45.0,24.0,5.0,28399.0,212.0,49.0,136.0,27.0,721.0,841.0,173.0,5.0
15207,129.0,0.0,7.0,19.0,17.0,7.0,11.0,2.0,8.0,4.0,12496.0,198.0,51.0,134.0,12.0,723.0,820.0,81.0,1.0
15208,161.0,0.0,6.0,8.0,25.0,16.0,17.0,5.0,6.0,6.0,10409.0,300.0,96.0,177.0,26.0,687.0,787.0,105.0,3.0
15209,244.0,0.0,12.0,39.0,16.0,12.0,25.0,8.0,15.0,7.0,12514.0,129.0,36.0,71.0,21.0,764.0,849.0,119.0,1.0
15210,258.0,0.0,11.0,28.0,24.0,11.0,14.0,4.0,5.0,3.0,26923.0,260.0,88.0,155.0,12.0,677.0,801.0,108.0,2.0
15211,133.0,0.0,4.0,7.0,10.0,2.0,26.0,11.0,2.0,1.0,11056.0,174.0,48.0,113.0,11.0,765.0,897.0,308.0,4.0
15212,715.0,0.0,45.0,30.0,92.0,21.0,145.0,32.0,33.0,8.0,26354.0,215.0,65.0,123.0,26.0,738.0,851.0,179.0,1.0
15213,787.0,0.0,25.0,10.0,242.0,10.0,90.0,30.0,15.0,0.0,18727.0,557.0,12.0,534.0,15.0,445.0,971.0,136.0,10.0
15214,93.0,0.0,7.0,12.0,16.0,2.0,5.0,6.0,1.0,2.0,13947.0,224.0,81.0,117.0,25.0,718.0,813.0,121.0,1.0
15215,406.0,0.0,13.0,43.0,92.0,15.0,54.0,12.0,18.0,2.0,12504.0,97.0,20.0,67.0,8.0,736.0,823.0,103.0,2.0
15216,436.0,0.0,18.0,32.0,53.0,11.0,74.0,10.0,7.0,5.0,23075.0,96.0,18.0,63.0,15.0,746.0,848.0,175.0,2.0
15217,566.0,0.0,21.0,17.0,112.0,8.0,97.0,34.0,19.0,3.0,26947.0,149.0,15.0,119.0,16.0,716.0,852.0,151.0,2.0
15218,275.0,0.0,7.0,20.0,46.0,11.0,37.0,10.0,7.0,2.0,13873.0,145.0,40.0,93.0,8.0,777.0,855.0,175.0,6.0
15219,1368.0,0.0,54.0,16.0,152.0,10.0,615.0,74.0,28.0,10.0,10255.0,392.0,107.0,243.0,41.0,684.0,845.0,139.0,5.0
15220,762.0,0.0,42.0,32.0,99.0,13.0,222.0,33.0,48.0,6.0,17637.0,99.0,27.0,59.0,11.0,757.0,867.0,152.0,6.0
15221,537.0,0.0,15.0,49.0,120.0,7.0,83.0,32.0,26.0,6.0,31056.0,206.0,56.0,130.0,21.0,750.0,859.0,155.0,1.0
15222,1647.0,0.0,108.0,18.0,109.0,40.0,543.0,71.0,58.0,7.0,3076.0,144.0,0.0,116.0,30.0,901.0,977.0,410.0,6.0
15223,198.0,0.0,3.0,29.0,18.0,12.0,23.0,8.0,19.0,6.0,6866.0,115.0,14.0,82.0,21.0,782.0,865.0,143.0,1.0
15224,296.0,0.0,10.0,12.0,84.0,5.0,39.0,2.0,5.0,0.0,10606.0,235.0,46.0,166.0,25.0,780.0,899.0,267.0,6.0
15225,109.0,0.0,3.0,11.0,0.0,19.0,5.0,5.0,22.0,19.0,1161.0,135.0,28.0,98.0,8.0,795.0,889.0,190.0,6.0
15226,208.0,0.0,3.0,17.0,21.0,7.0,17.0,6.0,7.0,3.0,13584.0,99.0,22.0,65.0,10.0,754.0,845.0,117.0,0.0
15227,367.0,0.0,7.0,40.0,54.0,1.0,60.0,14.0,6.0,5.0,28700.0,132.0,42.0,79.0,8.0,730.0,818.0,110.0,2.0
