zcta,HouseCount,HouseMedianIncome,House0to10K,House10to15K,House15to25K,JobCount
27824,697,62750,10.5,0,6.3,60
27825,46,16250,10.9,34.8,21.7,8
27826,235,30487,7.7,0,22.1,26
27827,18,42500,33.3,0,0,12
27828,3299,39432,12.9,5.9,15,362
27829,729,35764,8.2,7.3,23.5,34
27830,1888,45335,7.6,8.4,12.6,138
27831,1437,27513,11.7,11.8,20.5,52
27832,1241,35605,12.7,11,16.6,76
27834,22858,34512,14.6,8.6,15.3,9992
27837,2287,73854,5.5,8.2,4.7,100
27839,1187,31225,10.8,14.7,11.4,176
27840,236,26471,11.9,19.9,14,16
27842,714,56667,13.4,3.8,7.4,38
27843,434,30200,17.7,1.8,17.1,14
27844,1278,26477,13.5,16.4,19,32
27845,958,36856,11.1,2.9,19.5,76
27846,1290,45227,9.8,8.2,10.6,78
27847,329,20750,26.4,4.6,22.2,12
27849,595,37418,10.3,3.9,12.6,50
27850,3190,40401,9.6,10.1,11.8,256
27851,1932,47162,2.9,5.5,11.9,72
27852,1209,41652,5.5,6.7,12.4,62
27853,133,46010,18.8,6.8,8.3,10
27855,2308,29781,21.7,10.9,10.7,184
27856,6507,50807,9.4,7.8,8.8,996
27857,410,31992,4.6,3.9,23.4,26
27858,22406,44806,12.3,7.4,11.6,5092
27860,691,36493,7.1,10,23.2,96
27862,310,33636,9.7,6.5,13.5,36
27863,4770,55673,4,5.3,6.2,200
27864,1960,38682,10.9,8.7,9.4,122
27865,845,63125,1.7,5.1,13.3,60
27866,373,34792,33.5,3.5,2.7,18
27869,945,28531,10.2,20,18.1,84
27870,10660,34889,11.9,10.2,14,1144
27871,1866,35552,8.3,7.4,21,100
27872,207,19583,30,1.9,26.1,14
27873,157,47813,5.7,14.6,17.8,14
27874,1757,32123,20.4,6.1,13,164
27875,284,-,0,29.6,22.9,2
27876,681,30474,7.9,9.1,21.9,36
27878,818,24893,12.7,16.3,21.4,64
27879,117,52188,1.7,2.6,24.8,18
27880,1151,65481,3.9,4.3,13.5,90
27881,32,-,12.5,18.8,12.5,2
27882,2858,40364,9.8,6.5,14.7,194
27883,1361,42957,11.7,10.3,11.5,62
27884,445,61681,0,4.7,18.7,34
27885,374,-,8,2.9,9.1,34
27886,8386,34938,10.3,8.6,15.4,740
27888,909,35343,6.7,6.2,24.6,26
27889,10860,38407,10.9,7,15.2,1522
27890,997,30080,27.4,9.3,10.2,126
27891,2063,41205,8.2,7,20.8,78
27892,5807,36262,9.9,8.5,14.6,658
27893,15340,34626,11.2,10.1,15.2,5838
27896,8244,62676,3.3,3.1,9.4,932
27897,800,35067,12.9,13.9,20.9,64
27909,14646,47274,9.9,6.2,11.7,5316
27910,4632,36240,11.3,9.4,14.7,620
27915,453,37639,1.8,0,12.4,122
27916,381,66406,8.4,0,5,8
27917,334,31250,12.9,0,10.5,44
27919,503,-,11.5,0,27.6,32
27920,533,31914,1.3,13.9,15,192
27921,1857,67418,8.3,2.9,6,144
27922,391,40547,18.4,3.1,22,50
27923,256,46250,3.9,8.2,12.1,50
27924,1297,31880,11.6,9.5,15.3,62
27925,1432,34796,13.6,13.8,11.2,150
27926,578,54483,2.2,4.3,14.7,22
27927,384,68125,2.1,0,14.3,312
27928,830,35000,9.9,6.6,18.6,56
27929,662,74167,1.2,5.6,7.3,54
27932,5014,41162,11.6,5.2,15.7,654
27935,637,63914,12.6,0,2.5,52
27936,426,37813,1.9,13.1,20,78
27937,1628,54217,7.6,6.6,12.6,32
27938,577,43427,6.1,1.6,18,84
27939,888,55357,10.1,2.7,15.7,98
27941,243,59861,0,4.5,4.9,64
27942,336,39079,3.9,0,14.9,6
27943,211,80260,0,0,4.3,124
27944,5215,44468,7.5,5.8,14.5,692
27946,441,52898,5.2,0,4.5,30
27947,556,55625,0,1.6,13.3,62
27948,4713,55700,3.6,4.3,8.8,844
27949,3208,73731,2.9,2.3,2.5,1030
27950,805,59071,4.7,0,7.1,18
27953,421,44188,2.4,14.3,7.4,24
27954,3000,50110,4.3,3.8,8.3,456
27956,165,-,0,0,0,10
27957,594,42222,17,5.1,8.1,46
27958,3796,82843,3.2,2.3,6.7,278
27959,1298,56719,7.6,0.5,5.8,672
27960,121,59904,0,0,30.6,168
27962,3106,35601,18.9,7.4,14.3,348
27964,287,61250,0,3.8,9.4,78
27965,272,41250,11.8,0,0,22
27966,364,39516,20.6,0,9.6,126
27967,114,28750,7.9,7,25.4,10
27968,92,49375,0,0,0,54
27970,1320,29590,18.7,4.2,18.3,52
27972,98,-,9.2,0,0,20
27973,513,51645,3.3,2.1,7.2,36
27974,468,41786,4.1,3.2,16,26
27976,1314,76250,0.7,0,8.4,62
27978,93,43295,0,0,45.2,6
27979,632,50721,3.8,3.8,11.2,64
27980,844,45152,4.5,5.1,7.8,40
27981,678,46813,4.4,6.5,9.4,108
27982,40,-,0,22.5,0,30
27983,3551,27713,9.9,15.2,20.3,346
27985,155,25179,24.5,5.2,20,14
27986,532,32778,12.4,11.5,17.1,52
28001,10649,44270,8.9,8.8,12.1,2824
28006,432,36429,5.1,5.1,21.8,30
28007,259,35809,5.4,1.5,17,18
28009,572,32788,3.8,8.9,25.7,20
28012,8667,61548,4.9,3.9,10.9,1032
28016,4829,39163,9.1,8.3,16.6,294
28017,0,-,-,-,-,90
28018,2050,36193,4.7,15.3,16.8,112
28019,0,-,-,-,-,14
28020,817,44844,12.1,3.3,13.3,46
28021,5270,44827,8.7,4.8,12.4,412
28023,5609,50123,6.3,6.1,12.8,414
28025,19907,52106,5.3,4.2,10.2,4716
28027,22089,67274,3,3.2,6.4,3232
28031,11636,86027,4.7,2.1,6.5,2162
28032,1177,55375,2.7,9.9,9.1,84
28033,1251,50975,1.9,3.2,5.9,44
28034,6307,44495,8.2,9.3,11.8,480
28036,5793,114641,3,2.5,5.4,1828
28037,7868,70968,4,2.7,7,1394
28039,25,21964,0,28,28,10
28040,3169,39317,10.5,3.1,15,104
28043,8297,33662,11.3,9.5,19.2,1016
28052,12449,34195,12.6,8.3,16.7,2916
28054,15000,41319,7.1,7.5,15.1,4180
28056,12402,61134,4.7,4.5,8.9,1016
28071,1172,44167,9.8,4.7,14.1,64
28072,463,48304,1.3,4.3,12.5,74
28073,2022,41579,9,8.1,15.4,200
28075,6003,89798,3.2,2.4,4.2,838
28076,194,25946,16,20.1,6.7,28
28077,203,22292,21.2,12.8,24.1,12
28078,21600,92707,2.7,2.6,4.2,6148
28079,12063,74925,2.8,1.9,5.3,1676
28080,2921,48962,4.3,8.9,17.5,124
28081,9704,48777,7.3,4.9,9.7,630
28083,9207,45503,5.6,6.8,12.3,1736
28086,10132,41128,10.9,7.1,14.4,946
28088,1030,53828,2.6,0,12.5,110
28089,24,33333,37.5,0,0,10
28090,3410,33013,9.2,12.1,16.5,300
28091,977,40587,12.2,9,10.1,44
28092,15180,45358,8.1,6.3,14.3,2824
28097,2387,53118,6.7,3.9,10.1,310
28098,1327,49391,4.5,7.9,12.1,142
28101,280,53929,2.5,3.9,14.3,36
28103,3896,56108,6.8,3.7,8.8,376
28104,10315,101439,2.3,2.5,3.2,1422
28105,17053,71921,3.3,2.2,5.9,5708
28107,2791,54801,4.3,4,10.5,360
28108,33,61917,0,0,0,30
28109,65,39250,0,15.4,7.7,14
28110,18212,56250,4.1,4.3,10.2,2540
28112,9315,49993,6.5,6.2,11.6,1988
28114,2882,37298,10,8.6,13.4,122
28115,12975,60256,4.9,3.1,9.3,3576
28117,14591,85376,3.8,2.5,5.2,3406
28119,1203,30650,7.7,15.3,16.5,16
28120,7819,53423,4.7,4.7,11.2,586
28124,2329,58460,6.4,4.1,9.6,240
28125,887,57399,7.6,6.3,4.7,90
28127,2879,45491,3.3,7.4,9.9,138
28128,3003,42526,6.2,7.4,11.3,228
28129,2269,46975,3.8,7.1,11.7,216
28133,900,49444,6.2,6.4,8.9,72
28134,4400,60760,5.6,4.8,12.1,1280
28135,1660,43872,6.3,5.5,19.2,100
28137,1107,46350,3.8,3.6,12.4,128
28138,3746,48849,7.7,3.4,10,324
28139,8069,43007,5.6,6.3,15.9,1432
28144,9356,36380,14.3,8.2,13.9,3032
28146,10636,51029,6.8,4.4,11.8,1368
28147,8922,47881,9.1,5.3,11.4,922
28150,10927,36485,11.7,8.6,14.2,4356
28152,9573,42044,10.6,5.3,14.9,888
28159,1087,52860,4.7,6.9,13.8,92
28160,1256,34205,9.1,12.5,15.4,242
28163,1979,55154,5.5,3.7,7.6,134
28164,5746,55682,7,5.7,9,400
28166,3641,57488,2.7,8.1,6.7,420
28167,1071,31719,7.7,17.7,18,32
28168,3856,47236,5.4,5.5,12.3,202
28169,48,21364,18.8,4.2,45.8,18
28170,4660,37664,12.6,10.8,15,520
28173,16737,106688,2,1.9,4.6,1708
28174,2923,47392,4.7,7.7,12.2,180
28202,6442,87857,8.9,3,5.2,21376
28203,7746,79861,7.6,4.9,5.3,2524
28204,3163,58698,10.4,5.8,8.2,15700
28205,19544,45202,8.2,7.4,11.4,7296
28206,4695,28528,14.4,9.5,22.5,1364
28207,3819,131164,4,2.8,5.9,1720
28208,13762,31264,13.7,9.3,17,32732
28209,10336,70098,4.2,3.3,7.2,4032
28210,20658,64490,3.8,3,9.3,4964
28211,12487,77369,8,3.9,6.7,5164
28212,15714,36897,9,4.4,17.9,2324
28213,15353,42265,8.2,5.3,13.2,5608
28214,13849,57492,4.2,3.5,8.6,2004
28215,20485,48515,7.1,4.3,11.9,1088
28216,19283,49440,6.3,4.4,10.9,3972
28217,10316,45259,9.6,5.3,10.1,7584
28226,15873,84247,3.2,2.5,5.3,4888
28227,19810,54928,3.9,4.8,9.3,2114
28244,0,-,-,-,-,128
28262,15338,51228,9.1,2.9,9.7,2230
28269,29239,63097,3.8,2.4,7.1,8034
28270,12828,93019,3,2.1,4.3,1336
28273,13780,63031,3,2.5,7.9,3130
28277,26012,101490,2.1,1.5,4.3,9268
28278,8811,82380,2.8,0.8,4.5,1544
28280,0,-,-,-,-,96
28282,0,-,-,-,-,36
28301,7010,24396,19.5,13.6,17.9,2780
28303,13000,39844,8.8,6.8,12.9,2192
28304,14389,47979,6.4,6.1,12.1,1532
28305,2870,47849,8.3,7.4,13.8,550
28306,15048,48095,9,4.8,12.2,2448
28307,4860,41756,5.7,1.2,10.6,188
28308,22,116944,0,0,0,26
28310,0,-,-,-,-,180
28311,14587,47305,6.6,5.2,13.1,750
28312,7248,42901,8.9,9.7,12.9,466
28314,23082,45938,8.4,3.7,10.4,2004
28315,4885,49591,5.1,8.6,11.2,806
28318,1766,46629,2.3,4.2,13.1,58
28320,3962,37810,14,7.1,17.8,178
28323,1344,52756,6.6,3.4,12.4,46
28325,194,41500,0,9.8,14.4,22
28326,7105,58237,5.6,5,8.9,214
28327,5951,51491,5.4,8.7,11.7,470
28328,10092,34521,10.5,10.7,15.1,2300
28330,148,-,0,8.8,0,14
28332,97,31806,18.6,0,15.5,38
28333,3834,31068,7.7,6.4,22.9,124
28334,9763,36840,10.3,9.4,14.9,2456
28337,4344,31547,17.3,10.6,11.4,576
28338,1851,36645,10.9,5.8,18.8,94
28339,2838,38464,10.6,6.6,10.5,176
28340,3959,28941,16.5,13.4,13.8,456
28341,1467,37204,10,5.8,18,116
28342,79,45469,1.3,0,6.3,28
28343,513,33713,18.3,8.2,16.8,8
28344,1137,42372,7.9,5,7.7,34
28345,4867,32805,12.9,9.1,17.9,338
28347,532,26993,18.2,9.2,11.5,26
28348,12373,52856,7.2,3.8,12.6,686
28349,1220,37169,9.8,4.3,13.3,176
28350,70,-,0,0,24.3,8
28351,1782,35690,8.9,3.7,22.7,92
28352,9494,31069,17,10.7,15.4,1848
28356,1900,60116,10.9,3.5,8.1,72
28357,983,30869,16.9,13.9,9.7,132
28358,13472,35275,14.6,9,13.8,3312
28360,4852,39370,11.7,7.2,14,236
28363,498,39353,8.8,5.2,8.2,16
28364,5122,30407,16.4,11.6,15,210
28365,6022,42476,10.5,7.1,12.2,548
28366,2119,36053,11.8,5.3,17.4,150
28367,18,35625,0,38.9,5.6,2
28369,1100,28958,12.8,11.2,19.7,68
28371,2372,49677,11.1,5.2,10.5,72
28372,4588,28271,16.5,9.2,18.9,420
28373,1015,44225,5.7,13.7,7.6,76
28374,7667,83023,1.7,1.4,4.9,1512
28375,41,42708,0,0,24.4,4
28376,14364,47737,8.1,6.5,9.6,772
28377,4338,26721,17.1,10.9,18.1,290
28379,10568,33904,14.5,10.7,15.4,2132
28382,2719,41415,7.8,10.2,10.7,172
28383,2959,33707,13.3,11.4,14.3,94
28384,4114,32652,10.8,8.1,16.7,278
28385,992,30000,8.9,19.3,14.5,72
28386,1889,30674,17.1,8.6,16,64
28387,6760,49969,7.6,6.4,11.4,2660
28390,8312,45189,7.9,5.7,11.3,608
28391,2115,49511,8.3,8.1,7.5,128
28392,682,41000,8.4,17.4,9.1,46
28393,783,41081,0.9,3.7,12.4,32
28394,2126,42196,7.5,5,11.4,164
28395,867,51892,6,6.5,11.4,68
28396,1066,42924,17,11.5,7.7,46
28398,2796,35343,7.9,9.9,13,272
28399,828,31716,14.1,6.3,18.2,16
28401,10216,31138,16.2,8.8,16,4940
28403,17517,35601,13.5,8.6,14.8,8520
28405,13545,53724,6.7,5,10.4,5680
28409,12654,78878,4.5,2.7,4.6,1932
28411,14027,70564,3.5,3.6,7,2332
28412,16731,51495,6.7,5.1,12.6,3016
28420,1436,45000,6.7,8.2,9.9,46
28421,507,37989,7.1,7.1,15.6,28
28422,3156,44396,9.9,4.2,13.6,182
28423,897,40848,5.4,9.6,12.8,50
28424,29,-,20.7,20.7,17.2,6
28425,3925,38241,12,10.5,10.5,420
28428,2813,62207,5,2.5,11.7,518
28429,2880,46071,6.3,4.8,14.9,302
28430,778,53317,6.2,6.7,18.5,32
28431,2878,35746,13.9,9.5,11.7,176
28432,746,31172,11,14.7,14.6,16
28433,2002,30915,10.4,10,17.3,70
28434,611,38377,15.4,12.6,7.9,14
28435,968,34242,20.5,6.6,14,38
28436,811,47177,6,12.1,5.7,78
28438,694,29545,15.7,10.4,19.7,20
28439,590,36389,12.4,6.9,14.1,50
28441,1433,28014,17.3,12.4,18.3,64
28442,708,37200,6.2,4.8,20.1,12
28443,7690,60886,5.4,3.4,8.3,888
28444,878,42147,6.3,14.9,12,64
28445,2868,63041,6.1,2.9,12.6,440
28447,564,49811,3.5,8,6.4,20
28448,385,25917,39.5,4.2,4.9,14
28449,809,70521,4.1,1.6,4.6,86
28450,1000,49712,13.9,4,10.4,80
28451,13383,53141,8.9,5,9.5,986
28452,367,-,43.3,0,11.7,8
28453,1280,38247,11,4.3,16.1,38
28454,815,53558,5.5,4.4,17.2,38
28455,743,39750,2.3,14.5,19.4,22
28456,1548,35000,13.2,11.2,9.8,88
28457,3702,41222,14.2,8.8,8.3,222
28458,2736,35290,14.1,5.7,20.7,160
28460,4062,59049,6.7,2.5,11.2,316
28461,8618,62524,5.6,2.3,6.4,1080
28462,5437,40359,7.9,6.5,17,444
28463,3566,33223,15.8,13.1,8.6,288
28464,956,26934,8.7,25.6,11.4,38
28465,3403,58560,4.7,2.6,11.1,308
28466,4117,35444,11.4,11.8,12.8,448
28467,4689,51713,3.9,3.8,9.7,320
28468,2393,53997,10.2,3.8,6.1,192
28469,2744,67945,5.1,5.2,9.9,462
28470,5029,39170,7.1,11.3,14,1192
28472,7570,34935,12.4,9.7,15,1090
28478,1829,36563,11.5,2.5,18.5,60
28479,2312,49357,2.7,2.5,8.2,96
28480,1211,80560,3.5,1.7,4.5,252
28501,7995,29332,16.3,13.4,15.6,1984
28504,8729,47275,4.2,6.5,15.4,1744
28508,812,39318,6,4.1,14.2,28
28510,676,53300,3.3,2.2,13,52
28511,291,40096,11,5.2,20.3,8
28512,1606,63068,3.2,4.2,8.7,328
28513,4006,45772,10.4,8.3,8.9,328
28515,913,31678,14.3,7.8,16,148
28516,5113,45247,7.2,9,14.7,600
28518,3342,45747,11,7.4,15.4,254
28519,145,51406,0,28.3,8.3,50
28520,195,55958,0,11.8,12.3,4
28521,944,54583,4.2,5.7,13,38
28523,932,63947,4.3,7.7,5.4,28
28524,161,24646,0,21.7,32.9,18
28525,1075,37898,8.6,7.7,13.6,40
28526,1219,34787,8.4,9.1,18.1,50
28527,453,56563,1.3,9.3,9.5,24
28528,214,43152,4.2,3.7,22.9,6
28529,872,48214,4.5,4.7,18.3,66
28530,2779,35954,9.3,7.2,16.6,172
28531,630,41375,7.1,8.4,14.4,38
28532,8178,49542,5.7,4.9,7.2,620
28533,19,-,0,0,0,80
28537,42,-,0,0,50,8
28538,803,37163,13,2.9,20.7,46
28539,5874,52590,6.4,5.1,7.3,176
28540,17572,48377,6.9,4.2,9.9,5526
28543,1952,35037,3.2,2.4,20.8,8
28544,2256,36534,9.9,6.4,11.1,88
28546,16603,46210,5.4,5.4,9.3,1822
28547,2135,44715,9.9,0.9,7.1,188
28551,5705,34831,6.9,7.5,18.2,302
28552,67,-,41.8,0,11.9,2
28553,155,107614,12.3,5.2,8.4,16
28554,86,63947,8.1,0,18.6,20
28555,1780,47672,13.7,4.4,12.3,130
28556,475,41250,10.7,0,2.1,20
28557,6716,51620,5.7,5.2,10.4,1588
28560,11349,47118,8.7,6.7,11,3984
28562,16258,53733,5.2,3.6,9.8,3328
28570,9071,47286,6.6,4.5,14.6,574
28571,1230,58438,6,3.8,11,154
28572,2435,35724,6,10.4,13,184
28573,955,38015,8.6,6.5,12.3,76
28574,6353,48354,8.9,4,10.2,290
28575,262,53929,2.3,8.8,8.4,22
28577,129,57614,5.4,0,7,30
28578,2154,41146,4.5,10.6,16.3,58
28579,240,39688,2.9,3.8,21.3,22
28580,4137,36655,12.3,6.3,16.5,372
28581,116,65929,0,0,13.8,4
28582,733,78875,0,1.8,4.4,32
28583,100,-,3,1,23,6
28584,4846,58786,5.5,5.1,8,738
28585,1533,32917,14.7,12,15.4,196
28586,3069,34505,7.9,11.4,18,208
28587,172,24115,14,1.7,44.2,2
28589,98,62604,8.2,0,10.2,8
28590,9533,64147,4,2.9,8.7,810
28594,1832,65541,2.2,4.1,7.9,272
28601,19993,49168,6.9,6.1,11.6,2574
28602,11235,45244,7.6,9.1,11.9,4960
28604,3000,51139,5.8,7,8.3,576
28605,1450,56439,3.2,4.3,7.7,510
28606,695,29719,6.9,11.8,18.4,32
28607,12747,36508,22.4,6.7,10.5,4272
28609,2311,57924,4.2,4.2,9,172
28610,3790,51042,3,4.2,11.7,274
28611,494,56774,6.5,7.7,13.6,8
28612,4819,36669,8,10,14.4,190
28613,8553,49950,5.9,6.2,11.8,1048
28615,890,31912,13,13.3,15.8,14
28616,71,84306,0,0,1.4,26
28617,976,45426,1.4,9.3,9.9,52
28618,960,46324,8.9,10.5,8.3,78
28619,610,34063,7.4,15.7,17.7,34
28621,4097,43733,5.7,8.5,13.7,660
28622,892,27500,12.2,18,14.9,64
28623,717,41607,9.8,8.6,12.8,36
28624,597,27792,10.2,16.8,19.6,22
28625,14638,48628,6.1,5.3,13.2,4668
28626,1141,69826,1.5,4.3,7.9,74
28627,374,41154,13.1,2.1,13.1,48
28628,154,37857,9.7,0,9.1,28
28629,0,-,-,-,-,12
28630,8004,47868,7.1,7.8,10.3,584
28631,330,41250,4.8,4.8,0,10
28634,1830,42171,5.8,5,14.3,134
28635,1576,30542,7.5,16.1,21.3,44
28636,1891,41896,7.5,3.6,15.2,110
28637,661,35703,13.5,5.7,14.8,154
28638,4554,41354,4.3,5.5,14.5,362
28640,2066,31734,12.7,15.2,10.7,322
28642,2428,32772,7.8,6.4,21.8,212
28643,1583,38638,15.4,5,12.4,42
28644,479,30925,15,6.5,12.9,28
28645,18200,36905,10,8.6,14.4,4824
28646,224,-,13.8,0,12.1,82
28647,41,-,14.6,22,0,14
28649,436,-,7.8,12.6,11.5,2
28650,4358,48534,6.4,4.8,12.7,352
28651,2729,36352,5.7,10.8,17.9,122
28652,0,-,-,-,-,2
28654,1452,44674,8.7,5.2,9.8,76
28655,21204,41957,8.9,7.4,14.3,3676
28657,4207,34914,7.4,8.2,21.7,1368
28658,10094,44213,7.3,3.5,12.6,958
28659,8409,29613,12.4,11.5,20.4,2000
28660,854,46127,5.6,5.3,5.5,56
28662,58,47159,0,0,0,18
28663,257,48125,2.3,3.1,10.1,8
28665,934,34510,13,2.8,17.2,28
28666,132,-,17.4,16.7,0,16
28667,197,32841,11.7,10.2,14.2,14
28668,159,48125,0,0,3.8,18
28669,1215,32427,7.8,4.1,21.6,48
28670,1268,52500,3.2,2.1,22.7,76
28671,185,44375,9.2,7.6,7,56
28673,2482,73454,3.5,3.4,6.8,206
28675,3021,34733,8.8,10.2,19,360
28676,1624,43214,9.4,6.6,9,98
28677,12912,42090,9.4,7.5,12.3,5334
28678,2216,42021,2.7,5,13.7,108
28679,810,39091,0,11.2,9,120
28681,9478,45697,7,7.3,14.4,800
28682,555,78179,5.8,4,9.4,60
28683,660,28269,16.2,9.8,21.7,12
28684,922,38636,8.5,5.4,14,40
28685,751,42639,2.4,10.4,15.6,28
28689,613,50179,0,3.6,9.8,80
28690,3540,38629,6.4,10.3,15,272
28692,1572,52241,7.8,5.8,6.2,144
28693,828,31902,7.7,8.8,25.6,44
28694,3414,40434,8.1,9.7,12,474
28697,5515,46498,7.6,7,9.7,784
28698,832,47222,10.3,5.2,9.9,66
28701,1505,51979,10,6,15.5,92
28702,194,54196,3.6,3.1,8.2,8
28704,8227,63559,2.2,3.7,11.9,2568
28705,2891,40649,8.8,6.7,14.3,174
28707,75,-,24,0,28,10
28708,225,-,16.9,22.7,9.3,20
28709,874,45655,13.7,0,9.6,44
28711,5705,43899,4.6,6.3,15.4,1580
28712,8348,42591,6.9,6.4,14.1,1096
28713,3425,34854,9.3,10.9,13.9,448
28714,7055,38449,9.4,8,15.5,1188
28715,10058,50925,5.8,5.7,11.6,1576
28716,7183,46768,8.7,4.2,14,494
28717,731,45174,10.1,7,14.1,394
28718,204,43929,0,0,16.7,24
28719,2843,34713,9.9,8.2,16.9,282
28720,47,30250,2.1,10.6,17,40
28721,4181,43843,6.3,7.4,17.1,342
28722,2952,46552,5.8,4,13,334
28723,3326,33623,17.3,11.3,14.2,142
28725,9,-,0,0,0,50
28726,1307,32820,15.1,12.9,12.5,118
28729,1503,49089,3.3,4.7,2.7,124
28730,3548,56630,4.8,7,3.6,378
28731,3781,51365,3.1,4.4,13.3,334
28732,7272,57298,3.6,3.2,7.1,994
28733,7,-,0,0,0,2
28734,11942,37759,8.3,7.4,14.7,2980
28735,163,27386,23.9,0,19.6,4
28736,413,41372,7.3,12.3,5.3,62
28739,9369,51738,7.3,6.3,9.3,1516
28740,534,33678,9,19.5,9.6,22
28741,1849,62072,4.3,6.6,11.8,534
28742,1137,60583,1.8,0.6,7.6,148
28743,888,29804,13,4.6,23,102
28745,307,68359,0,0,4.6,32
28746,1113,61917,2.6,7.3,10.7,150
28747,952,35288,7,7.6,8.3,82
28748,4625,47693,7,7.8,8.3,250
28749,13,-,0,0,0,22
28751,1718,43510,7.8,7.8,13.7,222
28752,12101,38906,10.1,6.1,14.1,2228
28753,4321,37510,10.1,9.4,13.6,296
28754,3316,44159,7.8,7.9,12,242
28756,1726,48147,6,4.9,12.2,132
28757,72,68571,0,0,12.5,30
28759,2899,63173,4.7,3.2,6.3,226
28761,3168,41260,8.2,5.9,8,134
28762,2723,32301,11.7,6.2,16.6,172
28763,1285,65559,5.6,6.5,10,56
28766,505,63092,5.1,1.8,11.3,38
28768,3020,50741,9,4.2,6.2,264
28771,3140,34767,11.2,7.7,15.5,312
28772,524,57951,0,0.4,18.1,42
28773,1249,51368,8.6,2.2,6.6,140
28774,569,58966,8.3,2.3,8.4,118
28775,136,-,30.9,3.7,8.8,28
28777,3550,43216,8.1,10.5,9.7,1092
28778,4058,43089,4,7.4,19.3,398
28779,7323,51769,7.2,7.6,10,1872
28781,413,34821,10.4,1.9,20.6,26
28782,3090,50191,5.8,2.1,11.5,752
28783,692,30250,15.2,5.1,25.3,24
28785,3249,53341,7.5,7.6,12,244
28786,9662,42500,8.8,7.8,12.7,2756
28787,8411,54072,3.2,3.9,9.9,848
28789,2305,46386,4.6,7.2,18.2,166
28790,1238,61837,6.8,3.1,6.5,168
28791,6626,50456,6.1,6.1,9.1,1232
28792,13924,43896,5.9,7.8,14,9110
28801,6637,34035,10.3,10.2,16.6,6388
28803,15156,50805,3.3,6.1,8.1,5296
28804,8381,55125,5.8,5.1,10.3,2604
28805,9033,46345,4.5,7.1,15.9,2672
28806,17359,43311,5.9,7.7,14,8082
28901,2090,32364,13.4,5.1,20.6,238
28902,594,32857,14.3,10.3,16.3,32
28904,4047,36294,7.9,6.3,18.6,374
28905,1204,37866,5.7,10.6,8.8,54
28906,7787,39216,9.1,7.3,12.2,1696
28909,533,45380,2.3,9.2,0,26
29001,826,36447,11.6,11,17.9,46
29003,2387,38360,8.2,10.3,13.2,256
29006,3796,39017,13.2,7.9,11.1,338
29009,886,28333,18.3,6.3,22.1,58
29010,4269,31670,16.7,9.2,16.6,322
29014,740,51776,10.4,7.2,9.9,22
29015,579,27461,19,12.4,13.1,6
29016,7117,80925,8.4,1.5,6.3,560
29018,1182,32768,13.8,12.1,14.5,80
29020,9233,38515,10.8,5.4,15.5,2264
29030,761,41518,21.9,2.9,13.1,46
29031,504,40000,14.5,8.3,14.3,22
29032,1789,28604,16,7.8,20.1,34
29033,5428,46885,5.1,5.9,14,730
29036,8329,82089,2.3,2.6,4.2,1732
29037,376,30250,7.4,13.3,13.6,8
29038,845,34453,21.7,11.1,6.5,34
29039,1189,36425,11.4,8.3,8.5,36
29040,3597,46025,7.3,4.2,8.4,80
29042,1905,24424,19.4,8.6,23.3,164
29044,2078,46875,11.4,5.6,11.6,122
29045,9193,63737,4.3,4.1,6.5,526
29047,1507,32924,14.1,10.6,20,106
29048,2050,36322,18.9,5.9,10.3,74
29051,240,40000,4.2,5.8,16.7,36
29052,729,28947,11.4,4.4,27.2,32
29053,6729,38172,11.4,8.9,12.7,304
29054,3598,63313,6,3.1,9.6,274
29055,1622,30116,19,7.6,13.4,118
29056,876,27381,14,18.6,15.1,38
29058,1767,42718,4.5,7.4,15.6,104
29059,2252,29306,17.7,9.3,14.2,174
29061,5332,55490,6.2,4.6,10.4,170
29062,47,-,48.9,0,0,4
29063,13398,73886,4.5,1.3,3.9,2932
29065,280,44375,3.9,11.1,4.3,82
29067,3509,39156,7.9,7.2,17,210
29069,1974,27931,18.1,10,16.3,84
29070,5710,52650,6.1,4.2,11,436
29072,21296,78899,3.2,2,5.9,5920
29073,16973,56146,4.1,4.4,10.1,1150
29074,58,-,0,0,0,8
29075,986,58629,0.2,1.5,15.9,72
29078,5877,54347,8.4,4.4,7.7,562
29079,25,-,100,0,0,14
29080,1080,28629,22.2,7.3,15.6,42
29081,558,38409,9.1,6.5,12,52
29082,181,32917,1.1,2.8,38.7,10
29101,1123,32583,5.3,10.2,21.7,70
29102,7125,36365,11.2,9.5,15.2,622
29104,526,40400,11,7.4,19.2,32
29105,491,31280,7.5,5.7,19.3,28
29107,1153,36566,16.1,3.9,10.1,58
29108,7603,36614,10.8,8.4,15.3,1006
29111,634,42400,4.4,14.2,19.4,20
29112,1668,29390,19.4,6.8,15,92
29113,518,40658,15.8,4.8,12.7,32
29114,737,35924,11.4,10.7,14.5,58
29115,10611,28231,16.5,9.8,18.1,2988
29117,0,-,-,-,-,16
29118,6594,45753,7.5,8.1,8,532
29122,18,43929,0,0,16.7,8
29123,2905,44568,8.5,5.4,9.7,108
29125,913,30082,10.5,8.9,28,50
29126,947,53552,3.6,0,16.4,58
29127,3718,51997,7.7,5.7,8.3,242
29128,1910,37406,12.8,8.2,11.7,46
29129,1083,33617,11.9,5.6,10.2,64
